time,ax,ay,az,aT
0.612,-0.1086,0.1832,0.4012,0.454
0.612,-0.106,0.1265,0.3348,0.373
0.613,-0.0998,0.1,0.2588,0.295
0.616,-0.0992,0.1564,0.159,0.244
0.632,-0.1152,0.2192,0.0354,0.25
0.633,-0.0926,0.3248,-0.0522,0.342
0.633,-0.0314,0.4306,-0.0846,0.44
0.64,0.0444,0.4653,-0.0093,0.468
0.64,0.106,0.4458,0.1115,0.472
0.645,0.1602,0.4174,0.1653,0.477
0.649,0.1734,0.4112,0.0782,0.453
0.655,0.1413,0.408,-0.0589,0.436
0.659,0.0692,0.47,-0.1695,0.504
0.663,-0.0382,0.4444,-0.2128,0.494
0.67,-0.1548,0.3743,-0.1627,0.437
0.674,-0.1539,0.3215,-0.0361,0.358
0.679,-0.0897,0.3216,-0.0004,0.334
0.685,-0.1086,0.2739,-0.0292,0.296
0.691,-0.0642,0.2095,0.0352,0.222
0.695,0.0085,0.159,0.1593,0.225
0.698,0.0591,0.1673,0.2186,0.282
0.723,0.1981,0.1886,0.2466,0.368
0.724,0.3583,0.1651,0.3008,0.496
0.725,0.4276,0.1327,0.3667,0.579
0.725,0.3438,0.1582,0.2602,0.459
0.725,0.3123,0.2224,0.0247,0.384
0.729,0.3032,0.2973,-0.2991,0.519
0.733,-0.1265,0.241,-0.3715,0.461
0.75,-0.3739,0.1736,-0.2979,0.509
0.751,-0.2697,0.1766,-0.2698,0.42
0.752,0.0177,0.2312,-0.2918,0.373
0.752,0.2473,0.2848,-0.2994,0.482
0.756,0.2881,0.321,-0.2972,0.524
0.761,0.22,0.3134,-0.2233,0.443
0.766,0.144,0.3336,-0.1277,0.385
0.772,0.0122,0.3979,-0.0872,0.408
0.776,-0.092,0.4081,-0.1184,0.435
0.781,-0.0849,0.369,-0.1017,0.392
0.787,0.0454,0.2401,-0.0442,0.248
0.791,0.129,0.141,0.0299,0.193
0.795,0.049,0.093,0.0921,0.14
0.8,-0.12,0.0505,0.1877,0.228
0.806,-0.3033,0.0103,0.3238,0.444
0.81,-0.403,-0.0617,0.3425,0.533
0.815,-0.431,-0.1395,0.2895,0.538
0.832,-0.3628,-0.2207,0.2197,0.478
0.833,-0.2249,-0.2647,0.1833,0.393
0.833,-0.0222,-0.2907,0.2496,0.384
0.872,0.1041,-0.287,0.3373,0.455
0.874,0.1658,-0.2154,0.4271,0.506
0.875,0.1244,-0.0691,0.464,0.485
0.875,-0.0439,0.0944,0.4123,0.425
0.876,-0.1909,0.2607,0.3558,0.481
0.876,-0.1848,0.4328,0.261,0.538
0.877,-0.1934,0.587,0.1424,0.634
0.877,-0.2049,0.7216,-0.0454,0.751
0.878,-0.207,0.7514,-0.1899,0.802
0.878,-0.2787,0.7252,-0.2982,0.832
0.883,-0.2581,0.6199,-0.399,0.781
0.888,-0.1288,0.4052,-0.411,0.591
0.893,0.0617,0.1919,-0.3319,0.388
0.897,0.1177,0.0441,-0.1594,0.203
0.912,-0.039,0.0085,-0.0394,0.056
0.913,-0.1713,0.0551,0.0757,0.195
0.913,-0.1783,0.0466,0.1356,0.229
0.916,-0.055,-0.0084,0.1811,0.19
0.937,0.0335,-0.1363,0.2432,0.281
0.937,0.0948,-0.1959,0.2764,0.352
0.938,0.1532,-0.1561,0.319,0.387
0.938,0.2012,-0.0597,0.3304,0.391
0.94,0.2547,0.0907,0.4063,0.488
0.945,0.2197,0.2186,0.4486,0.545
0.95,0.1173,0.3142,0.3592,0.491
0.955,0.053,0.3661,0.2485,0.446
0.96,-0.0395,0.3557,0.1546,0.39
0.964,-0.1074,0.3293,0.0298,0.348
0.971,-0.1704,0.3446,-0.1139,0.401
0.975,-0.179,0.2973,-0.2453,0.425
0.979,-0.0619,0.2192,-0.2711,0.354
0.985,0.0201,0.1084,-0.2752,0.296
0.99,-0.0354,0.106,-0.2287,0.255
0.995,-0.1728,0.1442,-0.1845,0.291
1,-0.2886,0.1532,-0.164,0.366
1.014,-0.2295,0.0634,-0.2127,0.319
1.014,-0.1434,-0.0252,-0.1657,0.221
1.015,-0.0926,-0.0579,-0.1378,0.176
1.042,-0.053,-0.0158,-0.1193,0.132
1.042,0.018,0.0246,-0.0674,0.074
1.043,0.0054,0.0485,-0.0632,0.08
1.043,0.012,0.051,-0.0734,0.09
1.043,0.0329,0.0007,-0.0309,0.045
1.044,0.123,-0.0448,0.0378,0.136
1.047,0.2631,-0.0836,0.1064,0.296
1.054,0.2433,-0.0703,0.1534,0.296
1.059,0.105,-0.0387,0.1429,0.181
1.061,0.049,-0.0147,0.1825,0.19
1.067,0.0104,-0.051,0.1624,0.17
1.072,-0.0086,-0.0778,0.1278,0.15
1.077,-0.1085,-0.0928,0.1244,0.189
1.081,-0.1528,-0.0551,0.133,0.21
1.089,-0.0817,-0.0412,0.1058,0.14
1.092,-0.0412,-0.1323,0.0953,0.168
1.096,-0.0477,-0.2088,0.1685,0.272
1.101,-0.0703,-0.2518,0.2201,0.342
1.108,-0.1236,-0.2639,0.3385,0.447
1.11,-0.0524,-0.2384,0.4567,0.518
1.115,0.0806,-0.188,0.5388,0.576
1.129,0.1776,-0.1154,0.5418,0.582
1.129,0.2129,-0.0279,0.5039,0.548
1.13,0.2155,0.0316,0.504,0.549
1.138,0.2876,0.0632,0.5351,0.611
1.16,0.3545,0.1175,0.5444,0.66
1.161,0.3801,0.2304,0.5321,0.693
1.161,0.4599,0.1819,0.4313,0.656
1.162,0.1024,0.152,0.1441,0.233
1.162,-0.1678,0.3157,0.2612,0.443
1.163,-0.2206,0.4124,0.402,0.617
1.171,-0.2105,0.347,0.2464,0.475
1.176,-0.1068,0.2658,0.0697,0.295
1.178,-0.0119,0.2791,0.0702,0.288
1.183,0.0508,0.3341,0.1712,0.379
1.189,0.118,0.3349,0.2722,0.447
1.193,0.1211,0.2714,0.3851,0.486
1.197,0.144,0.2199,0.45,0.521
1.213,0.1461,0.2015,0.4765,0.538
1.213,0.1272,0.168,0.5292,0.57
1.214,0.1899,0.1721,0.5937,0.647
1.24,0.2362,0.2088,0.5504,0.634
1.241,0.2,0.2399,0.4521,0.549
1.241,0.1917,0.2396,0.4398,0.536
1.241,0.2922,0.2415,0.4682,0.602
1.242,0.3739,0.291,0.4965,0.686
1.242,0.3195,0.3617,0.4602,0.667
1.246,0.3349,0.353,0.431,0.65
1.251,0.6241,0.2675,0.0266,0.68
1.256,-0.3953,0.5977,0.8128,1.084
1.265,-0.1875,0.4893,0.8571,1.005
1.265,0.1492,0.2564,0.2656,0.398
1.27,0.1743,0.1104,0.1052,0.232
1.276,0.0562,0.1755,0.3321,0.38
1.279,-0.0836,0.3004,0.4345,0.535
1.284,-0.1162,0.3052,0.3743,0.497
1.289,-0.0845,0.1997,0.3308,0.396
1.294,0.0021,0.1275,0.2826,0.31
1.299,0.0458,0.0981,0.3275,0.345
1.307,0.0322,0.0947,0.3509,0.365
1.308,0.0878,0.1099,0.3741,0.4
1.313,0.1264,0.1312,0.3877,0.428
1.318,0.1793,0.1704,0.4082,0.477
1.323,0.1963,0.2201,0.419,0.512
1.328,0.1634,0.3141,0.3292,0.483
1.332,0.0952,0.3572,0.2013,0.421
1.338,0.0226,0.4076,0.1332,0.429
1.342,0.0002,0.4038,0.0869,0.413
1.347,-0.0179,0.4011,0.0527,0.405
1.353,-0.0341,0.3617,0.0809,0.372
1.357,-0.0268,0.338,0.0902,0.351
1.361,0.0018,0.3203,0.1091,0.338
1.366,0.0063,0.2866,0.1496,0.323
1.372,-0.0344,0.2414,0.1519,0.287
1.376,-0.0819,0.1844,0.1566,0.255
1.381,-0.1102,0.1227,0.1373,0.215
1.386,-0.0696,0.087,0.1253,0.168
1.391,-0.0461,0.0678,0.1132,0.14
1.395,-0.0109,0.0648,0.1488,0.163
1.4,0.0239,0.0945,0.1581,0.186
1.405,0.0537,0.1809,0.0835,0.206
1.41,0.0352,0.2356,-0.0052,0.238
1.415,-0.0197,0.2829,-0.0414,0.287
1.423,-0.0564,0.3397,-0.1133,0.362
1.425,-0.037,0.3534,-0.1875,0.402
1.43,-0.017,0.3171,-0.173,0.362
1.435,-0.023,0.2739,-0.1084,0.295
1.439,-0.6406,0.3934,0.1426,0.765
1.444,0.4332,0.1802,-0.2375,0.526
1.449,0.2548,0.1967,-0.7151,0.784
1.454,-0.0043,0.3352,-0.5635,0.656
1.459,-0.1136,0.3993,-0.2352,0.477
1.463,-0.1342,0.4481,-0.2085,0.512
1.468,-0.1899,0.4866,-0.2846,0.595
1.473,-0.1633,0.4717,-0.4227,0.654
1.478,-0.1277,0.4014,-0.4316,0.603
1.483,-0.1522,0.3236,-0.4595,0.582
1.488,-0.0001,0.2239,-0.2485,0.334
1.493,-0.1507,0.2459,-0.3148,0.427
1.497,-0.2192,0.2824,-0.3642,0.51
1.503,-0.2115,0.3481,-0.3176,0.517
1.507,-0.2214,0.4307,-0.2972,0.568
1.511,-0.1817,0.5301,-0.3768,0.675
1.516,-0.1276,0.5818,-0.4632,0.755
1.523,-0.1371,0.6122,-0.4942,0.799
1.526,-0.1388,0.6046,-0.5106,0.803
1.531,-0.0206,0.578,-0.5219,0.779
1.54,0.0787,0.5371,-0.5041,0.741
1.541,0.2024,0.5057,-0.5314,0.761
1.546,0.3666,0.4978,-0.5464,0.825
1.55,0.4352,0.5013,-0.5132,0.839
1.556,0.475,0.5232,-0.4509,0.838
1.561,0.3811,0.5611,-0.4313,0.804
1.565,0.2795,0.6123,-0.4351,0.801
1.572,0.1416,0.6842,-0.5218,0.872
1.575,0.0338,0.7676,-0.6531,1.008
1.58,0.1497,0.7792,-0.64,1.019
1.586,0.4241,0.76,-0.4729,0.99
1.59,0.5707,0.7499,-0.25,0.975
1.595,0.629,0.8007,-0.1127,1.024
1.599,0.5816,0.8756,-0.0325,1.052
1.608,0.4812,0.8998,0.0362,1.021
1.609,0.417,0.8801,0.0191,0.974
1.614,0.4196,0.8502,-0.0096,0.948
1.618,0.4224,0.7963,0.0578,0.903
1.624,0.5815,0.7972,0.0518,0.988
1.631,0.4673,0.9083,-0.2571,1.053
1.633,0.0357,1.097,-0.4239,1.177
1.638,0.0225,1.0841,-0.2217,1.107
1.645,0.1321,0.8581,-0.0927,0.873
1.647,0.1855,0.5552,-0.0865,0.592
1.653,0.1375,0.3596,-0.1097,0.4
1.657,-0.0386,0.3739,-0.1428,0.402
1.662,-0.1896,0.4687,-0.1428,0.525
1.667,-0.2898,0.5,-0.0257,0.578
1.672,-0.1919,0.3742,0.1362,0.442
1.677,-0.0334,0.2249,0.2661,0.35
1.681,0.197,0.2028,0.3923,0.484
1.686,0.566,0.2663,0.596,0.864
1.691,0.9916,0.4795,0.8765,1.408
1.696,1.3291,0.6792,1.0445,1.822
1.701,1.5066,0.7558,1.0922,2.008
1.706,1.5532,0.7136,1.0505,2.006
1.711,1.4148,0.6306,0.9982,1.843
1.716,1.1672,0.6078,0.9569,1.627
1.727,0.9577,0.6393,0.7956,1.4
1.775,0.829,0.7065,0.6182,1.252
1.775,0.7568,0.7536,0.6207,1.235
1.775,0.6594,0.8054,0.7241,1.268
1.775,0.6087,0.8171,0.8278,1.313
1.775,0.4267,0.8645,0.8367,1.277
1.775,0.3695,0.7903,0.7291,1.137
1.776,0.3246,0.7235,0.5339,0.956
1.776,0.3425,0.6137,0.4662,0.843
1.776,0.3564,0.4606,0.559,0.807
1.776,0.339,0.3631,0.7218,0.876
1.778,0.3624,0.3014,0.9808,1.088
1.779,0.2773,0.2024,1.1621,1.212
1.785,0.1589,0.07,1.1446,1.158
1.789,0.2253,-0.1366,1.1126,1.143
1.793,0.4326,-0.2576,1.137,1.243
1.798,0.6753,-0.2986,1.2141,1.421
1.804,0.8485,-0.1978,1.3137,1.576
1.807,0.8088,-0.2076,1.4288,1.655
1.812,0.5448,-0.2272,1.4182,1.536
1.817,0.0824,0.2895,0.7375,0.797
1.822,1.0304,-1.1197,1.3934,2.063
1.827,0.1343,-0.86,1.0386,1.355
1.832,0.3336,-0.6111,1.0384,1.25
1.838,0.4817,-0.6329,1.2075,1.446
1.842,0.3899,-0.791,1.3952,1.651
1.846,0.1019,-0.9048,1.4189,1.686
1.852,0.0473,-1.066,1.2461,1.641
1.856,-0.0539,-1.1306,0.9965,1.508
1.861,-0.1427,-1.2383,0.9102,1.543
1.866,-0.1677,-1.2992,0.927,1.605
1.87,-0.2215,-1.3889,0.9935,1.722
1.875,-0.231,-1.3848,0.9189,1.678
1.88,-0.233,-1.4868,0.8807,1.744
1.885,-0.4337,-1.3174,0.6899,1.549
1.89,-0.5076,-1.1497,0.478,1.345
1.894,-10.352,11.2539,-6.7146,16.7
1.899,0.7558,2.8094,-3.5871,4.619
1.904,-2.4017,-0.6799,-2.6335,3.628
1.909,-6.2077,2.2293,-3.6543,7.541
1.914,-4.7462,1.0667,-1.5414,5.103
1.92,-6.9358,5.557,-3.3073,9.483
1.924,-8.0503,8.4143,-4.6711,12.547
1.929,-4.5734,5.322,-4.8506,8.53
1.934,-4.1402,3.1247,-4.5311,6.887
1.94,-4.6468,2.8902,-4.2516,6.93
1.943,-5.7292,4.389,-4.111,8.306
1.948,-4.5876,4.1236,-4.1299,7.423
1.953,-3.8234,3.9875,-2.5383,6.08
1.959,-3.553,3.3213,-2.4709,5.455
1.963,-4.2518,3.2987,-4.0784,6.752
1.969,-2.419,3.4656,-1.8602,4.618
1.972,-0.7939,1.8908,-3.2443,3.838
1.978,0.7798,-1.4471,-3.422,3.796
1.982,1.6155,0.3591,-0.4905,1.726
1.988,14.1409,-8.2577,0.3366,16.379
1.992,-7.3233,4.5498,3.3504,9.25
1.998,23.7076,-16.6101,1.7242,28.999
2.002,5.6919,-8.9533,8.0195,13.299
2.007,0.8329,0.1334,14.6863,14.71
2.011,5.6708,-2.2397,9.025,10.891
2.016,8.9846,-7.1568,3.3946,11.978
2.021,9.0333,-8.5346,1.6039,12.53
2.029,8.037,-7.9846,2.9278,11.701
2.03,-8.6983,2.625,0.3583,9.093
2.035,1.171,6.2591,-0.3333,6.376
2.055,4.265,-1.1311,1.0881,4.545
2.056,1.9823,-5.5154,-2.1393,6.239
2.056,-3.3891,-0.6964,-3.5477,4.956
2.056,-3.7681,3.2255,-3.4729,6.055
2.06,-1.7182,1.8978,0.6534,2.642
2.065,2.5198,0.5507,0.783,2.695
2.069,-1.7272,1.1963,-0.2554,2.117
2.075,-1.3195,0.3001,-3.011,3.301
2.079,6.275,-4.1245,2.5601,7.934
2.084,-7.0058,4.2405,-2.7411,8.636
2.089,0.7418,1.0918,1.5731,2.054
2.093,3.9172,-2.3818,1.6777,4.882
2.099,4.6866,-1.4836,0.4821,4.939
2.103,14.4701,-11.4556,2.7122,18.654
2.108,2.4434,-3.6136,4.9369,6.588
2.113,0.4495,2.4352,8.3719,8.73
2.118,3.8381,1.053,5.449,6.748
2.123,5.5486,-2.5189,0.7344,6.138
2.127,4.8913,-4.8289,-1.4807,7.031
2.132,3.63,-4.8882,-0.7539,6.135
2.137,2.9611,-3.4041,1.7673,4.846
2.143,2.6059,-1.6153,3.6326,4.753
2.148,2.303,-0.873,3.7012,4.446
2.152,1.8805,-1.1844,2.1991,3.126
2.157,1.0982,-1.623,0.5256,2.029
2.162,0.398,-1.7179,-0.4811,1.828
2.167,-0.2014,-1.4957,-0.6182,1.631
2.171,-0.6026,-1.1265,-0.1563,1.287
2.176,-0.8792,-0.794,0.2932,1.22
2.181,-4.6972,2.0494,-0.4888,5.148
2.186,-0.4871,1.6524,0.4624,1.784
2.192,2.4339,-3.7609,-0.492,4.507
2.198,-0.4663,-3.194,-0.5123,3.268
2.201,-1.3084,-0.8791,1.0444,1.891
2.206,-0.9009,0.4783,1.5652,1.868
2.21,0.1299,0.0135,0.7549,0.766
2.215,0.4439,-0.0461,0.2242,0.499
2.22,-0.1064,-0.5278,-0.3421,0.638
2.225,0.177,-1.2409,-0.487,1.345
2.229,0.3505,-1.4736,0.1419,1.521
2.235,0.0633,-1.1578,0.134,1.167
2.239,-0.1365,-0.8496,-0.0143,0.861
2.244,-0.5113,-0.5209,-0.2984,0.789
2.249,-0.6916,-0.5742,-0.3454,0.963
2.253,-0.8133,-1.0561,-0.1615,1.343
2.258,-1.2424,-1.2342,-0.1318,1.756
2.263,-1.3735,-1.2269,-0.0456,1.842
2.268,-1.3225,-1.1898,0.1601,1.786
2.273,-1.0328,-1.1486,0.559,1.643
2.279,-0.8038,-1.0244,0.6063,1.436
2.282,-0.5255,-1.0105,0.7229,1.349
2.287,-0.4356,-1.0919,0.7701,1.405
2.292,-1.032,-1.0268,0.3669,1.501
2.297,-0.934,-1.2865,0.0379,1.59
2.301,-0.9641,-0.9979,-0.1036,1.391
2.306,-0.6947,-0.9365,-0.3597,1.22
2.311,-0.2842,-1.0123,-0.153,1.063
2.316,-0.6945,-0.7765,-0.4988,1.155
2.321,-0.3163,-0.9057,0.0083,0.959
2.326,-0.6419,-0.6281,-0.5919,1.076
2.331,0.7184,-0.9977,-0.9205,1.536
2.336,-0.2496,-0.6948,-2.134,2.258
2.341,-0.6788,-0.701,-0.9002,1.328
2.349,-0.8198,-0.5148,0.2492,1
2.35,-0.2996,-0.2161,0.9099,0.982
2.356,0.0742,0.0014,0.9301,0.933
2.36,-0.5175,0.4622,0.1934,0.72
2.366,-0.9074,0.7463,-0.5333,1.29
2.369,-1.3409,0.4317,-0.7858,1.613
2.375,-1.7627,0.44,-0.7663,1.972
2.379,-2.2424,0.2549,-1.2392,2.575
2.384,-1.1983,0.2877,-1.013,1.595
2.389,-0.3835,0.9448,-1.2027,1.577
2.393,-1.0138,1.5609,-1.792,2.584
2.399,-1.2135,1.4143,-1.1991,2.216
2.403,-1.0797,0.8306,-0.0202,1.362
2.408,-1.0852,0.5341,0.2471,1.235
2.413,-1.1614,0.6319,-0.2563,1.347
2.418,-0.8583,0.904,-0.4668,1.331
2.423,-0.8335,1.1824,-0.485,1.526
2.428,-0.9475,1.2279,-0.6006,1.663
2.434,-0.9722,1.206,-0.5219,1.635
2.439,-1.0094,1.2076,-0.3611,1.615
2.443,-1.1479,1.2042,-0.3166,1.694
2.447,-1.2347,1.3847,-0.3003,1.879
2.452,-1.3061,1.5581,-0.3884,2.07
2.457,-1.3546,1.7956,-0.7934,2.385
2.464,-2.3256,2.4126,-3.0919,4.559
2.469,-1.7742,2.3282,-3.6002,4.64
2.474,-0.5459,1.4668,1.6216,2.254
2.478,-1.5632,1.1445,1.8146,2.654
2.483,-1.5914,1.1576,0.8135,2.129
2.487,-1.3374,1.5282,-0.3827,2.067
2.493,-1.2958,1.9693,-0.6162,2.437
2.499,-1.0327,2.0976,0.3662,2.367
2.501,-0.953,2.0845,0.0771,2.293
2.506,-1.074,1.8896,-0.0344,2.174
2.513,-1.2751,1.7575,-0.0147,2.171
2.518,-1.2221,1.7983,0.041,2.175
2.523,-1.0226,1.8852,0.3426,2.172
2.527,-0.9251,1.9101,0.6728,2.226
2.532,-0.8962,1.7581,0.8081,2.132
2.535,-1.071,1.5423,0.4445,1.93
2.54,-1.339,1.5333,0.0035,2.036
2.545,-1.566,1.6813,-0.2384,2.31
2.55,-1.7838,1.869,-0.4268,2.619
2.555,-1.9657,1.908,0.5056,2.786
2.56,-2.165,1.4907,-0.1886,2.635
2.565,-1.9027,1.6322,-0.5412,2.565
2.569,-1.8161,2.179,-0.0584,2.837
2.574,-1.8623,2.5351,1.1584,3.352
2.58,-1.6394,2.7141,1.798,3.645
2.584,-1.3772,2.7057,1.7463,3.502
2.589,-1.2046,2.6891,1.0981,3.145
2.594,-0.7887,2.7862,-0.0251,2.896
2.599,-0.8077,2.6599,-0.3679,2.804
2.604,-1.6436,2.5885,-0.8626,3.185
2.608,-1.7627,2.762,-0.4325,3.305
2.613,-1.4139,2.6367,0.3441,3.012
2.618,-0.823,2.1225,0.692,2.379
2.623,-0.2606,1.3472,0.2998,1.405
2.628,0.357,1.0272,-0.3223,1.134
2.633,0.3183,0.8647,-0.725,1.172
2.639,-0.9684,1.6511,-1.9004,2.697
2.644,0.3252,0.6959,2.7096,2.816
2.649,-0.3956,0.5567,3.2805,3.351
2.653,-0.808,0.7025,1.4827,1.829
2.658,-0.4845,0.9999,0.9026,1.432
2.663,-5.4662,4.0616,-8.2713,10.714
2.666,-0.5387,2.1825,-0.3515,2.275
2.671,1.4504,-3.6436,13.8521,14.397
2.676,-9.9204,2.5244,-5.1765,11.471
2.681,1.1953,-0.6722,4.0259,4.253
2.686,3.2431,-4.4579,8.8562,10.432
2.691,0.1771,-1.1932,-2.3507,2.642
2.696,-10.8865,10.2839,-20.3048,25.23
2.7,2.9373,2.3521,5.0905,6.33
2.705,3.7138,-3.0088,19.6151,20.189
2.71,-2.7545,-2.0085,3.4,4.815
2.715,0.9694,-1.3753,-5.5054,5.757
2.72,5.312,-2.8104,-3.3546,6.883
2.724,4.3404,-2.7244,0.2089,5.129
2.729,0.0496,-0.6208,1.6451,1.759
2.734,-1.759,0.1413,2.0737,2.723
2.74,-1.1332,-0.4194,1.2377,1.73
2.744,-0.3258,-1.4724,0.8317,1.722
2.749,0.238,-2.2967,0.771,2.434
2.754,0.7609,-2.4284,0.764,2.657
2.759,1.3034,-2.1464,0.6913,2.605
2.764,1.4975,-1.563,0.498,2.221
2.768,0.9237,-0.9023,0.3361,1.334
2.773,0.0206,-0.4511,0.2589,0.521
2.778,-0.5476,-0.3659,0.0905,0.665
2.783,-0.8229,-0.5408,-0.1109,0.991
2.788,-0.8453,-0.6054,-0.1292,1.048
2.793,-1.0048,-0.4942,-0.1143,1.126
2.797,-1.0844,-0.502,0.0859,1.198
2.802,-1.0499,-0.6964,0.211,1.277
2.806,-1.0962,-0.9585,0.1732,1.466
2.812,-0.8544,-0.9902,0.2117,1.325
