time,ax,ay,az,aT
0.886,-1.9598,-1.0527,-3.3634,4.033
0.903,-1.8221,-0.917,-3.3101,3.888
0.904,-1.5911,-0.7815,-3.2856,3.733
0.907,-1.338,-0.6179,-3.2253,3.546
0.908,-1.0877,-0.441,-3.0881,3.304
0.911,-0.8487,-0.3184,-2.9263,3.064
0.915,-0.5988,-0.2295,-2.7252,2.8
0.919,-0.3497,-0.1609,-2.4889,2.518
0.925,-0.074,-0.1225,-2.2794,2.284
0.93,0.1737,-0.1152,-2.0531,2.064
0.934,0.3982,-0.1277,-1.8194,1.867
0.939,0.5901,-0.1651,-1.6329,1.744
0.944,0.7282,-0.2255,-1.4862,1.67
0.949,0.7939,-0.2758,-1.3526,1.592
0.953,0.764,-0.35,-1.2057,1.47
0.959,0.7053,-0.3739,-0.9927,1.274
0.964,0.5923,-0.3763,-0.7736,1.044
0.967,0.3853,-0.3382,-0.5245,0.733
0.988,0.143,-0.3147,-0.3148,0.468
0.989,-0.1255,-0.275,-0.1301,0.329
0.991,-0.3968,-0.1929,0.0941,0.451
0.992,-0.5454,-0.1141,0.2908,0.629
0.998,-0.5832,-0.036,0.3448,0.678
0.999,-0.5042,-0.0245,0.2389,0.559
1.002,-0.3459,-0.1072,0.0752,0.37
1.026,-0.1251,-0.2635,-0.1252,0.317
1.027,0.0939,-0.368,-0.3772,0.535
1.028,0.315,-0.4272,-0.5829,0.788
1.028,0.5303,-0.4815,-0.7397,1.03
1.029,0.7504,-0.5786,-0.8955,1.304
1.031,0.9531,-0.6182,-0.9949,1.51
1.036,1.0711,-0.6532,-1.0543,1.639
1.043,1.276,-0.7025,-0.973,1.752
1.046,1.3985,-0.6234,-0.8514,1.752
1.051,1.4125,-0.4784,-0.725,1.658
1.055,1.218,-0.3066,-0.517,1.358
1.06,0.9662,-0.195,-0.3012,1.031
1.066,0.6397,-0.0512,-0.0699,0.646
1.069,0.2981,0.1074,0.1698,0.36
1.085,0.0166,0.2757,0.2817,0.395
1.086,-0.1453,0.5382,0.1077,0.568
1.086,-0.4986,0.5587,0.3691,0.835
1.108,-0.8452,0.5418,0.6639,1.204
1.109,-1.0604,0.6347,0.9566,1.563
1.11,-1.0944,0.7667,1.1759,1.78
1.11,-1.0429,0.8037,1.217,1.793
1.111,-1.007,0.7672,1.1087,1.683
1.113,-0.8793,0.6314,1.0157,1.484
1.118,-0.6353,0.4347,0.8355,1.136
1.124,-0.3883,0.2395,0.5708,0.731
1.128,-0.2101,0.1134,0.3151,0.395
1.134,-0.0721,0.1833,0.1597,0.254
1.138,0.0358,0.227,0.1116,0.255
1.144,0.1544,0.2476,0.1895,0.348
1.147,0.2117,0.2574,0.3191,0.461
1.152,0.2352,0.2006,0.4914,0.581
1.161,0.2401,0.1865,0.6186,0.689
1.164,0.1944,0.3479,0.7758,0.872
1.166,0.0651,0.4448,0.9517,1.053
1.171,-0.1005,0.5055,1.1395,1.251
1.178,-0.287,0.4041,1.3547,1.443
1.182,-0.4998,0.3386,1.6123,1.722
1.185,-0.7192,0.3638,1.8979,2.062
1.203,-0.8747,0.3591,2.1526,2.351
1.204,-0.9856,0.3606,2.3399,2.564
1.205,-0.9874,0.2992,2.3234,2.542
1.23,-0.8835,0.1699,2.1488,2.329
1.231,-0.7124,-0.0535,1.7419,1.883
1.232,-0.4392,-0.3522,1.3333,1.447
1.232,-0.1156,-0.5817,0.9316,1.104
1.232,0.3072,-0.7128,0.399,0.873
1.233,0.5919,-0.6303,-0.0271,0.865
1.234,0.861,-0.5046,-0.4268,1.085
1.24,0.9779,-0.3638,-0.6949,1.254
1.244,0.9198,-0.1862,-0.7382,1.194
1.249,0.7829,-0.1393,-0.6071,1.001
1.254,0.6153,-0.1851,-0.402,0.758
1.259,0.2743,-0.1459,-0.0164,0.311
1.263,-0.0205,-0.078,0.3399,0.349
1.268,-0.4307,0.0435,0.8225,0.929
1.281,-0.8064,0.1847,1.22,1.474
1.281,-1.0805,0.2633,1.5655,1.92
1.287,-1.2312,0.2532,1.7223,2.132
1.288,-1.2571,0.2089,1.7595,2.173
1.302,-1.2056,0.1494,1.7448,2.126
1.304,-1.0445,0.076,1.6435,1.949
1.304,-0.8745,-0.0213,1.4739,1.714
1.311,-0.7172,-0.0018,1.3522,1.531
1.313,-0.6188,0.0408,1.3222,1.46
1.317,-0.5912,0.1442,1.315,1.449
1.322,-0.5775,0.2085,1.2083,1.355
1.327,-0.5785,0.1983,0.9846,1.159
1.332,-0.5682,0.1147,0.7056,0.913
1.337,-0.4894,0.0234,0.4922,0.695
1.345,-0.3975,-0.0491,0.2988,0.5
1.346,-0.264,-0.1019,0.1792,0.335
1.35,-0.0915,-0.1775,0.0589,0.208
1.355,0.1231,-0.2392,0.0163,0.269
1.36,0.2822,-0.2828,-0.0126,0.4
1.366,0.4728,-0.2796,-0.0227,0.55
1.37,0.5732,-0.1702,-0.0256,0.598
1.391,0.5908,-0.0454,-0.0574,0.595
1.392,0.5848,0.0442,-0.1584,0.607
1.393,0.5282,0.109,-0.3084,0.621
1.399,0.4726,0.1116,-0.518,0.71
1.4,0.5059,0.1196,-0.9316,1.067
1.4,1.5371,0.7492,-3.1777,3.609
1.404,2.8409,1.3982,-6.0265,6.808
1.419,1.7786,0.4485,-5.8231,6.105
1.42,0.4919,-0.4329,-3.9396,3.994
1.42,0.4388,-0.334,-2.9557,3.007
1.427,0.7269,0.1615,-2.6209,2.725
1.429,0.9362,0.6116,-2.3798,2.629
1.434,0.8769,0.6804,-1.903,2.203
1.439,0.7113,0.6546,-1.4843,1.771
1.444,0.4229,0.3906,-1.2964,1.418
1.448,0.0764,0.0743,-1.0656,1.071
1.452,0.138,0.0439,-1.0274,1.038
1.458,0.103,-0.0911,-0.8726,0.883
1.462,-0.1418,-0.2856,-0.524,0.613
1.471,-0.3057,-0.3093,-0.1303,0.454
1.472,-0.448,-0.1999,0.2743,0.562
1.479,-0.7026,-0.0521,0.614,0.935
1.481,-0.9193,-0.0195,0.7533,1.189
1.486,-1.0339,-0.0448,0.7544,1.281
1.495,-1.0562,-0.0418,0.6219,1.226
1.498,-1.5935,0.0334,0.587,1.699
1.519,-3.3737,0.2452,0.8351,3.484
1.52,-2.733,0.2247,1.4866,3.119
1.52,-0.8675,-0.0845,2.0124,2.193
1.521,-0.4257,-0.2459,1.8223,1.887
1.522,-0.4499,-0.27,1.1443,1.259
1.528,-0.2887,-0.2565,0.4395,0.585
1.531,-0.0351,-0.338,0.1158,0.359
1.535,0.2131,-0.4368,0.0406,0.488
1.546,0.2653,-0.4761,0.1154,0.557
1.547,0.1499,-0.4275,0.285,0.535
1.551,0.0256,-0.3396,0.3843,0.513
1.553,0.0495,-0.2578,0.3725,0.456
1.56,0.2022,-0.2565,0.1997,0.383
1.564,0.4314,-0.393,-0.0475,0.585
1.568,0.6165,-0.6238,-0.1919,0.898
1.574,0.7178,-0.9035,-0.0946,1.158
1.588,0.7956,-1.0913,0.1393,1.358
1.588,0.9329,-1.0753,0.2948,1.454
1.589,1.0594,-0.9801,0.4551,1.513
1.615,1.0622,-0.8511,0.4598,1.437
1.615,0.8041,-0.7383,0.2511,1.12
1.616,0.3801,-0.7872,0.1272,0.883
1.616,-0.0308,-0.8997,0.1526,0.913
1.616,-0.1678,-0.8948,0.0911,0.915
1.617,-0.1005,-0.7822,0.0123,0.789
1.622,0.0046,-0.6958,-0.074,0.7
1.627,-0.014,-0.6237,-0.0619,0.627
1.633,-0.2487,-0.3846,-0.0372,0.459
1.637,-0.4755,-0.0244,-0.1481,0.499
1.642,-0.638,0.3135,-0.3399,0.788
1.647,-0.6392,0.4977,-0.4579,0.931
1.652,-0.5851,0.5578,-0.5242,0.963
1.655,-0.3755,0.5153,-0.6587,0.917
1.661,-0.1055,0.4016,-0.7223,0.833
1.665,0.1927,0.1618,-0.6643,0.71
1.67,0.3651,-0.073,-0.4768,0.605
1.683,0.4841,-0.0428,-0.3073,0.575
1.683,0.449,0.1491,-0.1678,0.502
1.685,0.3166,0.3352,0.0347,0.462
1.69,0.0744,0.4605,0.1061,0.478
1.707,-0.1028,0.5109,0.0634,0.525
1.707,-0.3343,0.5101,-0.0333,0.611
1.708,-0.6462,0.4821,-0.0738,0.81
1.709,-1.1989,0.446,-0.0081,1.279
1.714,-0.7263,0.4923,-0.0278,0.878
1.719,-0.5496,0.5887,0.0906,0.81
1.725,-0.413,0.3585,0.1261,0.561
1.728,-0.3,0.0607,0.0924,0.32
1.733,-0.2415,-0.0842,0.054,0.261
1.738,-0.2808,-0.1383,0.0509,0.317
1.743,-0.3439,-0.1659,0.2502,0.456
1.747,-0.2833,-0.3275,0.5273,0.682
1.752,0.0534,-0.4273,0.6169,0.752
1.759,0.4892,-0.4246,0.5933,0.878
1.762,0.6236,-0.3429,0.5788,0.917
1.767,0.4072,-0.2472,0.5643,0.739
1.772,-0.0489,-0.1743,0.3956,0.435
1.778,-0.5953,-0.0552,0.2409,0.645
1.781,-1.1284,0.0323,0.1397,1.138
1.786,-1.4527,0.135,-0.0293,1.459
1.792,-1.7043,0.1758,-0.141,1.719
1.796,-1.7856,0.2285,-0.2744,1.821
1.8,-1.7398,0.2765,-0.3649,1.799
1.806,-1.5462,0.2577,-0.3292,1.602
1.811,-1.1735,0.1773,-0.3614,1.241
1.815,-0.8957,-0.0186,-0.2942,0.943
1.82,-0.6689,-0.311,-0.1371,0.75
1.826,-0.5588,-0.5396,0.0126,0.777
1.83,-0.5954,-0.6454,0.1388,0.889
1.835,-0.3722,-0.5285,0.2632,0.698
1.839,-0.8436,-0.3397,0.4289,1.005
1.845,-0.8294,-0.0917,0.0476,0.836
1.849,-0.8981,0.0896,-0.2739,0.943
1.854,-0.8353,0.1762,-0.6457,1.07
1.86,-0.6473,0.1566,-0.8213,1.057
1.864,-0.6395,0.1844,-0.7174,0.979
1.868,-0.8239,0.2283,-0.5756,1.031
1.879,-0.9792,-0.0112,-0.4796,1.09
1.879,-0.7876,-1.4539,-1.1294,2.002
1.899,-0.554,-0.5909,-0.8386,1.166
1.899,0.0694,0.5062,-1.7497,1.823
1.9,1.0713,1.1821,-3.5253,3.869
1.9,0.716,1.3174,-3.6149,3.913
1.908,-0.2265,1.1598,-2.9267,3.156
1.908,-1.2867,0.6765,-1.9687,2.447
1.912,-1.5832,0.3316,-1.1015,1.957
1.917,-0.966,0.262,-0.1517,1.012
1.922,-0.344,0.2435,0.9262,1.018
1.927,0.3184,0.3078,1.628,1.687
1.932,0.6545,0.3626,2.0552,2.187
1.936,0.6806,0.3655,2.2009,2.333
1.942,0.4916,0.2663,2.2122,2.282
1.946,0.3891,0.0925,2.1376,2.175
1.951,0.375,0.0009,1.9499,1.986
1.956,0.2817,0.0803,1.644,1.67
1.961,-0.3313,0.1389,1.0898,1.147
1.966,-0.7162,0.2603,0.5553,0.943
1.97,-0.8361,0.3395,-0.0131,0.902
1.977,-0.9843,0.3396,-0.4476,1.133
1.981,-0.7083,0.3335,-0.7428,1.079
1.985,0.0829,0.3934,-1.0713,1.144
1.989,0.5045,0.3703,-1.2337,1.383
1.996,0.4219,0.2379,-1.1494,1.247
2,0.1355,0.0264,-0.748,0.761
2.005,-0.0624,-0.1314,-0.2089,0.255
2.01,-0.156,-0.2318,0.3543,0.451
2.014,-0.2694,-0.2883,0.8747,0.96
2.019,-0.4015,-0.3062,1.2374,1.336
2.024,-0.4822,-0.3012,1.4325,1.541
2.03,-0.5278,-0.245,1.59,1.693
2.033,-0.9217,-0.4149,1.6969,1.975
2.038,-1.5311,-0.5571,1.6746,2.336
2.043,-1.9754,-0.6051,1.5983,2.612
2.048,-1.9446,-0.5729,1.3909,2.459
2.052,-1.7821,-0.5604,1.1085,2.172
2.058,-1.5818,-0.5307,0.9167,1.904
2.062,-1.4614,-0.5914,0.8127,1.774
2.067,-1.4002,-0.7035,0.8446,1.78
2.072,-1.3085,-0.8616,0.8577,1.786
2.077,-1.1942,-0.9223,0.8009,1.708
2.083,-1.1487,-0.8504,0.6576,1.573
2.086,-1.0092,-0.7471,0.8211,1.5
2.092,-0.883,-0.903,0.3805,1.319
2.097,-1.0886,-1.0075,0.407,1.538
2.102,-1.1791,-1.1033,0.5288,1.699
2.106,-1.201,-1.1839,0.6316,1.801
2.111,-1.0364,-1.3415,0.7671,1.861
2.116,-0.8343,-1.5753,0.9521,2.021
2.122,-0.6716,-1.7905,1.253,2.286
2.126,-0.6203,-1.9328,1.7298,2.667
2.131,-0.5689,-1.9541,2.1466,2.958
2.135,-0.5212,-1.8524,2.3642,3.048
2.14,-0.496,-1.7063,2.3203,2.923
2.147,-0.5942,-1.6578,2.093,2.735
2.151,-0.7505,-1.8119,1.7571,2.633
2.154,-0.8475,-2.092,1.3706,2.641
2.16,-0.8344,-2.3974,0.9366,2.706
2.164,-0.7672,-2.7301,0.5413,2.887
2.169,-0.6744,-2.9879,0.2077,3.07
2.175,-0.6674,-3.2827,0.1147,3.352
2.18,-0.6105,-3.5286,0.2356,3.589
2.184,-0.566,-3.7132,0.5471,3.796
2.189,-0.5335,-3.753,0.9336,3.904
2.194,-0.4097,-3.6569,1.3119,3.907
2.198,-0.2346,-3.587,1.523,3.904
2.204,-0.0446,-3.5401,1.6957,3.925
2.208,0.0693,-3.5334,1.8189,3.975
2.213,0.0938,-3.5718,1.9052,4.049
2.218,0.0455,-3.5721,2.0012,4.095
2.223,0.3368,-3.4396,1.8903,3.939
2.228,1.8533,-2.3406,1.3093,3.26
2.232,2.8525,-1.4576,1.3148,3.463
2.237,2.4887,-1.8772,1.4367,3.432
2.242,1.7078,-1.3347,0.8813,2.34
2.247,2.108,-0.6845,0.4418,2.26
2.251,2.6819,-0.1828,0.2233,2.697
2.257,2.994,0.0185,-0.1412,2.997
2.261,2.7276,-0.4835,-0.4114,2.8
2.266,3.0995,-0.4204,-1.3476,3.406
2.271,3.8465,-0.2106,-2.002,4.341
2.281,4.1773,0.0078,-2.6171,4.929
2.281,3.5591,0.3789,-2.7526,4.515
2.286,1.7771,0.5699,-2.2319,2.909
2.29,0.1992,0.5489,-1.8317,1.923
2.295,-0.7224,0.2532,-1.5366,1.717
2.3,-1.0214,-0.0829,-1.4462,1.772
2.305,-0.9265,-0.2469,-1.3762,1.677
2.311,-0.4907,-0.3488,-1.0566,1.216
2.314,-0.4194,-0.3338,-0.3008,0.615
2.319,-0.3543,-0.3916,0.587,0.79
2.327,-0.0525,-0.535,1.4726,1.568
2.332,0.4161,-0.76,2.2366,2.399
2.336,0.6404,-0.8709,2.7535,2.958
2.342,0.5519,-0.8496,2.9925,3.159
2.347,0.3831,-0.8142,2.9273,3.062
2.353,-0.0125,-0.6765,2.6234,2.709
2.355,-0.4116,-0.5896,2.2377,2.35
2.363,-0.8058,-0.3832,1.7715,1.984
2.367,-0.8155,-0.217,1.1996,1.467
2.368,-0.529,-0.1141,0.5945,0.804
2.373,-0.0028,-0.045,0.1316,0.139
2.379,0.3841,-0.1118,-0.2908,0.495
2.383,0.8938,-0.3188,-0.5108,1.078
2.387,1.2743,-0.4073,-0.658,1.491
2.403,1.5777,-0.2653,-0.778,1.779
2.403,1.7233,-0.0411,-0.6437,1.84
2.404,1.3084,0.2409,-0.166,1.341
2.407,0.6239,0.432,0.2587,0.802
2.422,-0.1263,0.5129,0.6428,0.832
2.422,-0.6865,0.4908,0.8838,1.222
2.423,-0.7347,0.404,0.6642,1.07
2.432,-0.6178,0.291,0.4932,0.842
2.432,-0.583,0.219,0.4995,0.798
2.436,-0.6885,0.212,0.6037,0.94
2.441,-0.5807,0.2434,0.7415,0.973
2.448,0.0971,0.2914,0.7057,0.77
2.45,1.1528,0.3415,0.5973,1.342
2.459,1.6417,0.3075,0.5789,1.768
2.461,1.5067,0.2231,0.612,1.642
2.465,1.2069,0.0881,0.7877,1.444
2.47,0.9569,-0.0782,0.9385,1.343
2.476,0.9552,-0.2616,1.0883,1.471
2.481,0.9451,-0.4093,1.3995,1.738
2.485,1.0721,-0.5167,1.4394,1.868
2.49,1.3765,-0.5909,1.385,2.04
2.507,1.5872,-0.6152,1.2671,2.122
2.507,1.6281,-0.6778,1.2693,2.173
2.508,1.1614,-0.6114,1.2213,1.793
2.531,-0.5774,-0.5186,1.8201,1.979
2.532,-2.0565,-0.3445,2.6236,3.351
2.532,-1.9931,0.0324,1.3291,2.396
2.533,-2.4917,0.3356,0.2975,2.532
2.534,-2.8106,0.4399,-0.0268,2.845
2.535,-2.4026,0.4128,-0.3457,2.462
2.538,-1.7435,0.3356,-0.5438,1.857
2.544,-1.2411,0.306,-0.341,1.323
2.548,-0.3429,0.3281,0.1465,0.497
2.553,0.9503,0.4705,0.7472,1.297
2.557,2.0142,0.5578,1.2234,2.422
2.563,2.2349,0.3962,1.0598,2.505
2.567,2.0137,0.0099,-0.0518,2.014
2.571,1.6065,-0.0329,-0.9387,1.861
2.589,1.2374,0.278,-1.0455,1.644
2.589,0.9934,0.5462,-0.5104,1.243
2.59,0.8305,0.6514,0.338,1.108
2.593,0.618,0.6718,1.0361,1.381
2.618,0.8395,-0.1654,1.2287,1.497
2.619,0.6111,-0.4809,1.0586,1.314
2.62,0.3755,-0.5765,0.8174,1.068
2.62,0.3583,-0.5049,0.622,0.878
2.621,0.4647,-0.3976,0.3567,0.708
2.621,0.7265,-0.1303,0.1405,0.751
2.626,0.999,0.3209,0.2808,1.086
2.632,1.3614,0.7212,0.369,1.584
2.634,1.6828,0.927,0.463,1.976
2.64,1.7352,1.1651,0.09,2.092
2.645,1.8044,1.1385,0.4514,2.181
2.65,1.7428,1.0571,1.0655,2.3
2.654,1.5942,0.6692,1.8224,2.512
2.661,1.6869,0.0363,2.2508,2.813
2.665,1.8893,-0.4284,2.1661,2.906
2.67,1.9543,-0.7565,1.999,2.896
2.674,1.6478,-0.9147,1.8452,2.638
2.689,0.9126,-1.039,1.5378,2.068
2.69,0.16,-1.1408,0.9428,1.489
2.691,-0.5341,-0.9976,0.2722,1.164
2.719,-1.061,-0.7163,0.0265,1.28
2.72,-1.412,-0.3373,0.2738,1.477
2.721,-1.5653,-0.0636,0.6456,1.694
2.721,-1.3078,-0.0508,0.9493,1.617
2.721,-0.9139,-0.399,1.0872,1.475
2.721,-0.9776,-0.5247,1.3681,1.761
2.722,-1.6507,-0.2725,1.5385,2.273
2.741,-2.3655,-0.1064,1.1427,2.629
2.742,-2.7659,-0.1614,0.4713,2.81
2.742,-2.735,-0.3671,-0.0898,2.761
2.742,-2.4504,-0.6295,-0.4825,2.576
2.75,-2.1259,-0.8002,-0.6452,2.361
2.751,-1.7594,-0.6829,-0.696,2.012
2.756,-1.5036,-0.3996,-0.6142,1.673
2.762,-1.342,-0.008,-0.455,1.417
2.766,-1.3109,0.4349,-0.365,1.429
2.77,-1.3378,0.8615,-0.3549,1.63
2.775,-1.2608,1.0165,-0.5115,1.698
2.783,-1.025,0.9027,-0.6269,1.503
2.79,-0.8509,0.7382,-0.6449,1.298
