time,ax,ay,az,aT
0.732,0.1252,-1.1207,0.7462,1.352
0.734,0.1268,-1.1767,0.7227,1.387
0.736,0.2404,-1.1895,0.7065,1.404
0.741,0.393,-1.2021,0.7577,1.474
0.77,0.5302,-1.1618,0.8643,1.542
0.771,0.538,-1.0397,0.9377,1.5
0.771,0.5095,-0.9853,0.8677,1.408
0.772,0.6274,-0.9769,0.6715,1.341
0.773,0.6375,-0.8617,0.4331,1.156
0.773,0.4066,-0.7117,0.3081,0.876
0.775,0.1305,-0.6438,0.2267,0.695
0.78,-0.0865,-0.5714,0.1458,0.596
0.784,-0.2505,-0.5084,0.0531,0.569
0.793,-0.3027,-0.4568,-0.0541,0.551
0.793,-0.2887,-0.4072,-0.0944,0.508
0.801,-0.1748,-0.4073,-0.0512,0.446
0.805,-0.0445,-0.4144,0.0613,0.421
0.81,0.0472,-0.4068,0.2405,0.475
0.814,0.134,-0.3582,0.374,0.535
0.818,0.1972,-0.2466,0.4093,0.517
0.823,0.2081,-0.077,0.3968,0.455
0.832,0.1809,0.1193,0.3818,0.439
0.834,0.1604,0.2799,0.3452,0.472
0.839,0.0885,0.3857,0.2894,0.49
0.861,0.0073,0.5055,0.2023,0.545
0.861,-0.0292,0.5531,0.1698,0.579
0.862,0.019,0.5641,0.2781,0.629
0.862,0.0871,0.5433,0.4144,0.689
0.862,0.168,0.4834,0.5885,0.78
0.867,0.1788,0.4703,0.8362,0.976
0.872,0.1825,0.4723,1.1459,1.253
0.878,0.1479,0.5106,1.3978,1.495
0.883,0.1924,0.486,1.4538,1.545
0.885,0.3371,0.424,1.3429,1.448
0.891,0.3998,0.3363,1.1729,1.284
0.897,0.4234,0.2494,1.0249,1.137
0.902,0.4959,0.1921,0.899,1.045
0.906,0.5056,0.1768,0.855,1.009
0.912,0.5746,0.0938,0.8687,1.046
0.916,0.5549,0.0993,0.8614,1.029
0.919,0.5978,0.1032,0.754,0.968
0.924,0.6753,0.1897,0.6184,0.935
0.931,0.7599,0.2204,0.5431,0.96
0.934,0.8337,0.1812,0.4494,0.964
0.939,0.9015,0.0624,0.3683,0.976
0.958,0.8992,-0.086,0.2807,0.946
0.958,0.9336,-0.2376,0.2105,0.986
0.959,0.9496,-0.3396,0.2149,1.031
0.959,1.04,-0.2921,0.2963,1.12
0.976,1.2175,-0.1793,0.4524,1.311
0.977,1.524,-0.1402,0.6066,1.646
0.977,1.6857,-0.0792,0.7543,1.848
0.978,1.7275,0.0466,0.8668,1.933
0.983,1.6622,0.2735,0.9728,1.945
0.988,1.566,0.4686,0.95,1.891
0.995,1.3718,0.4512,0.7484,1.626
0.998,1.1159,0.3174,0.4324,1.238
1.003,0.7659,0.2878,0.1815,0.838
1.01,0.3048,0.4075,0.0384,0.51
1.016,-0.1741,0.6285,-0.0136,0.652
1.017,-0.5425,0.7998,-0.1757,0.982
1.021,-0.6933,0.845,-0.4286,1.174
1.032,-0.7455,0.781,-0.6886,1.281
1.032,-0.819,0.6945,-0.7695,1.321
1.035,-0.8291,0.6836,-0.6738,1.268
1.04,-0.727,0.6925,-0.5138,1.128
1.049,-0.5118,0.6657,-0.3254,0.901
1.051,-0.3234,0.5572,-0.1538,0.662
1.055,-0.1519,0.3164,-0.0395,0.353
1.061,-0.0231,0.0528,0.025,0.063
1.069,0.0893,-0.1836,0.145,0.25
1.07,0.2381,-0.3551,0.2989,0.522
1.077,0.3488,-0.4978,0.3936,0.724
1.08,0.448,-0.6553,0.3577,0.871
1.085,0.522,-0.7559,0.2223,0.945
1.089,0.5192,-0.7493,0.0714,0.914
1.094,0.5793,-0.6804,-0.0858,0.898
1.099,0.6692,-0.6257,-0.2228,0.943
1.104,0.7581,-0.6105,-0.3734,1.043
1.109,0.8634,-0.6122,-0.5307,1.184
1.115,0.8754,-0.7014,-0.6711,1.307
1.119,0.7151,-0.7919,-0.8376,1.356
1.123,0.6162,-0.7514,-1.0018,1.396
1.145,0.5126,-0.5847,-1.0514,1.308
1.148,0.3257,-0.4594,-1.0918,1.228
1.148,0.116,-0.3774,-1.1709,1.236
1.149,-0.1126,-0.3508,-1.2576,1.31
1.151,-0.3513,-0.3262,-1.3498,1.432
1.152,-0.5215,-0.2939,-1.4141,1.536
1.157,-0.549,-0.3488,-1.3767,1.523
1.172,-0.5148,-0.4313,-1.2473,1.417
1.173,-0.4159,-0.5392,-1.0019,1.211
1.173,-0.3236,-0.6514,-0.6932,1.005
1.18,-0.1968,-0.7091,-0.3401,0.811
1.181,-0.0051,-0.7255,-0.045,0.727
1.186,0.1507,-0.747,0.1781,0.783
1.192,0.2557,-0.82,0.3177,0.916
1.197,0.2262,-0.8805,0.4218,1.002
1.2,0.1746,-0.9263,0.4405,1.04
1.205,0.0514,-0.9146,0.4551,1.023
1.211,-0.0591,-0.8286,0.3797,0.913
1.215,-0.1729,-0.7206,0.2645,0.787
1.219,-0.2115,-0.6049,0.0832,0.646
1.224,-0.1956,-0.5408,-0.1141,0.586
1.231,-0.2107,-0.5443,-0.2774,0.646
1.235,-0.179,-0.5736,-0.4404,0.745
1.239,-0.1784,-0.5178,-0.5606,0.784
1.256,-0.17,-0.4271,-0.5568,0.722
1.257,-0.256,-0.4949,-0.9049,1.063
1.258,-0.347,-0.4503,-1.3729,1.486
1.29,-0.3615,-0.4094,-0.5319,0.762
1.291,-0.4526,-0.4519,0.2044,0.671
1.291,-0.4231,-0.4283,-0.055,0.605
1.292,-0.2774,-0.4375,-0.503,0.722
1.292,-0.1947,-0.4267,-0.5279,0.706
1.293,-0.1665,-0.4413,-0.3618,0.594
1.293,-0.2253,-0.3619,-0.3157,0.53
1.3,-0.2639,-0.2602,-0.3822,0.532
1.301,-0.284,-0.1341,-0.3796,0.493
1.302,-0.2925,-0.0552,-0.253,0.391
1.308,-0.3417,-0.0501,-0.0956,0.358
1.313,-0.4029,-0.074,-0.0291,0.411
1.317,-0.3948,-0.1275,0.0233,0.416
1.321,-0.4326,-0.1156,0.0165,0.448
1.333,-0.4399,-0.0938,-0.0014,0.45
1.334,-0.5124,-0.0578,0.0127,0.516
1.336,-0.5564,-0.0362,0.0946,0.566
1.341,-0.5597,-0.0431,0.2609,0.619
1.358,-0.4619,-0.098,0.3396,0.582
1.359,-0.233,-0.1767,0.2709,0.399
1.36,0.095,-0.1738,0.1649,0.258
1.369,0.2691,-0.1587,0.0384,0.315
1.37,0.3061,-0.136,-0.0801,0.344
1.37,0.2573,-0.1222,-0.2312,0.367
1.376,0.1977,-0.1118,-0.4317,0.488
1.38,0.1286,-0.0633,-0.6605,0.676
1.386,0.1381,-0.0458,-0.8818,0.894
1.389,0.1495,-0.0199,-1.0387,1.05
1.397,0.1003,-0.0371,-1.2272,1.232
1.4,0.0766,0.0086,-1.3498,1.352
1.404,0.021,0.0958,-1.3923,1.396
1.414,-0.0262,0.1936,-1.4027,1.416
1.417,-0.0601,0.2327,-1.3334,1.355
1.422,-0.0327,0.2537,-1.1531,1.181
1.424,-0.0039,0.3539,-0.9838,1.046
1.43,0.0053,0.4201,-0.9088,1.001
1.436,0.0006,0.4686,-0.844,0.965
1.438,0.0299,0.4633,-0.744,0.877
1.454,0.0788,0.4351,-0.6709,0.803
1.455,0.142,0.52,-0.6722,0.862
1.455,0.1296,0.4691,-0.6642,0.823
1.459,0.0113,0.4306,-0.4914,0.654
1.486,-0.0598,0.3995,-0.4194,0.582
1.487,-0.0836,0.4018,-0.5242,0.666
1.487,-0.1488,0.4708,-0.6026,0.779
1.488,-0.2108,0.5923,-0.6162,0.88
1.488,-1.1548,0.6444,-0.0611,1.324
1.489,-2.2478,0.979,0.9017,2.612
1.491,-0.4862,1.2357,-0.6838,1.494
1.497,-0.3969,1.2525,-1.4201,1.935
1.501,-0.4664,0.9122,-1.5159,1.83
1.505,-0.0722,0.145,-1.3143,1.324
1.511,0.5609,-0.4709,-0.2706,0.781
1.515,1.1815,-0.7263,1.0589,1.745
1.521,1.6764,-0.8492,1.8495,2.637
1.525,1.7611,-0.7694,1.7096,2.572
1.53,1.4958,-0.4899,1.0316,1.882
1.535,0.9874,-0.083,0.1142,0.997
1.54,0.376,0.3905,-0.6511,0.847
1.563,-0.6133,0.8835,-1.0617,1.511
1.567,-1.2546,1.199,-1.3958,2.227
1.568,-1.7756,1.5624,-1.5033,2.802
1.569,-1.8646,1.7799,-1.3224,2.897
1.57,-1.6002,1.7873,-1.1308,2.652
1.57,-1.3065,1.6954,-0.9769,2.353
1.573,-0.8349,1.5716,-0.9085,1.998
1.593,-0.8542,1.4443,-0.7128,1.823
1.593,-0.4085,1.2653,-0.5644,1.444
1.594,-0.2527,1.0722,-0.3623,1.16
1.594,-0.3133,0.9679,-0.3793,1.086
1.599,-0.4925,0.9451,-0.3596,1.125
1.604,-0.7494,1.028,-0.3893,1.33
1.609,-1.0973,1.2231,-0.3916,1.689
1.617,-1.1321,1.3717,-0.4236,1.828
1.617,-1.0544,1.3891,-0.3818,1.785
1.622,-0.9834,1.3295,-0.2015,1.666
1.627,-1.0474,1.2359,-0.1119,1.624
1.632,-0.9616,0.8765,0.1356,1.308
1.636,-0.4111,0.4646,0.3445,0.71
1.641,-0.1255,0.2393,0.3573,0.448
1.654,0.0846,0.1245,0.3626,0.393
1.655,0.2405,0.1034,0.296,0.395
1.658,0.1038,0.2287,0.2386,0.346
1.662,-0.1287,0.4905,0.1763,0.537
1.678,-0.282,0.7454,0.085,0.802
1.678,-0.3345,0.8239,0.0128,0.889
1.678,-0.3794,0.7715,0.0454,0.861
1.68,-0.3309,0.6746,0.1064,0.759
1.685,-0.1246,0.5451,0.0714,0.564
1.69,-0.2735,0.5245,-0.1456,0.609
1.696,-0.4385,0.3329,0.1917,0.583
1.7,-0.146,0.1449,0.179,0.273
1.704,-0.0244,-0.0039,0.209,0.21
1.709,-0.008,-0.0131,0.2506,0.251
1.714,-0.0489,0.0881,0.3253,0.341
1.718,-0.0802,0.2301,0.3426,0.42
1.723,-0.066,0.1163,0.3407,0.366
1.731,-0.2191,0.2662,0.3003,0.457
1.733,-0.3412,0.5071,0.3912,0.726
1.738,-0.4116,0.7479,0.36,0.926
1.743,-0.337,0.8234,0.2833,0.934
1.748,-0.282,0.8656,0.1302,0.92
1.752,-0.3107,0.8846,0.0152,0.938
1.757,-0.3296,0.9164,0.0243,0.974
1.762,-0.1932,0.6099,0.1572,0.659
1.767,-0.2675,0.8065,0.3398,0.915
1.772,-0.3762,0.9219,0.4789,1.105
1.777,-0.3669,0.9366,0.5724,1.157
1.782,-0.2489,0.9029,0.4747,1.05
1.786,-0.2981,0.8946,0.4254,1.034
1.791,-0.457,0.8428,0.4983,1.08
1.796,-0.4754,0.7688,0.5213,1.043
1.801,-0.4213,0.754,0.4319,0.966
1.805,-0.3592,0.844,0.2543,0.952
1.811,-0.3651,0.9578,0.2058,1.045
1.816,-0.3964,1.0308,0.186,1.12
1.82,-0.384,1.0946,0.1228,1.166
1.825,-0.3253,1.1562,0.1191,1.207
1.83,-0.2371,1.2327,0.139,1.263
1.835,-0.1431,1.2784,0.2447,1.309
1.839,0.0518,1.1759,0.1636,1.188
1.848,0.291,1.0786,0.2497,1.145
1.849,0.6008,0.9001,0.5724,1.224
1.854,0.8943,0.7118,0.8565,1.428
1.859,1.0756,0.4797,1.2217,1.697
1.864,1.204,0.3095,1.3046,1.802
1.869,1.2913,0.424,0.9186,1.64
1.874,1.213,0.6951,0.4371,1.465
1.878,0.9356,0.7704,0.531,1.323
1.884,0.7657,0.7365,0.3844,1.13
1.888,0.7618,0.6542,-0.0266,1.005
1.893,0.7079,0.5769,-0.4843,1.034
1.898,0.514,0.4934,-0.647,0.962
1.903,0.3715,0.5472,-1.2082,1.377
1.907,0.3342,0.6166,-1.5886,1.736
1.913,0.3706,0.6572,-1.815,1.966
1.917,0.3335,0.5113,-1.3615,1.492
1.922,0.5479,0.2841,-0.9556,1.138
1.931,0.7937,-0.0875,-0.4867,0.935
1.932,1.1838,-0.8633,-0.0123,1.465
1.937,1.2363,-1.6554,0.827,2.225
1.942,1.6697,-2.5175,1.5061,3.376
1.948,1.6797,-2.6177,2.2025,3.811
1.951,1.2236,-2.1496,2.7568,3.704
1.956,0.2972,-1.8072,3.0646,3.57
1.963,-2.6015,0.8525,3.1645,4.184
1.966,-7.4047,6.5927,2.7803,10.297
1.972,-7.1259,6.0876,0.2823,9.376
1.975,-5.1369,4.3065,-2.0133,6.999
1.98,-1.6464,2.5778,-3.6549,4.766
1.985,0.7782,1.5018,-4.1072,4.442
1.99,1.9533,1.1655,-3.0438,3.8
1.995,1.5854,0.7397,-0.6646,1.871
2,0.3245,-0.0318,0.9701,1.023
2.004,-0.5144,-0.9682,1.4572,1.824
2.009,-0.4209,-2.0937,1.4083,2.558
2.015,0.1555,-3.0182,0.7066,3.104
2.019,1.0765,-3.0602,-0.1013,3.246
2.024,1.9872,-2.4042,-0.7229,3.202
2.031,2.3638,-1.6321,-0.797,2.981
2.033,2.2183,-1.072,-0.5204,2.518
2.038,1.7175,-0.8636,-0.2454,1.938
2.043,1.3308,-0.917,-0.0485,1.617
2.048,1.228,-1.1068,-0.1614,1.661
2.053,1.2392,-1.271,-0.4541,1.832
2.057,1.1103,-1.2103,-0.5072,1.719
2.063,0.8622,-0.898,-0.2417,1.268
2.069,0.6154,-0.7975,0.2275,1.033
2.074,0.2327,-1.0063,0.6567,1.224
2.078,-0.0413,-1.2985,0.9051,1.583
2.083,0.6582,-1.0998,1.4414,1.929
2.087,0.3474,-1.3132,1.7394,2.207
2.092,0.3142,-1.4894,2.043,2.548
2.097,0.4763,-1.6491,2.3117,2.879
2.101,0.6616,-1.7979,2.3948,3.067
2.106,0.8831,-2.0247,2.3047,3.192
2.111,1.0378,-2.3476,2.0435,3.281
2.116,1.0506,-2.3479,1.4655,2.96
2.121,0.8842,-2.0617,0.7667,2.371
2.125,0.6117,-1.8241,0.1141,1.927
2.131,0.3505,-1.7025,-0.3322,1.77
2.135,0.2037,-1.4708,-0.4579,1.554
2.141,0.0938,-1.0243,-0.2611,1.061
2.149,-0.0378,-0.529,0.0476,0.533
2.15,-0.2438,-0.1066,0.3416,0.433
2.154,-0.4749,0.2466,0.547,0.765
2.16,-0.6666,0.6564,0.6425,1.135
2.169,-0.7956,1.1654,0.6976,1.574
2.169,-0.8905,1.5933,0.8415,2.01
2.175,-1.0019,1.8458,0.914,2.29
2.257,-1.096,2.0922,0.908,2.53
2.257,-1.1479,2.2508,0.8549,2.667
2.258,-1.1158,2.3289,0.8718,2.726
2.258,-1.0104,2.3767,1.0018,2.77
2.258,-0.9009,2.2485,1.2209,2.713
2.258,-0.9015,1.9607,1.3523,2.547
2.259,-0.1846,1.9864,1.6234,2.572
2.259,0.0018,1.641,1.8022,2.437
2.259,0.0821,1.4224,1.7194,2.233
2.259,0.2022,1.3329,1.4614,1.988
2.259,0.3007,1.6285,1.2246,2.06
2.259,0.056,3.2926,1.0256,3.449
2.26,0.0274,4.4396,0.4383,4.461
2.26,2.0505,2.9055,-0.1797,3.561
2.26,0.3417,0.1279,-0.96,1.027
2.26,-1.3708,-0.6619,-0.686,1.67
2.26,-1.4404,-0.4016,-0.2903,1.523
2.262,-1.3131,-0.8106,0.3567,1.584
2.266,-1.5551,-1.3685,1.073,2.333
2.271,-1.3643,-1.1672,1.3483,2.245
2.275,-0.875,-0.5691,1.2045,1.594
2.282,-0.5079,-0.1439,0.9888,1.121
2.285,-0.4246,-0.0173,1.0194,1.104
2.29,-0.3835,0.0227,1.0766,1.143
2.299,-0.3604,0.0134,0.972,1.037
2.3,-0.3461,-0.0583,0.7107,0.793
2.305,-0.1593,0.2854,0.6585,0.735
2.31,-0.3031,0.7939,1.0652,1.363
2.315,-1.2309,-0.2615,0.5362,1.368
2.32,-0.9627,-0.9925,-0.0778,1.385
2.324,-0.1662,-0.8721,-0.9237,1.281
2.329,0.3076,-0.3641,-1.3701,1.451
2.335,0.0175,0.1271,-1.1069,1.114
2.338,-0.6004,0.3738,-0.3658,0.796
2.344,-0.8662,0.4099,0.4194,1.046
2.348,-0.6768,0.1371,0.9854,1.203
2.353,-0.1673,-0.4052,0.922,1.021
2.358,0.3844,-0.8708,0.3335,1.009
2.363,0.6662,-0.9936,-0.3658,1.251
2.368,0.6787,-0.8769,-0.8341,1.388
2.373,-0.2904,0.015,-1.0531,1.093
2.377,-0.2708,0.2527,-1.1569,1.215
2.382,0.2167,-0.0705,-1.4472,1.465
2.388,0.7288,-0.434,-2.008,2.18
2.392,0.9535,-0.8095,-2.4669,2.766
2.398,1.1802,-1.2959,-1.8872,2.576
2.402,1.1702,-1.801,-1.5865,2.67
2.407,0.9666,-1.5029,-0.7219,1.927
2.412,0.6056,-0.9428,-0.3261,1.167
2.417,0.6543,-0.4875,-0.6179,1.023
2.423,1.2653,-0.4934,-1.0393,1.71
2.427,1.7564,-0.8475,-1.4399,2.424
2.432,1.708,-1.1453,-1.022,2.296
2.437,1.18,-0.5171,-0.3197,1.327
2.443,-0.3096,0.2911,0.2905,0.515
2.446,-1.6599,0.9283,-0.0929,1.904
2.451,-1.8211,1.1011,-0.5332,2.194
2.455,-0.8587,0.7756,0.147,1.166
2.461,-0.268,0.3474,-0.7651,0.882
2.465,-0.0144,-0.283,-1.0964,1.132
2.471,-0.0887,-0.8729,-0.61,1.069
2.475,-0.3162,-1.2117,-0.1073,1.257
2.479,-0.3743,-1.3525,0.2043,1.418
2.484,-0.3144,-1.4363,0.5179,1.559
2.49,0.2522,-1.1943,0.9743,1.562
2.495,0.916,-0.56,1.5572,1.891
2.5,1.6681,-0.0414,1.8169,2.467
2.504,2.4096,0.0827,1.4385,2.808
2.509,3.2564,-0.1895,0.7672,3.351
2.514,3.9653,-0.5031,0.2396,4.004
2.527,3.9683,0.0127,-0.1418,3.971
2.528,3.9238,-0.0069,-0.3973,3.944
2.53,3.6006,-0.1635,-0.5674,3.649
2.533,2.9326,-0.1643,-0.7621,3.034
2.538,2.264,-0.4804,-1.0207,2.529
2.542,1.1892,-0.2762,-1.3717,1.836
2.547,0.4398,-0.3217,-1.957,2.031
2.552,0.0959,-0.6985,-2.3614,2.464
2.557,-0.0271,-1.1354,-2.6242,2.859
2.562,-0.4158,-0.9651,-2.623,2.826
2.567,-0.2667,-0.9602,-2.8367,3.007
2.572,0.2841,-1.1009,-3.2556,3.448
2.576,1.5911,-1.6169,-4.0104,4.607
2.581,2.0179,-1.7006,-4.159,4.926
2.587,1.2151,-1.308,-3.6625,4.074
2.591,0.6342,-1.2237,-3.074,3.369
2.596,0.7967,-1.4618,-2.8059,3.263
2.603,1.2978,-1.3886,-2.6967,3.299
2.605,1.4879,-0.983,-2.3603,2.958
2.611,1.6549,-0.7669,-1.9582,2.676
2.615,1.8684,-0.5873,-1.5856,2.52
2.62,1.8443,-0.3339,-0.9002,2.079
2.625,1.6198,-0.1782,-0.4153,1.682
2.63,1.0536,0.0603,0.0075,1.055
2.635,0.7526,0.1171,0.3077,0.821
2.641,0.884,0.0604,0.0251,0.886
2.645,0.3397,0.5767,0.0082,0.669
2.65,-0.119,0.5297,-0.3082,0.624
2.655,-0.7098,0.5819,-0.2639,0.955
2.659,-1.1144,0.0866,0.2326,1.142
2.664,-1.2225,0.0599,-0.1198,1.23
2.67,-0.8485,0.1417,-0.54,1.016
2.674,-0.5386,0.092,-0.7909,0.961
2.678,-0.3175,-0.0209,-0.9181,0.972
2.683,-0.3353,0.0335,-0.9287,0.988
2.688,-0.267,-0.0293,-0.9286,0.967
2.693,-0.0884,0.0632,-0.9078,0.914
2.697,0.1215,0.0907,-0.8542,0.868
2.702,0.2988,0.0113,-0.9409,0.987
2.707,0.4123,0.0908,-0.9942,1.08
2.713,0.3828,0.1878,-0.9718,1.061
2.717,0.2291,0.3625,-0.8665,0.967
2.721,0.1116,0.413,-0.9031,0.999
2.726,-0.0706,0.3087,-0.9948,1.044
2.731,-0.6256,-0.0222,-0.5349,0.823
2.736,-1.4127,-0.6894,0.4261,1.629
2.741,-2.0919,-1.1308,0.858,2.528
2.746,-1.5991,-0.3784,0.1598,1.651
2.75,-0.5884,0.4165,-0.6374,0.962
2.755,-0.3117,0.7498,0.5784,0.997
2.76,-1.5724,0.6215,5.3176,5.58
2.765,-2.6816,-0.2108,7.015,7.513
2.771,-2.2047,-0.7286,3.6315,4.31
2.775,-1.1548,-0.5463,1.9643,2.343
2.78,-1.4296,-0.1862,1.8778,2.367
2.785,-2.4713,0.036,1.1587,2.73
2.79,-2.7856,0.0898,-0.114,2.789
2.794,-1.6544,-0.1047,-0.8113,1.846
