timeJ,axJ,ayJ,azJ,aTJ
87.213,1.4514,15.7587,-1.943,15.944
90.523,1.4449,15.7452,-1.912,15.927
90.527,1.4525,12.3889,-2.8793,12.802
90.528,1.0438,9.4478,-2.457,9.818
90.529,0.3563,7.113,-1.4811,7.274
90.529,-0.4358,5.5897,-1.1395,5.721
90.53,-1.0401,4.7754,-1.6968,5.174
90.531,-1.4939,4.5526,-2.6098,5.456
90.531,-1.8077,4.6476,-3.2277,5.94
90.532,-1.889,4.854,-3.0859,6.054
90.532,-1.8763,4.8609,-2.2623,5.68
90.533,-1.8983,4.5109,-1.0465,5.005
90.534,-1.8468,3.7521,0.1599,4.185
90.536,-1.6168,2.6399,1.0537,3.27
90.537,-1.0914,1.2729,1.5427,2.279
90.537,-0.4197,-0.2864,1.6944,1.769
90.538,0.264,-1.83,1.6569,2.483
90.538,0.8035,-3.3222,1.7246,3.828
90.539,1.2319,-4.6698,1.8807,5.183
90.539,1.5369,-5.892,2.1279,6.45
90.54,1.7375,-6.9244,2.335,7.511
90.54,1.7908,-7.7743,2.4401,8.343
90.541,1.797,-8.473,2.4894,9.012
90.541,1.694,-8.9344,2.4831,9.427
90.542,1.5178,-9.1397,2.3093,9.548
90.542,1.3378,-9.161,2.0636,9.485
90.543,1.1949,-9.0056,1.8176,9.265
90.543,1.0943,-8.7263,1.6911,8.956
90.544,1.0341,-8.3446,1.6387,8.567
90.544,1.0173,-7.9084,1.5984,8.132
90.545,1.0254,-7.4679,1.4984,7.685
90.545,1.0588,-7.0325,1.3317,7.235
90.546,1.0889,-6.6885,1.1123,6.867
90.546,1.118,-6.4118,0.8738,6.567
90.546,1.1774,-6.15,0.6657,6.297
90.547,1.2359,-5.9533,0.5211,6.102
90.547,1.3171,-5.7643,0.4612,5.931
90.548,1.3586,-5.6164,0.5793,5.807
90.548,1.3791,-5.452,0.7685,5.676
90.548,1.3328,-5.2305,0.9553,5.482
90.549,1.2956,-4.9851,1.0542,5.257
90.549,1.3075,-4.6777,1.0895,4.978
90.549,1.4087,-4.3251,1.0661,4.672
90.55,1.5437,-3.9511,0.9534,4.348
90.55,1.7222,-3.4578,0.7444,3.934
90.55,1.9585,-2.8739,0.523,3.517
90.55,2.1886,-2.1901,0.258,3.107
90.551,2.4295,-1.4734,0.0209,2.841
90.551,2.6436,-0.6951,-0.1622,2.738
90.551,2.8104,0.0872,-0.2609,2.824
90.552,2.8946,0.8638,-0.3426,3.04
90.552,2.8687,1.5653,-0.3769,3.29
90.552,2.7167,2.1512,-0.3595,3.484
90.553,2.4699,2.5809,-0.3049,3.585
90.553,2.1139,2.8116,-0.2271,3.525
90.553,1.6674,2.8294,-0.1307,3.287
90.553,1.2159,2.6751,-0.0515,2.939
90.554,0.833,2.4254,-0.0489,2.565
90.554,0.4966,2.1401,-0.1351,2.201
90.554,0.2754,1.9029,-0.224,1.936
90.554,0.1213,1.7064,-0.2277,1.726
90.555,0.0316,1.5337,-0.1515,1.541
90.555,0.0175,1.3872,0.0218,1.387
90.555,0.0292,1.2861,0.2393,1.308
90.555,0.0857,1.2375,0.5112,1.342
90.556,0.2158,1.2465,0.8336,1.515
90.556,0.3891,1.3421,1.1647,1.819
90.556,0.6071,1.5438,1.3396,2.132
90.556,0.9034,1.8155,1.21,2.361
90.557,1.2618,2.0539,0.7431,2.522
90.557,1.5678,2.1865,0.1488,2.695
90.557,1.7599,2.206,-0.204,2.829
90.558,1.8095,2.0838,-0.1482,2.764
90.558,1.6996,1.8992,0.2782,2.564
90.558,1.4781,1.6549,0.89,2.391
90.558,1.1573,1.4471,1.4471,2.351
90.559,0.814,1.2927,1.7996,2.361
90.559,0.4937,1.2202,1.8881,2.302
90.559,0.2251,1.1936,1.6982,2.088
90.56,0.06,1.294,1.3781,1.891
90.56,0.0262,1.4111,0.9561,1.705
90.56,0.1924,1.4945,0.5464,1.603
90.56,0.5342,1.4581,0.2368,1.571
90.561,0.968,1.2683,0.0501,1.596
90.561,1.4274,0.9755,0.0815,1.731
90.561,1.8242,0.5942,0.3072,1.943
90.561,2.1088,0.1487,0.6248,2.204
90.562,2.2769,-0.3321,0.9464,2.488
90.562,2.2976,-0.8361,1.1337,2.695
90.562,2.245,-1.3395,1.1769,2.867
90.563,2.1689,-1.8615,1.1144,3.068
90.563,2.1808,-2.2994,1.0776,3.347
90.563,2.2328,-2.6698,1.0717,3.642
90.564,2.2742,-2.9394,1.1071,3.878
90.564,2.2428,-3.0626,1.1053,3.954
90.564,2.139,-2.9871,1.021,3.813
90.565,1.9436,-2.6701,0.8158,3.402
90.565,1.7522,-2.1193,0.6044,2.816
90.567,1.5935,-1.4017,0.442,2.168
90.567,1.4986,-0.5629,0.293,1.627
90.568,1.3697,0.33,0.1478,1.417
90.568,1.1473,1.1861,-0.03,1.65
90.568,0.7886,1.9838,-0.1405,2.139
90.569,0.303,2.6346,-0.1674,2.657
90.569,-0.2428,3.1579,-0.189,3.173
90.569,-0.7749,3.5397,-0.1069,3.625
90.57,-1.2167,3.6202,0.1412,3.822
90.57,-1.5554,3.4259,0.6052,3.811
90.571,-1.8572,2.9907,1.127,3.696
90.571,-2.0714,2.4611,1.7167,3.646
90.572,-2.212,1.9496,2.0932,3.616
90.572,-2.2531,1.4923,2.0852,3.413
90.572,-2.1762,1.0339,1.6327,2.91
90.573,-2.0179,0.6457,0.7734,2.255
90.573,-1.8175,0.3201,-0.1923,1.855
90.574,-1.6233,0.0375,-0.907,1.86
90.574,-1.5192,-0.1997,-1.0988,1.885
90.575,-1.5479,-0.3988,-0.8182,1.796
90.575,-1.7258,-0.5189,-0.2494,1.819
90.575,-1.8375,-0.534,0.3016,1.937
90.576,-1.8804,-0.4559,0.6461,2.04
90.576,-1.8089,-0.3302,0.8202,2.013
90.576,-1.7092,-0.2167,0.9391,1.962
90.577,-1.7054,-0.1535,1.0625,2.015
90.577,-1.8307,-0.1645,1.1905,2.19
90.577,-2.0849,-0.2257,1.2658,2.45
90.578,-2.382,-0.3824,1.3528,2.766
90.578,-2.6837,-0.5795,1.4398,3.1
90.579,-2.894,-0.7667,1.5077,3.352
90.579,-2.9796,-0.8987,1.4107,3.417
90.579,-2.9785,-0.9205,1.1131,3.31
90.58,-2.8406,-0.8515,0.6506,3.036
90.58,-2.6303,-0.6489,0.1733,2.715
90.581,-2.3856,-0.3942,-0.1686,2.424
90.581,-2.1854,-0.1091,-0.2392,2.201
90.581,-2.075,0.1825,0.0352,2.083
90.582,-1.9803,0.4257,0.5757,2.106
90.582,-1.88,0.6375,1.3467,2.399
90.582,-1.777,0.792,2.1055,2.867
90.583,-1.6191,0.9419,2.6618,3.255
90.583,-1.3563,1.0732,2.8423,3.327
90.584,-1.0678,1.1788,2.6571,3.097
90.584,-0.694,1.2131,2.185,2.594
90.585,-0.3212,1.1786,1.4715,1.912
90.585,-0.0066,1.0439,0.6306,1.22
90.585,0.2236,0.7802,-0.0707,0.815
90.586,0.372,0.4283,-0.5043,0.759
90.586,0.4435,0.0215,-0.4415,0.626
90.586,0.4482,-0.361,0.063,0.579
90.586,0.4894,-0.6733,0.6417,1.051
90.587,0.4979,-0.8892,0.9557,1.397
90.587,0.536,-1.0062,0.8692,1.434
90.588,0.5702,-1.0559,0.4465,1.28
90.588,0.6028,-1.0839,-0.1242,1.246
90.588,0.6049,-1.0546,-0.6543,1.381
90.589,0.5119,-0.9923,-0.8147,1.382
90.589,0.3091,-0.9184,-0.6106,1.145
90.59,0.0251,-0.8592,-0.1303,0.869
90.59,-0.2681,-0.7354,0.3784,0.869
90.591,-0.6039,-0.6091,0.7603,1.146
90.591,-0.8866,-0.478,0.961,1.392
90.591,-1.145,-0.3777,0.99,1.56
90.592,-1.2573,-0.3492,0.8591,1.562
90.592,-1.3288,-0.3854,0.7087,1.555
90.592,-1.3428,-0.4671,0.6509,1.564
90.593,-1.3256,-0.5681,0.7166,1.61
90.593,-1.2632,-0.6501,0.8626,1.662
90.593,-1.1153,-0.6939,1.0989,1.713
90.594,-0.9114,-0.6899,1.266,1.706
90.594,-0.6999,-0.712,1.3552,1.683
90.594,-0.5456,-0.6792,1.3204,1.582
90.595,-0.5319,-0.671,1.3032,1.559
90.595,-0.5725,-0.7543,1.5551,1.821
90.595,-0.7316,-0.7678,1.997,2.261
90.596,-0.9419,-0.6656,2.4274,2.687
90.596,-1.2006,-0.4143,2.4736,2.781
90.597,-1.4137,-0.0882,2.0327,2.478
90.598,-1.4619,0.3984,1.1095,1.878
90.599,-1.3811,0.8989,0.0466,1.648
90.599,-1.4158,1.3953,-0.7191,2.114
90.599,-1.5131,1.6193,-0.7669,2.345
90.6,-1.6941,1.5019,0.0309,2.264
90.6,-1.9058,1.1753,1.3041,2.591
90.601,-1.9973,0.6646,2.801,3.504
90.601,-2.0141,0.143,4.0246,4.503
90.602,-1.6504,-0.2765,4.652,4.944
90.602,-1.129,-0.5226,4.6259,4.79
90.602,-0.661,-0.5834,4.1317,4.225
90.603,-0.2061,-0.5289,3.3481,3.396
90.603,0.209,-0.4624,2.5304,2.581
90.604,0.4517,-0.3852,1.8231,1.917
90.604,0.5228,-0.3465,1.4725,1.601
90.604,0.3821,-0.3821,1.5406,1.633
90.605,0.1619,-0.4295,1.9889,2.041
90.605,-0.0978,-0.4225,2.4229,2.461
90.605,-0.2684,-0.4081,2.6341,2.679
92.271,-0.2923,-0.365,2.5269,2.57
92.271,-0.1501,-0.3103,2.175,2.202
92.271,0.0905,-0.2299,1.7499,1.767
92.272,0.3269,-0.1648,1.378,1.426
92.272,0.4704,-0.0694,1.2289,1.318
92.272,0.5067,0.0419,1.3576,1.45
92.273,0.3977,0.1718,1.8386,1.889
92.273,0.23,0.3181,2.5022,2.533
92.273,0.0732,0.4883,3.0839,3.123
92.274,-0.0538,0.6825,3.3546,3.424
92.274,-0.1924,0.9005,3.3624,3.486
92.274,-0.1325,1.0944,3.1124,3.302
92.275,0.025,1.2523,2.9225,3.18
92.275,-0.0283,1.3213,2.9547,3.237
92.276,-0.1174,1.2969,3.1801,3.436
92.276,-0.2011,1.1937,3.4551,3.661
92.277,-0.2626,1.0287,3.5653,3.72
92.277,-0.2754,0.9263,3.4344,3.568
92.277,-0.292,0.8383,3.1549,3.277
92.278,-0.2526,0.7715,2.8983,3.01
92.278,-0.16,0.7521,2.6885,2.796
92.279,-0.0246,0.7827,2.6311,2.745
92.279,0.1245,0.8394,2.7197,2.849
92.279,0.2467,0.8697,2.839,2.979
92.28,0.3351,0.8759,2.9554,3.101
92.28,0.3252,0.8676,3.0763,3.213
92.28,0.2884,0.9478,3.1161,3.27
92.281,0.3393,1.0614,3.0797,3.275
92.281,0.4829,1.1701,3.0243,3.279
92.282,0.6953,1.2354,2.8827,3.212
92.282,0.9028,1.2382,2.7643,3.161
92.282,1.0242,1.1785,2.7718,3.181
92.283,1.072,1.0685,2.9266,3.295
92.283,1.0585,0.9394,3.1788,3.48
92.284,1.0221,0.794,3.4451,3.68
92.284,0.927,0.6776,3.5775,3.757
92.284,0.7923,0.5521,3.5283,3.658
92.285,0.6611,0.4148,3.2161,3.309
92.285,0.4711,0.3157,2.7267,2.785
92.286,0.2287,0.2424,2.2412,2.266
92.286,-0.0451,0.209,1.8858,1.898
92.286,-0.3176,0.2007,1.7911,1.83
92.287,-0.5433,0.215,1.9399,2.026
92.287,-0.7725,0.2736,2.2226,2.369
92.287,-0.9668,0.4103,2.5537,2.761
92.288,-1.0974,0.599,2.8361,3.099
92.288,-1.1931,0.8088,3.0174,3.344
92.289,-1.323,1.0276,3.1981,3.61
92.289,-1.4609,1.234,3.4143,3.913
92.29,-1.6137,1.4233,3.616,4.208
92.29,-1.6882,1.6436,3.77,4.446
92.29,-1.6868,1.8543,3.8339,4.581
92.291,-1.5761,2.0939,3.7126,4.544
92.291,-1.3991,2.2331,3.4347,4.329
92.292,-1.1697,2.2646,3.0305,3.96
92.292,-0.9378,2.2862,2.6402,3.616
92.293,-0.7434,2.3195,2.4143,3.43
92.293,-0.6845,2.3789,2.3121,3.387
92.294,-0.6441,2.5026,2.2857,3.45
92.294,-0.6726,2.6309,2.2852,3.549
92.294,-0.7965,2.7972,2.3466,3.737
92.295,-1.0426,2.9083,2.4989,3.974
92.295,-1.4066,2.9452,2.6681,4.216
92.296,-1.9081,2.9416,2.685,4.416
92.296,-2.4541,2.8185,2.5068,4.5
92.297,-3.0065,2.6308,2.1092,4.518
92.297,-3.5057,2.3688,1.6877,4.555
92.298,-3.9278,2.061,1.3969,4.65
92.298,-4.3784,1.6619,1.0784,4.806
92.298,-4.9024,1.107,0.6703,5.07
92.299,-5.4158,0.4398,0.1057,5.435
92.299,-5.9041,-0.0978,-0.5329,5.929
92.3,-6.2027,-0.4485,-1.0963,6.315
92.3,-6.4102,-0.6408,-1.5048,6.616
92.301,-6.4644,-0.7032,-1.595,6.695
92.301,-6.2553,-0.7502,-1.5004,6.476
92.302,-5.7345,-0.8849,-1.4706,5.986
92.302,-4.9781,-1.2343,-1.5577,5.36
92.303,-4.1217,-1.8155,-1.7226,4.822
92.303,-3.2123,-2.5634,-1.975,4.56
92.304,-2.3037,-3.3943,-2.2765,4.692
92.304,-1.4027,-4.2145,-2.7102,5.203
92.305,-0.5165,-4.9956,-3.0325,5.867
92.305,0.4638,-5.561,-2.8163,6.251
92.306,1.5146,-5.6839,-1.6959,6.122
92.306,2.679,-5.0173,0.0348,5.688
92.307,3.9136,-3.3696,1.4508,5.364
92.307,4.9949,-0.7743,1.8583,5.385
92.308,5.8234,2.4878,1.3582,6.477
92.309,6.0587,5.9438,0.1978,8.49
92.309,5.417,9.107,-1.2782,10.673
92.31,3.8562,11.8121,-2.5183,12.678
92.311,1.4033,13.6096,-3.1826,14.047
92.311,-1.7121,14.7397,-3.2817,15.197
92.312,-4.8023,15.1553,-2.9275,16.165
92.312,-7.0051,15.1085,-2.1244,16.788
92.313,-7.8934,14.7313,-1.1832,16.755
92.314,-7.4313,13.9475,-0.5917,15.815
92.314,-5.6994,12.7361,-0.424,13.96
92.315,-3.2409,11.3126,-0.5174,11.779
92.315,-0.7273,9.7586,-0.7328,9.813
92.316,1.3544,8.3133,-0.7043,8.452
92.316,2.6224,7.2089,-0.1731,7.673
92.317,3.0985,6.5814,0.6346,7.302
92.317,3.1033,6.3064,1.4066,7.168
92.318,2.8853,6.1923,1.768,7.057
92.318,2.5882,6.0881,1.7399,6.84
92.319,2.2668,5.9169,1.4723,6.505
92.319,1.8544,5.7552,1.2709,6.179
92.32,1.5013,5.5814,1.2744,5.919
92.32,1.2654,5.4628,1.6051,5.833
92.321,1.1378,5.3111,2.144,5.839
92.321,1.1386,5.1291,2.6287,5.875
92.322,1.2208,4.8953,2.7463,5.744
92.322,1.488,4.4542,2.2764,5.219
92.323,1.9495,3.6907,1.3274,4.38
92.323,2.4853,2.7096,0.3138,3.69
92.324,3.0156,1.5755,-0.3019,3.416
92.324,3.4565,0.3478,-0.2755,3.485
92.324,3.7138,-0.8438,0.2912,3.82
92.325,3.7644,-2.0227,1.2291,4.447
92.325,3.7477,-3.081,2.111,5.291
92.326,3.7097,-4.0519,2.8479,6.188
92.326,3.6938,-4.9978,3.3627,7.066
92.327,3.6472,-5.9568,3.601,7.858
92.327,3.6816,-6.9337,3.5466,8.614
92.328,3.7275,-7.9857,3.2857,9.405
92.329,3.7196,-9.0341,2.9163,10.196
92.329,3.6001,-10.0477,2.4869,10.959
92.331,3.3468,-10.9905,1.8997,11.645
92.332,2.965,-11.8128,1.135,12.232
92.332,2.4998,-12.5505,0.5442,12.809
92.333,1.9969,-13.1774,0.249,13.33
92.333,1.5313,-13.6005,0.251,13.689
92.334,1.1322,-13.8486,0.672,13.911
92.334,0.8077,-13.8597,1.6521,13.981
92.335,0.6295,-13.6696,2.7902,13.966
92.335,0.5304,-13.343,3.5803,13.825
92.336,0.424,-12.8058,3.6977,13.336
92.336,0.3966,-12.1515,3.1569,12.561
92.337,0.5789,-11.3826,2.2902,11.625
92.337,0.9672,-10.6048,1.4612,10.749
92.338,1.3984,-9.9066,0.9751,10.052
92.338,1.7794,-9.3096,0.9476,9.525
92.339,1.977,-8.7971,1.3387,9.115
92.339,1.8746,-8.4238,2.1607,8.896
92.339,1.611,-8.1199,3.0942,8.838
92.34,1.2347,-7.8709,3.7075,8.788
92.34,0.8534,-7.7696,3.7706,8.678
92.341,0.5264,-7.7109,3.0576,8.312
92.341,0.3148,-7.6325,1.6537,7.816
92.342,0.4035,-7.4606,-0.2126,7.474
92.342,0.8248,-7.2266,-2.1234,7.577
92.342,1.5665,-6.883,-3.3712,7.823
92.343,2.4027,-6.4035,-3.7062,7.779
92.343,3.1063,-5.7782,-3.1819,7.291
92.344,3.1879,-5.0263,-2.0913,6.309
92.344,2.5345,-4.1262,-0.8909,4.924
92.345,1.1553,-3.0017,-0.0519,3.217
92.345,-0.5215,-1.7541,0.3996,1.873
92.346,-1.9223,-0.4314,0.5487,2.045
92.346,-2.7383,0.8753,0.1257,2.878
92.346,-3.1304,2.1903,-0.9503,3.937
92.347,-3.4381,3.7886,-2.5938,5.736
92.347,-3.9422,5.7559,-4.4511,8.276
92.348,-4.881,7.9698,-5.7743,10.986
92.349,-6.4442,10.3389,-6.1722,13.657
92.35,-8.2713,12.7387,-5.5561,16.173
92.35,-9.6409,14.6335,-4.0139,17.978
92.351,-10.2655,15.7511,-2.2176,18.931
92.351,-10.0059,16.1136,-0.8786,18.988
92.352,-8.6674,15.6238,-0.0518,17.867
92.352,-6.1886,14.1372,0.9543,15.462
92.353,-2.8606,12.1192,2.3524,12.672
92.353,0.3944,10.3718,3.4338,10.933
92.354,2.5412,9.3921,3.3163,10.279
92.355,3.25,9.2717,2.3221,10.096
92.355,2.794,9.5883,1.5192,10.102
92.356,1.8456,9.8917,1.4911,10.172
92.356,0.7316,9.9284,2.1275,10.18
92.357,-0.4567,9.7827,3.099,10.272
92.358,-1.5754,9.6129,3.9263,10.503
92.358,-2.4906,8.8955,4.4206,10.241
92.358,-3.2339,8.9678,4.775,10.662
92.359,-4.0268,9.1622,4.9693,11.174
92.359,-4.806,9.4287,4.8512,11.642
92.359,-5.4841,9.5904,4.3492,11.873
92.36,-6.1986,9.4994,3.4795,11.865
92.36,-6.8364,9.0124,2.3075,11.545
92.36,-7.304,8.2228,0.9863,11.042
92.36,-7.4732,7.3528,-0.1181,10.485
92.361,-7.3937,6.4452,-0.8777,9.848
92.361,-7.1016,5.3921,-1.3722,9.022
92.361,-6.5565,4.1671,-1.6809,7.948
92.362,-5.7316,2.8014,-1.7537,6.616
92.362,-4.7544,1.3452,-1.5524,5.179
92.362,-3.7493,-0.2251,-1.0671,3.905
92.362,-2.6918,-1.7824,-0.3137,3.244
92.363,-1.631,-3.3239,0.5892,3.749
92.363,-0.596,-4.8372,1.5234,5.106
92.363,0.3161,-6.1883,2.2699,6.599
92.363,1.0921,-7.4488,2.8488,8.049
92.364,1.7129,-8.5447,3.1441,9.265
92.364,2.1137,-9.5431,3.0141,10.229
92.364,2.521,-10.5876,2.5605,11.181
92.365,2.7788,-11.6208,1.7889,12.082
92.365,2.9581,-12.6717,0.7846,13.036
92.365,3.0607,-13.6855,-0.4174,14.03
92.366,3.1221,-14.6479,-1.4468,15.047
92.366,3.1446,-15.4516,-2.0905,15.906
92.366,3.0908,-16.0152,-2.329,16.476
92.367,3.0382,-16.2384,-2.1114,16.655
92.367,3.0114,-16.0809,-1.5643,16.435
92.367,3.0928,-15.6052,-0.9337,15.936
92.368,3.178,-14.8307,-0.3732,15.172
92.368,3.2267,-13.8129,-0.1855,14.186
92.368,3.1745,-12.6982,-0.4546,13.097
92.369,2.9303,-11.6015,-0.9412,12.003
92.369,2.4312,-10.5759,-1.3984,10.941
92.369,2.0178,-9.6523,-1.4176,9.962
92.37,1.9168,-8.9431,-0.8128,9.182
92.37,2.009,-8.3903,0.364,8.635
92.37,2.0269,-7.9335,1.7402,8.371
92.37,1.836,-7.4841,3.0422,8.285
92.371,1.0855,-7.0755,3.5019,7.969
92.371,-0.117,-6.6382,2.9516,7.266
92.371,-1.3038,-5.9884,1.8416,6.399
92.372,-2.015,-4.8861,0.5264,5.311
92.372,-2.074,-3.1137,-1.0864,3.896
92.372,-1.5503,-0.8872,-3.5248,3.952
92.373,-0.3999,1.526,-6.7057,6.889
92.373,1.4834,4.4178,-10.593,11.573
92.373,4.3448,8.4935,-14.3994,17.273
92.374,8.3699,14.3507,-16.9167,23.71
92.374,9.8933,19.7249,-14.764,26.55
92.374,7.8133,21.7623,-8.6016,24.671
92.375,5.8538,22.9541,-3.0046,23.879
92.375,6.8161,29.5459,1.415,30.355
92.375,0.6928,29.0076,3.5658,29.234
92.376,-4.4382,23.87,4.575,24.706
92.376,-8.2282,19.706,5.2486,21.99
92.376,-9.7237,17.6081,4.8331,20.687
92.377,-9.467,17.3866,3.5358,20.11
92.377,-8.3546,17.5953,1.7326,19.555
92.378,-6.6934,17.3731,-0.4987,18.625
92.378,-5.0935,16.7943,-2.8376,17.778
92.378,-3.4166,15.7803,-4.5107,16.764
92.379,-1.6855,14.2744,-5.0976,15.251
92.379,0.0423,12.5163,-4.7535,13.389
92.379,1.6915,10.92,-4.191,11.818
92.379,2.966,9.3874,-3.5491,10.465
92.38,3.9574,7.9066,-2.9326,9.315
92.38,4.461,6.6379,-2.4195,8.356
92.38,4.4241,5.7913,-1.9484,7.544
92.38,3.8979,5.2038,-1.5204,6.677
92.381,3.0885,4.7174,-1.0821,5.741
92.381,2.3629,4.0809,-0.6187,4.756
92.381,1.9027,3.273,-0.1951,3.791
92.381,1.5138,2.5379,0.3116,2.971
92.381,1.1834,1.9184,0.9095,2.431
92.382,0.889,1.3596,1.6072,2.285
92.382,0.7258,0.7061,2.2046,2.426
92.382,0.7271,-0.0755,2.6366,2.736
92.382,0.8423,-1.0446,2.9155,3.209
92.382,1.0563,-2.1532,3.0384,3.871
92.383,1.3217,-3.327,2.9133,4.616
92.383,1.5761,-4.5255,2.5272,5.418
92.383,1.7266,-5.708,2.0393,6.302
92.383,1.9168,-6.8699,1.595,7.308
92.383,2.2846,-7.9826,1.2636,8.399
92.384,2.8534,-9.1104,0.9737,9.596
92.384,3.4961,-10.2368,0.7282,10.842
92.384,4.0921,-11.3639,0.3385,12.083
92.384,4.5403,-12.4655,-0.1949,13.268
92.385,4.7927,-13.4724,-0.9133,14.329
92.385,4.8631,-14.3347,-1.5642,15.218
92.385,4.7557,-14.9283,-1.7779,15.768
92.385,4.551,-15.2177,-1.2604,15.934
92.386,4.341,-15.239,-0.2142,15.847
92.386,4.192,-15.045,0.8913,15.644
92.386,4.0436,-14.7746,1.7324,15.416
92.387,3.9127,-14.4518,1.9771,15.102
92.387,3.7565,-14.0744,1.692,14.665
92.387,3.6073,-13.5612,1.1001,14.076
92.387,3.3342,-12.996,0.6021,13.43
92.388,2.9065,-12.3718,0.3053,12.712
92.388,2.3152,-11.7197,0.2384,11.949
92.388,1.6289,-11.085,0.4215,11.212
92.388,0.9287,-10.4964,0.7177,10.562
92.389,0.2643,-9.9898,1.0553,10.049
92.389,-0.3435,-9.5746,1.3535,9.676
92.389,-0.9211,-9.1814,1.4813,9.346
92.389,-1.3111,-8.827,1.5452,9.057
92.39,-1.509,-8.5136,1.5538,8.785
92.39,-1.5107,-8.1814,1.5176,8.457
92.39,-1.2542,-7.9094,1.4171,8.133
92.39,-0.792,-7.6905,1.2106,7.825
92.39,-0.0597,-7.6034,0.9757,7.666
92.391,0.8574,-7.6622,0.7613,7.748
92.391,1.943,-7.8739,0.5814,8.131
92.391,3.0947,-8.1472,0.3008,8.72
92.391,4.1076,-8.3316,-0.315,9.294
92.392,4.8766,-8.3146,-1.3015,9.727
92.392,5.2004,-8.0466,-2.2421,9.84
92.392,5.2187,-7.3894,-2.7564,9.457
92.392,5.1915,-6.2815,-3.3146,8.797
92.392,5.2456,-4.7784,-4.0891,8.19
92.393,5.2938,-2.835,-4.9585,7.788
92.393,5.2034,-0.2102,-5.746,7.755
92.393,5.1388,3.3321,-6.2167,8.727
92.393,5.0874,7.9752,-6.3269,11.38
92.394,4.5328,13.8086,-6.2831,15.834
92.394,2.3917,21.7726,-6.1186,22.742
92.394,-0.9161,29.2838,-6.2,29.947
92.395,-5.2776,29.6763,-7.21,30.992
92.395,-11.1792,29.6497,-7.3261,32.523
92.395,-17.1067,28.7492,-4.8533,33.804
92.396,-20.5416,22.8635,-1.652,30.78
92.396,-20.659,18.2916,1.4341,27.63
92.396,-18.7823,16.5172,4.002,25.33
92.396,-15.2256,15.8737,5.0501,22.568
92.397,-11.0358,14.9632,5.338,19.344
92.397,-7.1087,13.597,5.2684,16.222
92.397,-4.111,12.1163,5.0524,13.756
92.398,-2.1491,10.8273,4.7003,11.998
92.398,-0.8603,9.6726,4.1326,10.554
92.398,-0.0499,8.6591,3.456,9.323
92.398,0.1657,7.7316,2.6377,8.171
92.399,-0.1683,6.818,1.6924,7.027
92.399,-0.8707,5.9968,0.6591,6.095
92.399,-1.6864,5.4279,-0.2151,5.688
92.399,-2.5697,5.0984,-0.8172,5.768
92.399,-3.2178,4.738,-1.069,5.826
92.4,-3.611,4.2011,-0.9266,5.617
92.4,-3.9544,3.5071,-0.6195,5.322
92.4,-4.2957,2.6493,-0.2552,5.053
92.4,-4.6833,1.7449,0.0998,4.999
92.4,-5.044,0.8249,0.415,5.128
92.401,-5.3127,-0.0536,0.7413,5.364
92.401,-5.4272,-0.9149,1.0956,5.612
92.401,-5.3083,-1.74,1.5525,5.798
92.401,-4.9127,-2.6202,2.0941,5.949
92.401,-4.237,-3.6129,2.6911,6.184
92.402,-3.2638,-4.6722,3.2361,6.554
92.402,-2.13,-5.8742,3.5416,7.182
92.402,-0.9945,-7.2109,3.5398,8.094
92.402,-0.2149,-8.5814,2.9531,9.078
92.403,0.113,-9.8157,1.6705,9.957
92.403,0.176,-10.871,-0.1419,10.873
92.403,0.2815,-11.7501,-2.0936,11.938
92.403,0.6269,-12.4749,-3.7969,13.055
92.403,1.2712,-13.1317,-4.8703,14.063
92.404,1.9938,-13.7326,-5.2025,14.82
92.404,2.5315,-14.2178,-4.8325,15.228
92.404,2.8957,-14.5207,-3.8928,15.31
92.405,3.0244,-14.6774,-2.6943,15.226
92.405,3.0056,-14.7119,-1.4848,15.089
92.405,2.9343,-14.6366,-0.416,14.934
92.405,2.9523,-14.3701,0.3851,14.675
92.405,3.0307,-13.9033,0.917,14.259
92.406,3.1851,-13.2051,1.1298,13.631
92.406,3.3207,-12.3044,1.0644,12.789
92.406,3.4671,-11.1775,0.8211,11.732
92.406,3.5075,-9.9393,0.4116,10.548
92.407,3.3972,-8.8122,-0.016,9.444
92.407,3.1174,-7.8463,-0.4116,8.453
92.407,2.6537,-7.1082,-0.6443,7.615
92.407,2.0283,-6.5882,-0.6876,6.928
92.408,1.2214,-6.2861,-0.5631,6.428
92.408,0.3043,-6.1586,-0.3683,6.177
92.408,-0.5656,-6.1914,-0.1552,6.219
92.408,-1.2738,-6.358,0.177,6.487
92.408,-1.8664,-6.6393,0.526,6.917
92.409,-2.358,-6.9755,0.8127,7.408
92.409,-2.7462,-7.2616,0.9584,7.822
92.409,-2.9073,-7.2709,0.8428,7.876
92.409,-3.045,-6.9636,0.4183,7.612
92.409,-3.2457,-6.3784,-0.502,7.174
92.41,-3.2326,-5.3961,-1.8426,6.555
92.41,-2.7833,-3.7803,-3.324,5.752
92.41,-2.1056,-1.5431,-5.3143,5.921
92.41,-1.061,0.9358,-8.2286,8.349
92.411,0.8505,3.2391,-11.4769,11.956
92.411,4.8222,5.9428,-14.4228,16.328
92.411,11.0854,10.8957,-15.8039,22.167
92.411,13.3834,15.7233,-12.7839,24.285
92.412,10.3615,18.0875,-8.6169,22.556
