timeE,axE,ayE,azE,aTE
48.96,-0.9537,0.1627,-0.2957,1.012
48.965,-0.782,0.1431,-0.1166,0.803
48.978,-0.602,0.1256,0.0451,0.617
48.981,-0.406,0.1296,0.1752,0.461
48.982,-0.2083,0.1072,0.2648,0.353
48.984,-0.0657,0.08,0.3138,0.33
48.989,0.0243,0.1055,0.337,0.354
48.994,0.0762,0.1166,0.3175,0.347
48.998,0.0854,0.1254,0.3033,0.339
49.004,0.1018,0.1199,0.2559,0.3
49.008,0.0994,0.1192,0.2209,0.27
49.013,0.0852,0.1137,0.1693,0.221
49.018,0.1189,0.0892,0.1298,0.197
49.022,0.1311,0.0432,0.114,0.179
49.027,0.1864,0.0092,0.1077,0.215
49.033,0.2514,-0.0295,0.106,0.274
49.037,0.2999,-0.0274,0.097,0.316
49.043,0.3176,-0.0252,0.0926,0.332
49.048,0.3236,-0.0158,0.0643,0.33
49.052,0.3514,-0.0087,0.0241,0.352
49.057,0.3842,-0.0207,-0.0018,0.385
49.061,0.3935,-0.035,-0.0135,0.395
49.065,0.3556,-0.0324,-0.0348,0.359
49.073,0.3062,-0.0201,-0.0539,0.312
49.075,0.2263,-0.003,-0.0921,0.244
49.082,0.1847,-0.005,-0.104,0.212
49.086,0.1624,-0.0452,-0.0873,0.19
49.09,0.0852,-0.0519,-0.0828,0.13
49.095,0.051,-0.0968,-0.0926,0.143
49.1,0.0313,-0.1274,-0.1289,0.184
49.106,-0.0028,-0.1722,-0.1248,0.213
49.112,-0.0607,-0.1739,-0.1567,0.242
49.115,-0.0659,-0.1565,-0.1913,0.256
49.119,-0.1094,-0.12,-0.2187,0.272
49.125,-0.1888,-0.0716,-0.2104,0.292
49.13,-0.2419,0.0245,-0.2214,0.329
49.135,-0.2286,0.063,-0.2013,0.311
49.139,-0.1917,0.0632,-0.1408,0.246
49.144,-0.1669,0.0992,-0.1186,0.228
49.152,-0.1302,0.0993,-0.0987,0.191
49.154,-0.0767,0.0731,-0.1124,0.154
49.159,-0.0447,0.0781,-0.1355,0.163
49.163,-0.058,0.0974,-0.1466,0.185
49.17,-0.071,0.1072,-0.1578,0.204
49.177,-0.0959,0.1098,-0.1666,0.221
49.179,-0.1111,0.0957,-0.1969,0.245
49.182,-0.1597,0.0888,-0.196,0.268
49.189,-0.1988,0.0843,-0.2406,0.323
49.192,-0.2355,0.087,-0.2709,0.369
49.198,-0.2841,0.0561,-0.2797,0.403
49.202,-0.3018,0.0373,-0.2789,0.413
49.206,-0.3361,0.0304,-0.2781,0.437
49.213,-0.3727,0.0355,-0.2797,0.467
49.217,-0.376,0.0238,-0.2622,0.459
49.225,-0.3984,0.0576,-0.2496,0.474
49.226,-0.3971,0.0602,-0.2369,0.466
49.233,-0.365,0.046,-0.2243,0.431
49.236,-0.2902,0.0245,-0.2236,0.367
49.241,-0.2611,0.0007,-0.1776,0.316
49.246,-0.2033,-0.0183,-0.134,0.244
49.251,-0.1551,-0.0253,-0.0929,0.183
49.255,-0.1188,-0.0395,-0.102,0.161
49.261,-0.1182,-0.0536,-0.1086,0.169
49.266,-0.0934,-0.0676,-0.1271,0.172
49.271,-0.0853,-0.084,-0.148,0.19
49.276,-0.0817,-0.0572,-0.1521,0.182
49.279,-0.1162,-0.0424,-0.1444,0.19
49.286,-0.134,-0.0396,-0.1225,0.186
49.289,-0.1516,-0.0464,-0.1244,0.202
49.297,-0.1895,-0.0124,-0.1303,0.23
49.298,-0.2152,0.0308,-0.1527,0.266
49.306,-0.2622,0.0451,-0.2011,0.334
49.308,-0.2663,0.0427,-0.2587,0.374
49.317,-0.2896,0.0212,-0.2923,0.412
49.319,-0.2749,-0.0191,-0.3113,0.416
49.323,-0.2748,-0.0496,-0.3281,0.431
49.328,-0.3033,-0.0941,-0.3424,0.467
49.334,-0.3387,-0.1407,-0.3522,0.509
49.338,-0.4121,-0.1465,-0.3548,0.563
49.342,-0.4044,-0.1547,-0.3647,0.566
49.347,-0.3946,-0.1701,-0.3864,0.578
49.353,-0.3994,-0.1782,-0.3748,0.576
49.358,-0.3997,-0.1768,-0.3443,0.556
49.362,-0.3669,-0.1755,-0.3188,0.517
49.367,-0.3418,-0.153,-0.2553,0.453
49.372,-0.2861,-0.114,-0.2279,0.383
49.377,-0.2831,-0.0492,-0.1697,0.334
49.382,-0.316,-0.023,-0.1453,0.349
49.386,-0.2632,-0.0089,-0.0902,0.278
49.392,-0.2325,0.0074,-0.0712,0.243
49.395,-0.1738,0.0235,-0.0308,0.178
49.403,-0.1109,0.0181,-0.024,0.115
49.405,-0.0344,0.0127,0.0089,0.038
49.413,0.0013,0.005,0.0297,0.03
49.417,-0.0105,0.0141,0.0385,0.042
49.42,-0.0269,-0.0031,0.052,0.059
49.425,-0.024,0.0251,0.0772,0.085
49.431,-0.0542,0.0412,0.0855,0.109
49.435,-0.0675,0.0572,0.1079,0.14
49.44,-0.0757,0.0636,0.1183,0.154
49.444,-0.1266,0.0747,0.1406,0.203
49.449,-0.1462,0.0691,0.1652,0.231
49.454,-0.0803,0.054,0.1375,0.168
49.459,-0.0316,0.0485,0.0935,0.11
49.464,-0.0069,0.0241,0.0902,0.094
49.47,-0.0016,-0.0048,0.0964,0.097
49.474,0.0181,-0.0051,0.1271,0.129
49.478,0.0473,-0.0078,0.141,0.149
49.483,0.0836,-0.0319,0.1621,0.185
49.499,0.1221,-0.0035,0.169,0.209
49.501,0.1368,-0.0015,0.1522,0.205
49.502,0.1442,0.0102,0.102,0.177
49.504,0.1421,0.0289,0.0664,0.159
49.508,0.1377,0.0214,0.0094,0.14
49.512,0.112,0.0355,-0.0403,0.124
49.523,0.1032,0.0471,-0.0349,0.119
49.525,0.0634,0.0206,-0.0343,0.075
49.526,0.0285,0.0156,0.0164,0.036
49.532,0.0151,-0.0158,0.0838,0.087
49.536,-0.0152,-0.0614,0.1248,0.14
49.541,-0.017,-0.0736,0.1229,0.144
49.548,0.0453,-0.0835,0.1163,0.15
49.551,0.0904,-0.0647,0.0931,0.145
49.556,0.1136,-0.0246,0.0391,0.123
49.561,0.1124,-0.0348,-0.0361,0.123
49.565,0.1467,-0.0428,-0.0943,0.18
49.571,0.1354,-0.0436,-0.1262,0.19
49.575,0.1047,-0.0109,-0.1009,0.146
49.585,0.038,-0.0166,-0.1,0.108
49.587,0.0022,-0.039,-0.0538,0.067
49.589,-0.0267,-0.0878,-0.0032,0.092
49.595,0.0204,-0.1545,0.0092,0.156
49.6,0.076,-0.2423,0.0265,0.255
49.604,0.1096,-0.3056,0.0037,0.325
49.61,0.0786,-0.3139,-0.0042,0.324
49.614,-0.0209,-0.2842,-0.0403,0.288
49.62,-0.1412,-0.1836,-0.0733,0.243
49.624,-0.2278,-0.1361,-0.0655,0.273
49.631,-0.2928,-0.1011,-0.0859,0.321
49.633,-0.3058,-0.1044,-0.0632,0.329
49.638,-0.2958,-0.089,-0.0597,0.315
49.643,-0.2985,-0.088,-0.0372,0.313
49.647,-0.2092,-0.054,-0.0079,0.216
49.653,-0.1165,-0.0322,0.0522,0.132
49.657,-0.0343,-0.0011,0.0549,0.065
49.664,0.0162,0.0082,0.0625,0.065
49.67,0.0969,-0.0109,0.0535,0.111
49.674,0.2434,-0.0347,0.0184,0.247
49.676,0.2726,-0.0724,0.0074,0.282
49.684,0.2829,-0.1193,0.0014,0.307
49.686,0.3029,-0.1586,-0.0138,0.342
49.693,0.3301,-0.1381,-0.0549,0.362
49.696,0.3576,-0.1272,-0.0574,0.384
49.702,0.4377,-0.0997,-0.0432,0.451
49.706,0.4691,-0.0847,-0.0914,0.485
49.711,0.4463,-0.048,-0.1225,0.465
49.717,0.4172,0.0007,-0.0889,0.427
49.722,0.3481,0.0973,-0.1053,0.376
49.726,0.2844,0.1938,-0.1097,0.361
49.73,0.3142,0.2879,-0.0638,0.431
49.735,0.2656,0.339,-0.0299,0.432
49.741,0.2604,0.402,-0.0271,0.48
49.744,0.2701,0.4149,0.0094,0.495
49.75,0.3305,0.4278,0.0363,0.542
49.754,0.3532,0.3787,0.0945,0.526
49.76,0.3836,0.3273,0.074,0.51
49.764,0.3739,0.269,0.0371,0.462
49.77,0.3817,0.1678,0.0436,0.419
49.774,0.3277,0.1982,-0.0428,0.385
49.779,0.3053,0.1523,-0.0859,0.352
49.783,0.3166,0.0992,-0.1147,0.351
49.794,0.2612,0.0534,-0.1648,0.313
49.796,0.2275,0.0245,-0.136,0.266
49.798,0.1794,0.0218,-0.1431,0.23
49.803,0.1145,0.0072,-0.1692,0.204
49.808,-0.0244,0.1049,-0.2073,0.234
49.814,-0.1585,0.114,-0.2431,0.312
49.818,-0.2307,0.1279,-0.1738,0.316
49.822,-0.3487,0.1082,-0.1431,0.392
49.827,-0.3262,0.098,-0.0672,0.347
49.832,-0.247,0.004,0.0203,0.248
49.837,-0.1684,-0.0923,0.0601,0.201
49.842,-0.0736,-0.1648,-0.0051,0.181
49.846,0.0974,-0.1702,-0.0558,0.204
49.853,0.1367,-0.1924,-0.0894,0.252
49.856,0.4198,-0.2623,-0.0246,0.496
49.862,0.4976,-0.2078,-0.0172,0.539
49.866,0.526,-0.1197,-0.0882,0.547
49.87,0.5674,-0.0053,-0.0775,0.573
49.878,0.4546,0.1092,-0.0044,0.468
49.879,0.1898,0.262,0.0042,0.323
49.887,0.002,0.4767,-0.0323,0.478
49.89,-0.224,0.5788,0.0003,0.621
49.895,-0.3762,0.719,0.0636,0.814
49.9,-0.4811,0.8397,0.0665,0.97
49.905,-0.4981,0.8192,0.1383,0.969
49.912,-0.4587,0.7794,0.1785,0.922
49.914,-0.3555,0.8041,0.1322,0.889
49.92,-0.315,0.8072,0.0904,0.871
49.924,-0.2079,0.7337,0.1248,0.773
49.93,-0.0391,0.6436,0.1828,0.67
49.934,0.1702,0.482,0.2404,0.565
49.94,0.284,0.3971,0.1974,0.527
49.943,0.3456,0.2884,0.1927,0.49
49.95,0.2761,0.29,0.1809,0.439
49.953,0.2955,0.325,0.1931,0.48
49.958,0.3366,0.3553,0.1955,0.527
49.962,0.4258,0.4024,0.1665,0.609
49.967,0.458,0.4471,0.1325,0.654
49.973,0.4621,0.4369,0.1437,0.652
49.978,0.3974,0.3957,0.1404,0.578
49.982,0.2806,0.3475,0.1465,0.47
49.987,0.1474,0.3114,0.1285,0.368
49.993,0.0262,0.2848,0.1296,0.314
49.997,-0.045,0.2821,0.0947,0.301
50.002,-0.0352,0.3129,0.0547,0.32
50.007,0.0531,0.3172,-0.0071,0.322
50.012,0.1698,0.3311,-0.055,0.376
50.016,0.2483,0.3211,-0.0531,0.409
50.022,0.272,0.2753,-0.0395,0.389
50.026,0.2483,0.2249,-0.0406,0.337
50.031,0.2248,0.1986,-0.0156,0.3
50.036,0.2207,0.1961,-0.022,0.296
50.04,0.1761,0.2105,-0.0382,0.277
50.045,0.1867,0.2273,-0.0475,0.298
50.05,0.1973,0.2297,-0.0403,0.306
50.056,0.1866,0.2441,-0.0571,0.313
50.059,0.176,0.2442,-0.0431,0.304
50.066,0.1011,0.2443,-0.0317,0.266
50.069,0.017,0.2445,-0.0373,0.248
50.076,-0.0958,0.2112,-0.0288,0.234
50.078,-0.1895,0.1756,0.0081,0.258
50.085,-0.2476,0.1471,0.0327,0.29
50.089,-0.2943,0.1066,0.0977,0.328
50.092,-0.332,0.0708,0.1264,0.362
50.097,-0.3417,0.0015,0.1121,0.36
50.103,-0.3354,-0.0679,0.1002,0.357
50.106,-0.2868,-0.1516,0.0931,0.337
50.111,-0.234,-0.2282,0.0907,0.339
50.119,-0.2224,-0.2594,0.0381,0.344
50.123,-0.2613,-0.2308,-0.0694,0.356
50.126,-0.3557,-0.1426,-0.129,0.404
50.134,-0.4075,-0.0928,-0.129,0.437
50.138,-0.4192,-0.0552,-0.0526,0.426
50.143,-0.3624,-0.0393,0.0138,0.365
50.147,-0.385,-0.021,0.0037,0.386
50.152,-0.3605,-0.0077,0.0462,0.364
50.156,-0.2625,0.0294,0.0601,0.271
50.161,-0.1342,0.0424,0.0763,0.16
50.167,0.0271,0.0698,0.0065,0.075
50.171,0.2263,0.0875,-0.0083,0.243
50.176,0.5259,0.0335,0.0103,0.527
50.181,0.8352,0.0013,0.0408,0.836
50.186,1.2624,0.127,-0.0649,1.27
50.192,1.1675,0.0044,-0.2112,1.186
50.196,0.9193,-0.1751,-0.0488,0.937
50.202,0.6226,-0.2204,0.0925,0.667
50.204,0.4297,-0.1818,0.1315,0.485
50.21,0.6698,-0.3369,0.185,0.772
50.215,1.3623,-0.5012,0.4952,1.534
50.22,1.4035,-0.2444,0.4725,1.501
50.227,0.9759,0.0935,0.1144,0.987
50.229,0.7963,0.5531,-0.4622,1.074
50.234,1.8966,1.519,-0.5366,2.488
50.24,2.4255,2.3555,0.4352,3.409
50.244,1.162,2.1429,0.7939,2.564
50.251,0.1616,1.7665,-0.3456,1.807
50.256,-0.2249,1.0943,-1.2389,1.668
50.258,-0.057,0.1719,-0.772,0.793
50.263,-0.0478,-0.5822,-0.0322,0.585
50.268,-0.4409,-1.1085,0.6546,1.361
50.274,-1.1104,-1.374,0.8318,1.953
50.278,-1.5407,-1.4366,0.3782,2.14
50.284,-1.7567,-1.378,-0.1602,2.238
50.287,-1.7514,-1.2819,-0.236,2.183
50.293,-1.5295,-1.1411,0.2811,1.929
50.298,-1.2295,-0.8816,0.4176,1.569
50.303,-0.6882,-0.5368,-0.4184,0.968
50.307,-0.0554,-0.2955,-0.5625,0.638
50.312,0.2759,-0.0113,-0.9,0.941
50.316,0.6387,0.139,-0.9942,1.19
50.323,0.869,0.3444,-0.8411,1.257
50.326,1.0078,0.5476,-1.0674,1.567
50.332,1.1797,0.5216,-1.1372,1.72
50.337,1.1293,0.4963,-0.3453,1.281
50.341,0.9259,0.4691,0.4738,1.141
50.346,0.6861,0.4422,0.9455,1.249
50.35,0.4689,0.3701,1.1375,1.285
50.356,0.243,0.3006,1.1102,1.176
50.361,0.1034,0.212,1.0126,1.04
50.365,0.0139,0.1472,0.7542,0.769
50.37,-0.1214,0.0728,0.4877,0.508
50.374,-0.3506,-0.0208,0.3844,0.521
50.382,-0.4901,-0.1337,0.2715,0.576
50.387,-0.4996,-0.2491,-0.0658,0.562
50.39,-0.4318,-0.2978,-0.6057,0.801
50.395,-0.4513,-0.3132,-1.0594,1.193
50.399,-0.6272,-0.269,-1.0238,1.23
50.404,-0.924,-0.1868,-0.7531,1.207
50.409,-0.7872,-0.1003,-1.2558,1.486
50.414,-0.346,-0.0283,-1.8379,1.87
50.418,-0.0323,0.101,-1.8307,1.834
50.423,0.1879,0.2756,-1.4028,1.442
50.428,0.3605,0.3667,-0.951,1.081
50.434,0.4236,0.3886,-0.7783,0.968
50.438,0.4157,0.3294,-0.891,1.037
50.443,0.246,0.2419,-1.0857,1.139
50.447,-0.0236,0.1474,-1.2764,1.285
50.454,-0.3289,0.0629,-1.6722,1.705
50.457,-0.4698,-0.0286,-2.0145,2.069
50.463,-0.3775,-0.1053,-2.0658,2.103
50.467,-0.1143,-0.1123,-1.9103,1.917
50.473,0.2773,-0.1426,-1.5527,1.584
50.477,0.5849,-0.1674,-1.2738,1.412
50.482,0.819,-0.1748,-1.2517,1.506
50.508,0.9634,-0.1909,-1.3757,1.69
50.51,0.9276,-0.1511,-1.4982,1.769
50.511,0.7237,-0.0601,-1.4732,1.642
50.512,0.4471,-0.0185,-1.2767,1.353
50.512,0.1428,-0.024,-0.9988,1.009
50.513,-0.3211,-0.0837,-0.6253,0.708
50.513,-0.6753,-0.2075,-0.3299,0.78
50.518,-0.7747,-0.4239,-0.215,0.909
50.523,-0.7299,-0.6707,-0.3217,1.042
50.531,-0.718,-0.9213,-0.1929,1.184
50.533,-0.7728,-1.03,0.2172,1.306
50.538,-0.8559,-0.9637,0.7426,1.488
50.543,-0.9338,-0.7611,1.1513,1.666
50.551,-1.09,-0.4538,1.3266,1.776
50.553,-1.279,-0.0562,1.2483,1.788
50.559,-1.2379,0.288,1.1387,1.706
50.565,-0.9572,0.4022,1.2105,1.595
50.568,-0.6852,0.3728,1.4029,1.605
50.575,-0.6031,0.3361,1.454,1.61
50.578,-0.6244,0.2491,1.3497,1.508
50.582,-0.689,0.2001,1.2101,1.407
50.588,-0.7329,0.139,1.1157,1.342
50.593,-0.6651,0.1158,1.0263,1.228
50.598,-0.717,0.0469,1.0566,1.278
50.603,-0.8218,-0.0369,1.1212,1.391
50.607,-0.9682,-0.0687,1.1884,1.534
50.614,-1.1089,-0.0007,1.1435,1.593
50.617,-1.2324,0.1644,0.9187,1.546
50.624,-1.3207,0.3122,0.4486,1.429
50.627,-1.2025,0.2997,0.1423,1.247
50.633,-0.8299,0.1967,0.248,0.888
50.637,-0.2828,0.0723,0.664,0.725
50.642,0.1199,0.0458,0.8258,0.836
50.646,0.3825,0.1862,0.7349,0.849
50.652,0.6081,0.3286,0.4768,0.84
50.656,0.7782,0.4637,0.2352,0.936
50.661,0.8405,0.6012,0.1291,1.041
50.665,0.7688,0.6766,0.2703,1.059
50.67,0.6511,0.6779,0.4292,1.033
50.676,0.5705,0.5717,0.5624,0.984
50.68,0.5101,0.3485,0.6057,0.865
50.685,0.5178,0.0083,0.6336,0.818
50.69,0.5887,-0.2934,0.6031,0.892
50.695,0.7593,-0.5066,0.5148,1.048
50.699,0.9821,-0.5956,0.2184,1.169
50.704,1.1019,-0.577,-0.0334,1.244
50.715,0.9224,-0.4292,-0.2101,1.039
50.718,0.5917,-0.1214,-0.2117,0.64
50.721,0.355,0.2864,-0.0123,0.456
50.724,0.2664,0.696,0.2803,0.796
50.727,0.2944,1.0717,0.4746,1.208
50.739,0.3958,1.2724,0.5753,1.451
50.739,0.3891,1.2054,0.6659,1.431
50.742,0.1072,0.9714,0.4549,1.078
50.746,0.4287,0.449,0.0346,0.622
50.751,0.886,0.021,0.1919,0.907
50.755,1.142,-0.4564,-0.0902,1.233
50.76,1.1266,-0.7301,-0.4998,1.432
50.764,1.1318,-0.8644,-0.9013,1.685
50.77,1.0953,-0.8356,-1.0872,1.755
50.774,0.8277,-0.5241,-1.1828,1.536
50.778,0.3872,-0.0881,-0.9807,1.058
50.784,0.1422,0.1427,-0.4417,0.486
50.789,-0.0302,0.2685,0.2099,0.342
50.796,-0.4437,0.4084,0.4997,0.783
50.8,-0.9027,0.4857,0.4094,1.104
50.806,-1.0712,0.4577,0.347,1.215
50.808,-0.8941,0.2481,0.4777,1.044
50.816,-0.6097,0.0002,0.6732,0.908
50.819,-0.4435,-0.2147,0.6121,0.786
50.823,-0.471,-0.3129,0.3403,0.66
50.828,-0.524,-0.2419,0.0754,0.582
50.835,-0.5861,0.0222,0.0677,0.59
50.839,-0.5428,0.3431,0.3644,0.738
50.845,-0.447,0.5269,0.6832,0.972
50.848,-0.3729,0.5141,0.9048,1.105
50.854,-0.464,0.1852,0.9581,1.081
50.857,-0.6082,-0.0534,0.8172,1.02
50.863,-0.6057,-0.0508,0.5653,0.83
50.869,-0.4659,0.0827,0.3909,0.614
50.871,-0.3392,0.2589,0.4322,0.607
50.876,-0.2657,0.4276,0.622,0.8
50.882,-0.1713,0.5552,0.8407,1.022
50.887,-0.0631,0.6081,0.9671,1.144
50.892,0.0518,0.6006,1.0683,1.227
50.898,0.1709,0.3941,1.0897,1.171
50.902,0.2725,0.168,1.0839,1.13
50.906,0.4052,0.0109,1.0628,1.137
50.911,0.5122,-0.106,1.036,1.161
50.916,0.6797,-0.1683,1.0108,1.23
50.92,0.8798,-0.2145,1.0065,1.354
50.925,0.8977,-0.0583,1.0975,1.419
50.93,0.8814,0.159,1.1163,1.431
50.934,0.7662,0.3346,1.0894,1.373
50.939,0.5804,0.478,1.2415,1.451
50.944,0.4715,0.6201,1.5106,1.7
50.949,0.745,0.6651,1.598,1.884
50.954,1.6504,0.8954,1.6213,2.481
50.958,1.189,1.0405,1.4373,2.136
50.963,1.0391,1.0507,1.2607,1.942
50.968,1.151,1.2468,1.2697,2.119
50.974,1.2541,1.3993,1.3967,2.341
50.977,1.2174,1.3913,1.4576,2.354
50.982,1.2201,1.3113,1.6388,2.428
50.987,1.2079,1.4103,1.589,2.444
50.992,1.2033,1.6595,1.6981,2.662
50.997,0.5747,2.0803,1.3302,2.535
51.002,0.2736,2.2358,1.3366,2.619
51.007,0.3417,2.2702,1.4749,2.729
51.012,0.3085,1.8341,1.44,2.352
51.017,0.2752,0.8547,2.0733,2.259
51.022,-0.1798,0.2525,2.231,2.252
51.026,-0.3591,0.1986,1.5781,1.631
51.031,-0.3758,0.1856,0.5929,0.726
51.036,-0.0293,0.1989,0.0326,0.204
51.041,0.244,-0.0062,0.3585,0.434
51.045,-0.1616,-0.3485,0.627,0.735
51.051,0.9961,-0.3172,0.3114,1.091
51.056,-0.3741,-0.745,-0.0648,0.836
51.061,-2.9065,-1.4162,0.4875,3.27
51.065,-2.6571,-1.1918,1.9028,3.479
51.07,-1.2634,-0.7832,1.6988,2.257
51.075,-0.1669,-0.5886,0.9359,1.118
51.08,-0.1176,-0.584,0.5152,0.788
51.085,-0.4004,-0.4271,0.4043,0.711
51.089,-0.4211,-0.2165,0.1357,0.493
51.094,0.0899,-0.2801,-0.6384,0.703
51.099,0.94,-0.5905,-1.2668,1.684
51.104,1.4161,-0.7289,-1.5432,2.218
51.109,1.2349,-0.3177,-1.4306,1.916
51.115,1.2254,0.2744,-1.5727,2.013
51.119,1.0067,0.3147,-1.4981,1.832
51.124,0.4895,-0.2556,-0.7546,0.935
51.129,-0.0421,-0.8835,-0.4442,0.99
51.134,-0.4782,-1.5237,-0.5818,1.7
51.138,-0.6052,-1.8264,-0.9388,2.141
51.143,-0.4977,-2.036,-1.3684,2.503
51.147,-0.2013,-2.113,-1.5936,2.654
51.152,0.0214,-1.9005,-1.694,2.546
51.157,0.1894,-1.6608,-1.7361,2.41
51.162,0.3133,-1.4603,-1.5403,2.146
51.167,0.282,-1.4543,-1.186,1.898
51.171,0.1184,-1.5043,-1.0257,1.825
51.177,0.1205,-1.6799,-1.1899,2.062
51.182,0.1163,-1.6726,-1.4293,2.203
51.186,0.156,-1.3896,-1.6671,2.176
51.191,0.1347,-0.9769,-1.7408,2.001
51.196,0.0668,-0.7026,-1.5644,1.716
51.201,-0.1818,-0.6836,-1.5341,1.689
51.206,-0.6363,-1.0823,-1.8002,2.195
51.211,-0.7379,-1.0875,-2.0195,2.409
51.215,-0.3879,-1.0913,-1.6075,1.981
51.22,0.0917,-0.9411,-1.042,1.407
51.225,0.2037,-0.8502,-0.8094,1.191
51.23,-0.0788,-0.8018,-0.9491,1.245
51.235,-0.3394,-0.7744,-0.9567,1.277
51.24,-0.4801,-0.725,-0.8847,1.241
51.244,-0.3095,-0.6585,-0.771,1.06
51.249,0.041,-0.5916,-0.6181,0.857
51.254,0.3911,-0.5436,-0.4232,0.792
51.259,0.5958,-0.5791,-0.3366,0.896
51.264,0.5694,-0.6694,-0.2147,0.905
51.269,0.7183,-0.8096,-0.2942,1.122
51.273,0.8745,-0.7032,-0.3501,1.175
51.278,0.9018,-0.5538,-0.2748,1.093
51.283,0.7568,-0.3664,-0.1971,0.864
51.288,0.4345,-0.2366,-0.009,0.495
51.293,0.1132,-0.267,0.0046,0.29
51.298,-0.1245,-0.2926,0.5323,0.62
51.305,0.2781,-0.5453,0.4365,0.752
51.308,0.4585,-0.719,0.3653,0.928
51.313,0.3896,-0.7228,0.3136,0.879
51.318,0.1796,-0.6239,0.308,0.719
51.323,-0.0884,-0.4608,0.3081,0.561
51.327,-0.2485,-0.2624,0.5433,0.653
51.332,-0.2686,-0.1217,0.7482,0.804
51.336,-0.3607,-0.1273,0.8395,0.923
51.341,-0.2434,-0.1381,0.8077,0.855
51.346,-0.2067,-0.3594,0.9611,1.047
51.352,0.0057,-0.3109,1.1876,1.228
51.356,0.0892,-0.0887,1.2681,1.274
51.361,0.0526,-0.0038,1.0542,1.056
51.366,0.1427,-0.015,0.8444,0.856
51.37,0.3698,-0.0098,0.688,0.781
51.375,0.6035,0.1673,0.5755,0.851
51.38,0.8403,0.4372,0.5903,1.116
51.385,0.9374,0.7042,0.5506,1.295
51.389,0.6344,0.7607,0.532,1.124
51.395,0.3623,0.8174,0.6655,1.115
51.401,0.416,0.7716,0.9752,1.311
51.405,0.5035,0.5057,1.0581,1.276
51.41,0.523,0.0655,0.9266,1.066
51.415,0.7761,-0.2669,0.7196,1.092
51.42,0.9558,-0.5514,0.6235,1.267
51.424,0.9966,-0.6159,0.4424,1.252
51.428,1.1778,-0.597,0.2651,1.347
51.437,1.138,-0.3776,0.2106,1.217
51.443,0.6791,-0.2326,0.3762,0.81
51.443,0.6026,0.1489,0.7259,0.955
51.45,0.6027,0.3792,0.8153,1.082
51.453,0.5465,0.3869,0.6562,0.938
51.457,0.4902,0.1751,0.5997,0.794
51.462,0.3414,-0.2417,0.5499,0.691
51.467,0.3331,-0.7747,0.3903,0.929
51.472,0.4597,-1.221,0.1645,1.315
51.478,0.5137,-1.2223,0.2795,1.355
51.483,-0.0502,-1.336,0.0705,1.339
51.489,0.6412,-0.6893,-0.3436,1.002
51.493,0.4806,-0.339,-0.5886,0.832
51.499,0.3515,-0.3869,-0.3144,0.61
51.503,0.5056,-0.4267,-0.0926,0.668
51.507,0.7208,-0.5472,-0.1609,0.919
51.512,1.0875,-0.9059,-0.402,1.471
51.517,1.4518,-1.297,-0.7274,2.078
51.523,1.5621,-1.5743,-1.0606,2.458
51.528,1.6416,-1.6876,-1.2229,2.653
51.532,1.4393,-1.7612,-1.035,2.499
51.537,1.2183,-1.6545,-0.743,2.185
51.543,0.4325,-1.7863,-0.5232,1.911
51.548,0.2627,-1.781,-0.2752,1.821
51.554,0.309,-1.7681,-0.1539,1.801
51.557,0.307,-1.7715,-0.2374,1.813
51.564,0.4175,-1.5902,-0.4062,1.694
51.567,0.4845,-1.3125,-0.4955,1.484
51.573,0.3665,-0.9647,-0.5199,1.156
51.576,0.0961,-0.4632,-0.4558,0.657
51.582,-0.1138,0.1199,-0.1578,0.229
51.585,-0.4998,0.3734,0.2591,0.676
51.589,-0.8392,0.6607,0.2139,1.089
51.593,-0.5672,0.841,0.2292,1.04
51.597,-0.2958,0.8498,0.2332,0.93
51.602,-0.4551,1.008,0.2484,1.133
51.607,-0.6164,1.1597,0.263,1.339
51.615,-0.7613,1.4101,0.2987,1.63
51.618,-1.067,1.6892,0.1028,2.001
51.623,-1.4282,2.0736,0.765,2.631
51.63,-1.644,2.2591,1.2017,3.041
51.634,-1.6322,2.121,1.3225,2.985
51.639,-1.6209,1.8411,1.1782,2.721
51.644,-1.6245,1.4675,1.4016,2.599
51.649,-1.5477,1.0904,1.6063,2.483
51.653,-1.4637,0.8505,1.6451,2.361
51.659,-1.1959,0.8597,1.8744,2.384
51.663,-1.1065,0.6857,1.6199,2.078
51.668,-0.7811,0.5315,1.7453,1.985
51.673,0.93,1.301,1.3991,2.125
51.68,-0.4618,0.452,0.6514,0.917
51.683,0.706,1.0607,0.7273,1.467
51.687,0.1929,0.9272,1.2328,1.555
51.693,-0.3265,0.2833,1.3443,1.412
51.697,-0.8286,0.3073,1.7644,1.973
51.703,-2.4377,0.1788,2.1432,3.251
51.707,-1.4922,0.5031,1.066,1.902
51.713,-1.3048,0.4303,1.6373,2.137
51.717,-1.9565,-0.2017,1.3049,2.36
51.722,-1.1901,-0.0364,1.1709,1.67
51.726,-0.4497,0.3232,0.8958,1.053
51.733,0.0418,0.6595,0.5697,0.873
51.735,0.353,0.693,0.3593,0.857
51.743,0.319,0.5626,0.1925,0.675
51.753,0.2747,0.4505,-0.1201,0.541
51.755,0.1608,0.1733,-0.4765,0.532
51.757,0.7172,0.3965,-0.5359,0.979
51.761,-0.0573,-0.5308,-0.8303,0.987
51.767,0.1952,-0.3656,-0.821,0.92
