time,ax,ay,az,aT
0.278,0.1371,0.1536,-0.0362,0.209
0.283,0.0886,0.0994,0.0938,0.163
0.287,-0.1328,-0.1647,0.3741,0.43
0.292,-1.1145,0.1708,0.654,1.303
0.297,-1.0314,0.5658,0.0095,1.176
0.303,-0.5546,0.5761,-0.5038,0.945
0.309,-0.3922,0.4562,-0.2148,0.639
0.312,-0.2264,0.2473,0.2226,0.403
0.317,-0.0313,0.0909,0.3513,0.364
0.322,0.0465,0.0802,0.3865,0.397
0.327,0.0527,0.2125,0.4288,0.481
0.331,0.0981,0.3395,0.4831,0.599
0.336,0.2172,0.3963,0.5305,0.697
0.341,0.3483,0.378,0.4685,0.696
0.346,0.4754,0.2875,0.4022,0.686
0.35,0.5602,0.1825,0.3483,0.684
0.355,0.5311,0.147,0.3926,0.677
0.36,0.4048,0.1878,0.3988,0.598
0.365,0.2554,0.2978,0.3479,0.524
0.37,0.1711,0.3888,0.2182,0.478
0.381,0.1661,0.4178,0.1221,0.466
0.381,0.2042,0.4159,0.0548,0.467
0.385,0.2036,0.3639,-0.0196,0.417
0.389,0.2121,0.2878,-0.1463,0.386
0.394,0.1646,0.143,-0.254,0.335
0.399,-0.0014,0.0949,-0.3597,0.372
0.404,-0.095,0.125,-0.3034,0.342
0.409,-0.0568,0.2189,-0.1116,0.252
0.413,0.0388,0.3283,0.0649,0.337
0.418,0.1377,0.3571,0.0497,0.386
0.423,0.1935,0.3624,-0.0634,0.416
0.428,0.1743,0.3586,-0.1213,0.417
0.433,0.1189,0.3696,-0.1407,0.413
0.437,0.063,0.3532,-0.232,0.427
0.443,-0.0487,0.3743,-0.3283,0.5
0.447,-0.1377,0.4049,-0.4275,0.605
0.452,-0.2024,0.4306,-0.4938,0.686
0.458,-0.1933,0.4355,-0.5179,0.704
0.462,-0.1897,0.4551,-0.5022,0.704
0.469,-0.2047,0.4636,-0.5114,0.72
0.473,-0.1415,0.4759,-0.4932,0.7
0.49,-0.0406,0.4366,-0.3994,0.593
0.494,0.1487,0.3648,-0.2301,0.456
0.498,0.3107,0.2395,-0.0252,0.393
0.502,0.4537,0.1335,0.113,0.486
0.504,0.4956,0.0501,0.2209,0.545
0.506,0.454,-0.0563,0.3417,0.571
0.506,0.4112,-0.1579,0.4517,0.631
0.526,0.3391,-0.2194,0.4482,0.603
0.527,0.1728,-0.3414,0.3983,0.552
0.528,-0.1843,-0.6627,0.3235,0.76
0.528,0.0185,-0.6178,0.4217,0.748
0.53,0.1862,-0.5081,0.2576,0.599
0.535,0.0447,-0.3186,0.0034,0.322
0.54,-0.1701,-0.1785,-0.023,0.248
0.551,-0.3458,-0.0824,0.0515,0.359
0.551,-0.4589,0.0553,0.1407,0.483
0.555,-0.5625,0.1655,0.2301,0.63
0.561,-0.5213,0.2817,0.3198,0.673
0.565,-0.4149,0.3156,0.3643,0.636
0.568,0.0546,-0.0432,0.3133,0.321
0.573,0.3037,-0.4711,0.0498,0.563
0.578,-0.1305,-0.0474,0.3577,0.384
0.583,-0.2092,0.1502,0.5988,0.652
0.588,0.0779,0.2432,0.5007,0.562
0.597,0.5289,0.1736,0.3819,0.675
0.598,0.8121,0.1035,0.3957,0.909
0.603,0.8189,0.1757,0.4414,0.947
0.642,0.5525,0.2775,0.4019,0.737
0.644,0.0187,0.4763,0.2534,0.54
0.645,-0.3867,0.6178,0.0625,0.731
0.646,-0.3637,0.4688,0.0322,0.594
0.646,-0.3712,0.2696,0.1238,0.475
0.647,-0.2443,0.1186,0.3515,0.444
0.647,-0.0874,0.1014,0.5717,0.587
0.648,-0.0347,0.2867,0.6316,0.695
0.648,-0.6945,1.9881,0.6917,2.217
0.653,-0.5873,2.3656,0.3263,2.459
0.656,-0.3579,1.3867,-0.2276,1.45
0.662,-0.2026,0.8512,-0.6905,1.115
0.666,-0.7691,1.3352,-1.1056,1.896
0.671,-0.2634,1.5255,-0.7487,1.72
0.684,1.2388,0.7666,-0.4836,1.535
0.685,1.0939,0.5862,-1.0483,1.625
0.687,0.899,0.169,-0.7547,1.186
0.69,1.0036,-0.3492,-0.3399,1.116
0.703,0.982,-0.6153,-0.2819,1.193
0.704,0.929,-0.823,-0.1453,1.25
0.705,0.7025,-0.8606,-0.0735,1.113
0.71,0.5031,-0.8169,-0.0781,0.963
0.715,0.2561,-0.745,-0.0181,0.788
0.719,0.0143,-0.8147,0.0253,0.815
0.723,-0.0404,-1.077,0.0976,1.082
0.729,0.1211,-1.3862,0.1822,1.403
0.733,0.2056,-1.4708,0.2696,1.509
0.738,0.1115,-1.2718,0.391,1.335
0.743,-0.0384,-0.922,0.611,1.107
0.748,-0.2062,-0.5204,0.9463,1.099
0.753,-0.3653,-0.2018,1.3206,1.385
0.76,-0.3359,-0.0173,1.5094,1.546
0.763,-0.1868,0.0735,1.4125,1.427
0.767,-0.0806,0.1591,1.1596,1.173
0.772,-0.0494,0.2251,0.8845,0.914
0.778,0.1378,0.1453,0.6496,0.68
0.782,0.4058,0.0483,0.5744,0.705
0.787,0.4589,0.0201,0.5538,0.72
0.799,0.4381,0.0483,0.6381,0.775
0.8,0.3512,0.0727,0.8273,0.902
0.803,0.201,0.1173,0.9615,0.989
0.807,0.0175,0.0732,0.9671,0.97
0.817,-0.2171,-0.0471,0.8229,0.852
0.817,-0.2989,-0.3433,0.5006,0.677
0.82,-0.3191,-0.453,0.1119,0.565
0.826,-0.341,-0.2705,-0.5954,0.738
0.831,-0.4684,0.1653,-1.5195,1.599
0.835,-0.7698,0.8122,-2.3699,2.621
0.84,-0.8257,1.217,-2.8734,3.228
0.845,-0.5447,1.333,-2.9407,3.274
0.85,-0.0803,1.1436,-2.8281,3.052
0.854,0.3588,0.7029,-2.6222,2.738
0.86,0.5637,0.3327,-2.3248,2.415
0.864,0.5082,0.2716,-1.8254,1.914
0.869,0.2439,0.4845,-1.0427,1.175
0.874,-0.048,0.6735,-0.2566,0.722
0.879,-0.0788,0.511,0.1151,0.53
0.884,-0.0971,0.1715,0.2833,0.345
0.888,-0.2095,0.0256,0.3226,0.385
0.902,-0.3719,0.0632,0.1518,0.407
0.903,-0.5633,0.1308,-0.0351,0.579
0.93,-0.6752,0.1184,-0.1186,0.696
0.93,-0.5634,0.05,-0.0918,0.573
0.931,-0.5171,0.0836,0.0738,0.529
0.932,-0.5706,0.1638,0.2588,0.648
0.933,-0.5773,0.1496,0.3722,0.703
0.933,-0.4855,0.1485,0.3522,0.618
0.934,-0.3671,0.2249,0.218,0.483
0.937,-0.3608,0.3098,0.0534,0.479
0.944,-0.4239,0.5753,-0.0746,0.719
0.947,-0.3302,0.7038,-0.1997,0.803
0.952,-0.1833,0.6079,-0.2504,0.683
0.957,-0.0434,0.5416,-0.3223,0.632
0.962,-0.0087,0.654,-0.5282,0.841
0.967,-0.1481,0.7621,-0.706,1.049
0.971,0.3038,0.5179,-0.8179,1.015
0.99,-0.3603,0.5291,-0.2407,0.684
0.99,-0.2519,0.3254,0.1412,0.435
0.99,-0.08,0.2023,0.5458,0.588
0.99,-0.2607,0.2231,0.7249,0.802
1.002,-0.3656,-0.4304,0.7028,0.902
1.002,-0.5446,-0.509,0.7139,1.032
1.005,-0.5101,0.0804,0.5287,0.739
1.01,-0.5982,0.2908,0.2673,0.717
1.015,-0.6776,0.5138,0.2551,0.888
1.02,-0.4967,0.5079,0.351,0.792
1.025,-0.3153,0.3596,0.4188,0.636
1.029,-0.2035,0.2532,0.4177,0.529
1.034,-0.1902,0.2535,0.348,0.471
1.039,-0.2245,0.2575,0.3316,0.476
1.044,-0.2204,-0.0141,0.5212,0.566
1.048,-0.3387,0.3905,0.7827,0.938
1.053,-0.3581,0.5425,0.8966,1.107
1.059,-0.1991,0.3265,1.1119,1.176
1.063,-0.1205,0.1268,1.4789,1.489
1.067,-0.115,0.103,1.8687,1.875
1.072,-0.0685,0.1512,2.1167,2.123
1.078,-0.0432,0.204,2.3093,2.319
1.082,0.0038,0.1651,2.4279,2.433
1.087,-0.0026,0.0848,2.3461,2.348
1.096,-0.1147,0.0236,2.1788,2.182
1.097,-0.3232,0.1042,2.0169,2.045
1.102,-0.4369,0.1802,1.6664,1.732
1.107,-0.5264,0.2101,1.2087,1.335
1.111,-0.4732,0.1657,0.8674,1.002
1.116,-0.3197,0.1806,0.7135,0.802
1.121,-0.1965,0.2148,0.7082,0.766
1.126,-0.1984,0.6061,0.7648,0.996
1.131,-0.1216,0.8669,0.7188,1.133
1.135,0.3442,0.8689,0.7924,1.225
1.14,1.1514,1.0143,1.1294,1.905
1.146,0.7945,1.2999,1.6948,2.279
1.15,0.606,1.1966,1.9022,2.328
1.155,0.4806,0.9123,1.8462,2.115
1.16,1.502,0.0118,0.9804,1.794
1.165,1.8149,-0.5153,0.4809,1.947
1.169,1.6235,-0.7451,0.2531,1.804
1.174,1.2942,-0.7935,0.0296,1.518
1.18,1.1795,-0.9062,-0.2477,1.508
1.184,1.2773,-1.0246,-0.3491,1.674
1.189,1.4057,-1.1497,-0.4656,1.875
1.194,1.2872,-1.2837,-0.5711,1.905
1.199,0.9725,-1.3645,-0.6833,1.81
1.203,0.1722,-1.5116,-0.9769,1.808
1.209,-0.1405,-1.3371,-1.4606,1.985
1.213,-0.2327,-1.1828,-1.6753,2.064
1.219,-0.5085,-1.1704,-1.6626,2.096
1.224,-0.7688,-1.2304,-1.502,2.088
1.228,-1.118,-1.3813,-1.3565,2.236
1.232,-1.7168,-1.5461,-1.4251,2.715
1.238,-2.2901,-1.4154,-1.9718,3.337
1.243,-3.2813,-1.1719,-2.2631,4.155
1.247,-4.9931,-1.0554,-2.105,5.52
1.253,-7.0395,-0.9133,-2.0659,7.393
1.258,-8.4664,-0.3488,-2.2647,8.771
1.262,-9.647,0.2763,-2.1726,9.892
1.268,-10.0265,1.5676,-2.0656,10.356
1.272,-2.7892,3.6434,4.1282,6.172
1.282,-2.6794,5.4312,6.6026,8.959
1.282,-1.7683,5.6145,4.258,7.265
1.287,1.378,4.5705,3.6592,6.015
1.291,0.9285,2.4773,1.9649,3.295
1.296,1.1281,0.2931,0.3537,1.218
1.3,0.9016,-1.3715,-0.6642,1.771
1.307,1.407,-2.0127,-1.2212,2.743
1.312,2.3881,-1.8624,-1.3243,3.305
1.316,2.9484,-1.5373,-0.9586,3.461
1.321,3.1358,-1.1559,-0.6028,3.396
1.324,2.1637,-0.9857,-0.6081,2.454
1.33,0.7799,-1.0586,-0.9632,1.63
1.334,-0.1288,-1.0492,-1.2938,1.671
1.339,-0.2443,-0.9622,-1.7119,1.979
1.344,-0.484,-0.7461,-1.924,2.12
1.352,-0.8456,-0.4107,-2.0264,2.234
1.354,-1.2971,-0.0771,-2.3768,2.709
1.361,-3.0617,1.6897,-3.0519,4.641
1.364,-3.7129,2.1759,-3.968,5.854
1.369,-3.4982,1.463,-4.7455,6.074
1.373,-2.2962,0.5388,-5.2839,5.786
1.379,0.1188,-0.6049,-5.5312,5.565
1.383,1.5311,-0.792,-5.0349,5.322
1.388,2.035,-0.6466,-3.5621,4.153
1.395,1.931,-0.1256,-1.3986,2.388
1.397,1.8897,0.8384,1.6976,2.675
1.405,1.9392,1.2071,4.5288,5.072
1.407,1.4285,1.6847,6.2546,6.633
1.412,0.4489,1.5324,8.1084,8.264
1.417,0.1783,0.4525,8.8761,8.889
1.421,0.4214,-0.327,8.2806,8.298
1.426,0.9922,-0.521,7.4993,7.583
1.434,1.4123,-0.316,6.3786,6.541
1.436,1.4633,0.156,5.3337,5.533
1.441,1.4935,0.5839,4.3463,4.633
1.45,1.2876,0.6593,2.8902,3.232
1.451,0.7935,0.9265,1.8669,2.23
1.455,0.5765,0.9681,0.9167,1.453
1.463,0.2791,0.8444,0.3274,0.948
1.539,-0.1183,0.8034,0.2465,0.849
1.539,-0.6903,0.4211,0.1334,0.82
1.539,-1.0769,0.0968,0.4119,1.157
1.539,-0.9214,-0.1212,0.356,0.995
1.539,-0.4585,-0.3501,0.2416,0.625
1.54,0.2485,-0.4746,-0.0352,0.537
1.54,0.7648,-0.3648,-0.3521,0.918
1.54,1.2405,-0.0376,-0.2405,1.264
1.54,1.7688,0.2203,0.3323,1.813
1.54,2.15,0.2361,0.9927,2.38
1.54,1.7137,-0.1384,1.7969,2.487
1.541,0.8508,-0.793,2.5955,2.844
1.541,0.5518,-1.1348,3.4088,3.635
1.541,-0.0867,-1.4304,3.425,3.713
1.541,0.9366,-1.3738,3.1028,3.52
1.541,1.974,-0.9744,3.0562,3.766
1.544,3.0289,-0.4661,3.039,4.316
1.55,3.1131,-0.0895,3.0506,4.359
1.552,2.8453,0.175,2.9017,4.068
1.557,2.1291,0.2514,2.8412,3.559
1.563,1.4036,0.2245,2.9085,3.237
1.567,0.6233,0.1171,3.2912,3.352
1.571,-0.1873,-0.0032,3.8355,3.84
1.58,-1.0642,-0.1107,4.2472,4.38
1.581,-1.8927,-0.1409,4.4758,4.862
1.586,-2.2497,-0.0982,4.7953,5.298
1.591,-2.3032,0.0341,5.0821,5.58
1.596,-2.5571,0.0093,5.1076,5.712
1.6,-3.0415,-0.0308,5.1912,6.017
1.608,-3.6303,-0.2089,5.3524,6.471
1.61,-4.261,-0.4198,5.4869,6.96
1.617,-4.9635,-0.6713,5.7851,7.652
1.62,-5.5607,-0.8778,6.1167,8.313
1.625,-6.061,-1.0266,6.3877,8.865
1.629,-6.4414,-1.0819,4.0421,7.681
1.634,-0.2961,-0.475,-12.4518,12.464
1.639,-6.7224,1.973,-2.7626,7.531
1.644,-8.4702,1.9648,-3.5375,9.387
1.649,-6.4882,1.3337,-5.7674,8.783
1.654,-6.0145,1.0162,-6.5257,8.933
1.659,-5.6111,0.506,-6.3079,8.458
1.664,-5.1294,-0.2612,-5.8748,7.803
1.668,-4.6648,-1.27,-5.3605,7.219
1.673,-4.0535,-2.0771,-4.697,6.543
1.678,-3.5871,-2.6262,-4.0013,5.981
1.683,-3.1628,-2.951,-3.2624,5.418
1.688,-2.7867,-3.038,-2.5027,4.823
1.692,-2.4479,-2.8477,-1.8129,4.17
1.697,-2.0395,-2.5592,-1.3896,3.555
1.702,-1.6734,-2.4058,-1.0521,3.114
1.708,-1.5722,-2.3402,-0.6985,2.905
1.713,-1.7777,-2.0392,-0.266,2.718
1.717,-2.453,-1.4547,0.0243,2.852
1.722,-2.0575,-0.9422,0.6285,2.349
1.728,-1.1082,-0.0375,1.494,1.86
1.732,0.0722,0.9099,2.4519,2.616
1.737,0.8399,1.4701,2.7421,3.223
1.742,1.2653,1.6131,2.6845,3.378
1.748,1.4016,1.4716,2.7061,3.384
1.752,1.1432,1.0848,2.8144,3.226
1.757,0.8861,0.558,2.8838,3.068
1.761,0.9172,-0.0435,2.8376,2.982
1.766,1.0694,-0.7414,2.7114,3.007
1.77,1.1409,-1.4095,2.5649,3.141
1.778,1.0416,-2.027,2.398,3.308
1.78,0.9646,-2.4846,2.2383,3.48
1.785,0.895,-2.8383,2.164,3.68
1.789,0.8449,-3.0797,2.119,3.833
1.794,0.8154,-3.1671,2.0309,3.85
1.811,0.7364,-3.163,1.877,3.751
1.811,0.609,-3.1595,1.6495,3.616
1.812,0.4663,-3.1599,1.3575,3.471
1.814,0.2969,-3.0573,0.9986,3.23
1.819,0.1211,-2.7967,0.6749,2.88
1.823,-0.0758,-2.4559,0.3678,2.484
1.831,-0.3464,-2.0977,0.1188,2.129
1.833,-0.6954,-1.8426,-0.0903,1.972
1.839,-1.0358,-1.6101,-0.1872,1.924
1.843,-1.2611,-1.3698,-0.274,1.882
1.848,-1.3056,-1.1368,-0.3094,1.759
1.852,-1.2784,-0.9498,-0.2706,1.615
1.858,-1.296,-0.7475,-0.2041,1.51
1.862,-1.4118,-0.6438,-0.1338,1.557
1.867,-1.5629,-0.8262,-0.0865,1.77
1.872,-1.814,-0.8361,-0.1285,2.002
1.877,-2.1036,-0.6556,-0.4785,2.255
1.882,-2.1096,-0.5277,-1.26,2.513
1.887,-2.0349,-0.3097,-1.5479,2.575
1.891,-1.6045,-0.0046,-1.6519,2.303
1.896,-0.8714,0.2591,-1.5884,1.83
1.902,-0.246,0.4055,-1.5062,1.579
1.906,0.1016,0.3983,-1.4587,1.516
1.911,0.2086,0.1215,-1.4459,1.466
1.916,0.1409,-0.2588,-1.3635,1.395
1.92,0.0027,-0.6392,-1.1546,1.32
1.926,-0.1678,-0.9359,-0.9342,1.333
1.93,-0.4056,-1.1194,-0.7193,1.391
1.935,-0.571,-1.2452,-0.5564,1.479
1.94,1.6709,-2.3788,-0.5575,2.96
1.945,3.0118,-2.3024,-0.5502,3.831
1.95,2.1281,-1.9194,-0.7181,2.954
1.955,2.0606,-1.2233,-0.9515,2.578
1.959,0.4877,-1.1298,-0.9415,1.549
1.964,-0.7266,-1.3146,-0.96,1.783
1.969,-1.3707,-1.6653,-0.9317,2.35
1.974,-1.5617,-1.9059,-0.7656,2.58
1.979,-1.8074,-2.398,0.1317,3.006
1.984,-2.5268,-2.7609,2.4595,4.478
1.988,-2.8371,-2.2236,4.5874,5.834
1.994,-2.9456,-1.3134,5.3106,6.213
1.998,-2.893,-0.0154,4.6757,5.498
2.006,-2.873,1.1692,3.437,4.63
2.009,-2.9552,1.7634,2.2725,4.124
2.012,-2.9874,1.6995,1.516,3.756
2.017,-2.8082,1.3368,1.1636,3.321
2.022,-2.5628,0.9948,0.9734,2.916
2.027,-2.3338,0.6984,0.9111,2.601
2.032,-2.1754,0.4932,0.8583,2.39
2.037,-2.1119,0.3321,0.7657,2.271
2.042,-2.0996,0.2312,0.556,2.184
2.047,-1.8922,0.2493,0.2576,1.926
2.051,-1.0406,0.7922,-0.0982,1.312
2.056,-0.7855,0.678,-0.3466,1.094
2.061,-0.6657,0.3514,-0.2575,0.796
2.066,-0.604,-0.006,-0.133,0.618
2.071,-0.6139,-0.3708,-0.0147,0.717
2.076,-0.5155,-0.6931,0.0243,0.864
2.08,-0.3361,-0.9275,0.0305,0.987
2.085,-0.1599,-1.0882,0.0255,1.1
2.09,-0.0543,-1.2131,0.0198,1.214
2.095,0.0038,-1.3042,0.0289,1.305
2.1,0.015,-1.3465,0.0427,1.347
2.104,0.0577,-1.2774,0.0354,1.279
2.109,0.0913,-1.1399,0.0813,1.146
2.114,0.0987,-1.0174,0.164,1.035
2.119,0.1323,-0.8809,0.3101,0.943
2.124,0.1249,-0.7897,0.4936,0.94
2.129,-0.0808,-0.7242,0.6091,0.95
2.134,-0.3559,-0.6224,0.7523,1.039
2.139,-0.6221,-0.4391,0.841,1.134
2.143,-0.8961,-0.3325,0.9037,1.315
2.149,-1.1641,-0.3244,0.9533,1.539
2.153,-1.2976,-0.355,0.9501,1.647
2.158,-1.283,-0.3479,0.8882,1.599
2.163,-1.2525,-0.2744,0.7211,1.471
2.168,-1.2346,-0.2158,0.5491,1.368
2.172,-1.1937,-0.1532,0.4183,1.274
2.178,-1.0845,-0.1199,0.2763,1.126
2.182,-0.9573,-0.1806,0.1787,0.99
2.187,-0.8525,-0.3037,0.1346,0.915
2.192,-0.7628,-0.4414,0.1387,0.892
2.197,-0.6779,-0.5387,0.1734,0.883
2.201,-0.607,-0.586,0.2092,0.869
2.206,-0.581,-0.6646,0.1933,0.904
2.211,-0.4896,-0.6909,0.1015,0.853
2.216,-0.3641,-0.691,-0.1069,0.788
2.221,-0.2256,-0.6816,-0.3389,0.794
2.226,-0.1698,-0.7393,-0.4318,0.873
2.231,-0.1535,-0.838,-0.4031,0.942
2.235,-0.1642,-0.8297,-0.2515,0.882
2.241,-0.1892,-0.7438,-0.0977,0.774
2.246,-0.2379,-0.614,0.0193,0.659
2.25,-0.2477,-0.4573,0.1083,0.531
2.259,-0.2831,-0.3023,0.155,0.442
2.26,-0.3008,-0.1657,0.2235,0.41
2.265,-0.3321,-0.0473,0.2686,0.43
2.269,-0.3672,0.0435,0.412,0.554
2.274,-1.3184,-0.7665,8.5248,8.66
2.279,-1.5232,0.3801,8.9275,9.064
2.284,0.3647,1.2854,3.7436,3.975
2.292,-0.0543,0.6493,0.9842,1.18
2.293,-0.1651,0.4236,-0.2817,0.535
2.298,-0.2147,-0.1143,-0.6019,0.649
2.303,-0.3215,-0.547,0.0433,0.636
2.308,-0.5057,-0.8369,0.8519,1.297
2.313,-0.7066,-0.841,1.1771,1.61
2.318,-0.7117,-0.7491,1.2369,1.612
2.323,-0.4795,-0.7072,1.003,1.318
2.328,-0.2505,-0.7318,0.708,1.049
2.333,-0.1333,-0.7603,0.5068,0.923
2.337,-0.0179,-0.7594,0.4165,0.866
2.342,0.1366,-0.7314,0.4149,0.852
2.347,0.3118,-0.743,0.4452,0.921
2.352,0.492,-0.7506,0.5677,1.062
2.356,0.5942,-0.7465,0.6661,1.164
2.361,0.5858,-0.6923,0.6481,1.115
2.366,0.4602,-0.5692,0.5584,0.921
2.371,0.2338,-0.3994,0.5316,0.705
2.376,-0.0108,-0.1958,0.4743,0.513
2.381,-0.1672,-0.0359,0.3721,0.41
2.386,-0.2651,0.0922,0.2219,0.358
2.391,-0.2879,0.1501,0.1028,0.341
2.395,-0.3355,0.1312,0.0785,0.369
2.4,-0.3552,0.0554,0.0839,0.369
2.405,-0.3349,-0.079,0.0425,0.347
2.41,-0.3799,-0.2166,-0.0266,0.438
2.415,-0.4158,-0.3309,-0.0683,0.536
2.42,-0.4095,-0.4026,-0.142,0.592
2.425,-0.366,-0.494,-0.1754,0.639
2.429,-0.1446,-0.5902,-0.0912,0.614
2.434,0.0324,-0.6928,-0.0168,0.694
2.439,0.18,-0.7961,-0.0272,0.817
2.444,0.294,-0.8591,-0.0992,0.913
2.449,0.3982,-0.8936,-0.2111,1.001
2.453,0.4397,-0.9188,-0.2711,1.054
2.458,0.3896,-0.887,-0.3143,1.019
2.463,0.2599,-0.8199,-0.3193,0.917
2.468,0.1822,-0.7321,-0.3079,0.815
2.473,0.1041,-0.5685,-0.2806,0.642
2.477,0.0162,-0.4178,-0.2592,0.492
2.482,-0.0339,-0.2923,-0.2337,0.376
2.487,-0.0992,-0.288,-0.2564,0.398
2.492,-0.132,-0.2475,-0.3005,0.411
2.497,-0.1488,-0.3165,-0.2684,0.441
2.502,-0.1496,-0.4018,-0.2423,0.492
2.507,-0.1194,-0.4653,-0.1631,0.507
2.511,-0.1395,-0.5333,-0.0673,0.555
2.517,-0.0851,-0.6081,0.08,0.619
2.521,0.1013,-0.7091,0.4742,0.859
2.527,0.38,-0.6881,1.2468,1.474
2.531,0.5923,-0.5678,2.0708,2.227
2.536,0.5132,-0.6027,2.0333,2.182
2.541,0.2042,-0.5309,1.0738,1.215
2.546,0.1879,-0.5532,0.6831,0.899
2.551,0.033,-0.4058,0.6758,0.789
2.555,-0.262,-0.2429,0.5479,0.654
2.561,-0.4435,-0.1877,0.4183,0.638
2.567,-0.4688,-0.1282,0.4329,0.651
2.571,-0.4719,-0.11,0.527,0.716
2.577,-0.5509,-0.0906,0.5305,0.77
2.58,-0.646,-0.0467,0.4318,0.778
2.585,-0.6714,0.0068,0.3386,0.752
2.59,-0.5531,0.0121,0.2651,0.614
2.594,-0.3679,-0.0184,0.2881,0.468
2.6,-0.2209,-0.0721,0.2878,0.37
2.605,-0.1148,-0.1555,0.1962,0.275
2.609,-0.0501,-0.2919,0.0576,0.302
2.614,-0.0774,-0.3899,-0.1644,0.43
2.618,-0.1972,-0.6122,-0.0933,0.65
2.623,-0.0954,-0.5808,0.0585,0.592
2.629,0.0199,-0.4941,-0.0752,0.5
2.634,0.0745,-0.4184,0.1591,0.454
2.638,0.0763,-0.4492,0.1382,0.476
2.643,0.0374,-0.4239,0.089,0.435
2.648,0.0193,-0.4374,0.193,0.479
2.652,0.0071,-0.5208,0.3032,0.603
2.657,-0.0162,-0.6285,0.2673,0.683
2.662,-0.0457,-0.6798,0.0808,0.686
2.667,-0.115,-0.6272,-0.089,0.644
2.672,-0.1758,-0.5215,-0.1381,0.567
2.676,-0.1849,-0.4354,-0.1493,0.496
2.681,-0.211,-0.3379,-0.0712,0.405
2.686,-0.1991,-0.2651,0.1169,0.352
2.691,-0.1273,-0.2646,0.2396,0.379
2.696,-0.0672,-0.2906,0.2822,0.411
2.7,0.0053,-0.3591,0.3236,0.483
2.706,0.021,-0.501,0.3039,0.586
2.71,-0.013,-0.5843,0.195,0.616
2.715,-0.1138,-0.4179,0.2082,0.481
2.72,-0.2908,-0.3183,0.0803,0.439
2.725,-0.2406,-0.3813,0.0292,0.452
2.731,-0.2189,-0.3941,0.0398,0.453
2.734,-0.2282,-0.3834,0.0927,0.456
2.74,-0.2324,-0.3637,0.2234,0.486
2.745,-0.2148,-0.3972,0.3937,0.599
2.749,-0.1801,-0.3878,0.5457,0.693
2.754,-0.2138,-0.3758,0.6213,0.757
2.759,-0.2535,-0.3225,0.5624,0.696
2.763,-0.3184,-0.3,0.4819,0.651
2.768,-0.3513,-0.3013,0.4352,0.635
2.773,-0.3359,-0.2931,0.4901,0.663
2.778,-0.2584,-0.34,0.6162,0.75
