time,ax,ay,az,aT
15.193,-0.1516,-0.1956,-0.0902,0.263
15.197,-0.193,-0.1881,-0.0581,0.276
15.203,-0.2197,-0.1901,0.0005,0.291
15.206,-0.232,-0.1969,0.0784,0.314
15.211,-0.2084,-0.1391,0.1203,0.278
15.221,-0.1705,-0.1005,0.1787,0.267
15.221,-0.1924,-0.0357,0.1986,0.279
15.226,-0.3225,0.0959,0.1006,0.351
15.231,-0.372,0.3728,0.0375,0.528
15.235,-0.2018,0.4882,0.0121,0.528
15.24,0.0831,0.3536,0.0917,0.375
15.245,0.1866,0.1475,0.15,0.281
15.251,0.1628,-0.0341,0.162,0.232
15.255,0.0476,-0.1344,0.199,0.245
15.26,-0.0217,-0.1499,0.1917,0.244
15.264,-0.0218,-0.1592,0.2214,0.274
15.27,0.0427,-0.1804,0.2365,0.301
15.274,0.1692,-0.1753,0.237,0.34
15.279,0.2789,-0.1678,0.2897,0.436
15.284,0.3553,-0.1531,0.3089,0.495
15.289,0.3865,-0.1216,0.273,0.489
15.294,0.3417,-0.071,0.2038,0.404
15.299,0.2447,-0.0515,0.1155,0.275
15.304,0.1626,-0.0319,0.0845,0.186
15.311,0.0591,-0.0291,0.0869,0.109
15.313,-0.0538,0.0072,0.1083,0.121
15.318,-0.1142,0.0243,0.1486,0.189
15.323,-0.0531,-0.0064,0.3249,0.329
15.328,0.0582,-0.0395,0.3886,0.395
15.333,-0.0243,-0.0152,0.1537,0.156
15.339,-0.2332,0.0497,-0.1499,0.282
15.343,-0.2677,0.069,-0.0275,0.278
15.347,-0.4291,0.1337,-0.0582,0.453
15.352,-1.0328,0.2962,-0.605,1.233
15.357,-0.7145,0.2481,0.0823,0.761
15.361,-0.6366,0.2095,0.3568,0.759
15.366,-0.2081,0.1135,0.5901,0.636
15.371,0.1433,-0.0278,0.484,0.505
15.376,0.3561,-0.0948,0.2015,0.42
15.381,0.5267,-0.176,0.0226,0.556
15.386,0.5165,-0.2378,-0.1317,0.584
15.391,0.3618,-0.3974,-0.1348,0.554
15.395,0.1034,-0.3057,-0.2187,0.39
15.4,-0.0563,-0.2595,-0.1902,0.327
15.405,-0.1799,-0.2993,-0.0664,0.355
15.41,-0.3082,-0.1312,-0.072,0.343
15.415,-0.3153,0.1131,-0.0568,0.34
15.42,-0.2448,0.3475,0.0144,0.425
15.428,-0.0849,0.5432,0.1108,0.561
15.429,0.1431,0.5666,0.2018,0.618
15.434,0.2773,0.4393,0.1778,0.549
15.439,0.2276,0.2692,0.0538,0.357
15.444,0.1113,0.1184,-0.0724,0.178
15.449,0.0094,-0.0035,-0.1416,0.142
15.454,-0.0305,-0.0702,-0.1277,0.149
15.459,-0.03,-0.089,-0.1287,0.159
15.463,-0.001,-0.1055,-0.1015,0.146
15.468,0.042,-0.1147,-0.0507,0.132
15.473,0.1278,-0.155,0.0166,0.202
15.478,0.0105,-0.1331,-0.1408,0.194
15.483,-0.011,-0.1232,-0.092,0.154
15.488,0.0034,-0.1037,0.1098,0.151
15.493,0.0248,-0.0867,0.3187,0.331
15.497,0.0221,-0.0363,0.382,0.384
15.502,0.0218,0.0044,0.3549,0.356
15.507,0.019,0.0498,0.2616,0.267
15.512,0.0282,0.076,0.2074,0.223
15.519,0.0016,0.1212,0.1945,0.229
15.521,-0.0321,0.1185,0.1822,0.22
15.526,-0.0993,0.1516,0.2707,0.326
15.531,-0.2022,0.1489,0.4051,0.477
15.536,-0.2095,0.2057,0.5114,0.59
15.542,-0.1833,0.2266,0.592,0.66
15.546,-0.0998,0.2235,0.6182,0.665
15.55,-0.0618,0.2443,0.5254,0.583
15.556,0.0051,0.2268,0.4524,0.506
15.56,0.0912,0.2093,0.4707,0.523
15.565,0.051,0.2229,0.3505,0.419
15.57,0.0231,0.2103,0.3599,0.417
15.575,-0.0235,0.2312,0.3575,0.426
15.579,-0.1177,0.2568,0.2954,0.409
15.584,-0.2595,0.28,0.2049,0.433
15.589,-0.3487,0.2768,0.1265,0.463
15.594,-0.3568,0.2259,0.0719,0.428
15.599,-0.3222,0.1415,0.1176,0.371
15.604,-0.3453,0.0525,0.029,0.35
15.609,-1.0399,0.1523,-0.9888,1.443
15.618,-0.4244,-0.0707,0.0576,0.434
15.618,-0.1802,-0.193,0.502,0.567
15.623,-0.1039,-0.2386,0.3094,0.404
15.628,0.1301,-0.3249,0.1028,0.365
15.633,0.3285,-0.3726,-0.0369,0.498
15.638,0.3957,-0.3868,-0.0672,0.557
15.642,0.5326,-0.3769,-0.0838,0.658
15.647,0.5693,-0.3693,-0.1556,0.696
15.652,0.4944,-0.3378,-0.2492,0.649
15.657,0.3032,-0.3181,-0.3333,0.552
15.662,0.1796,-0.2769,-0.2502,0.414
15.667,-0.0318,-0.2715,-0.2773,0.389
15.672,-0.4244,-0.1585,-0.6176,0.766
15.677,-0.1308,-0.1891,-0.009,0.23
15.681,-0.2585,-0.155,-0.1143,0.322
15.686,-0.4771,-0.0541,-0.6235,0.787
15.691,-0.3038,-0.0633,-0.4341,0.534
15.696,0.0532,-0.1561,0.1319,0.211
15.7,0.0128,-0.1221,-0.0779,0.145
15.705,-0.0395,-0.0475,-0.3854,0.39
15.71,0.0278,0.0008,-0.3269,0.328
15.715,0.0424,0.0275,-0.2115,0.217
15.72,0.0234,0.0709,-0.1851,0.2
15.732,-0.0388,0.1071,-0.1589,0.196
15.733,-0.0962,0.1671,-0.0733,0.206
15.735,-0.1609,0.1984,-0.0071,0.256
15.74,-0.1829,0.2129,0.0232,0.282
15.744,-0.1693,0.2178,0.0104,0.276
15.749,-0.1487,0.1844,-0.0167,0.237
15.754,-0.1426,0.151,-0.0197,0.209
15.759,-0.0841,0.1009,-0.049,0.14
15.764,-0.0448,0.0437,-0.0235,0.067
15.769,0.0231,0.0057,0.0452,0.051
15.773,0.1076,-0.0155,0.09,0.141
15.778,0.1586,-0.0558,0.1491,0.225
15.783,0.2264,-0.0889,0.1606,0.291
15.788,0.2775,-0.0694,0.1389,0.318
15.793,0.3312,-0.0857,0.127,0.365
15.797,0.3228,-0.0495,0.1104,0.345
15.803,0.3241,0.0035,0.1344,0.351
15.807,0.2824,0.066,0.1704,0.336
15.812,0.2288,0.1236,0.1826,0.318
15.819,0.1658,0.1643,0.1951,0.304
15.822,0.1172,0.2169,0.1601,0.294
15.829,0.0663,0.2169,0.1281,0.261
15.834,0.0347,0.2001,0.1398,0.247
15.837,-0.0302,0.1713,0.109,0.205
15.843,-0.1355,0.1449,0.0621,0.208
15.85,-0.709,0.1376,-0.7056,1.01
15.854,-0.3112,-0.0251,0.2425,0.395
34.367,-0.3106,-0.0252,0.2431,0.395
34.367,-0.2529,-0.1209,0.66,0.717
34.367,-0.0023,-0.0206,0.7278,0.728
34.368,-0.0272,0.1512,0.1528,0.217
34.368,-0.0164,0.2702,-0.2229,0.351
34.368,0.0422,0.2886,-0.1898,0.348
34.369,0.2082,0.2019,0.1801,0.341
34.369,0.0305,0.1488,-0.0135,0.152
34.369,-0.2278,0.1053,-0.3074,0.397
34.369,0.5179,-0.0217,1.198,1.305
34.37,-0.0541,0.2099,0.1791,0.281
34.37,-0.1997,0.2762,-0.3342,0.477
34.37,-0.393,0.2947,-0.2802,0.566
34.371,-1.4892,0.3297,-1.5342,2.163
34.371,-1.3726,0.1831,-0.9443,1.676
34.371,-0.4795,-0.1401,0.8909,1.021
34.372,-0.2973,-0.2573,1.1558,1.221
34.372,-0.2925,-0.1808,0.6075,0.698
34.372,-0.0443,-0.145,0.181,0.236
34.373,0.2726,-0.0566,-0.0159,0.279
34.373,0.5971,-0.1141,-0.0574,0.611
34.373,0.7616,-0.114,-0.032,0.771
34.373,0.8642,-0.0948,0.0863,0.874
34.374,0.7564,0.0511,0.0566,0.76
34.374,0.6684,0.0391,-0.0536,0.672
34.374,0.3828,-0.0111,-0.1899,0.427
34.375,0.0069,-0.0923,-0.2929,0.307
34.375,-0.2207,-0.1613,-0.3462,0.441
34.375,-0.3505,-0.2064,-0.2973,0.504
34.376,-0.3804,-0.2013,-0.2512,0.498
34.376,-0.3532,-0.1604,-0.2533,0.463
34.376,-0.2881,-0.1124,-0.2723,0.412
34.376,-0.2327,-0.0668,-0.2578,0.354
34.377,-0.1536,-0.0547,-0.2364,0.287
34.377,-0.0934,-0.0856,-0.227,0.26
34.377,0.0077,-0.1523,-0.1532,0.216
34.377,0.1092,-0.2165,-0.0652,0.251
34.378,0.2086,-0.2662,0.023,0.339
34.378,0.189,-0.2679,-0.1205,0.349
34.378,0.1505,-0.2147,-0.2231,0.344
34.379,0.0475,-0.1472,-0.2876,0.327
34.379,-0.058,-0.0583,-0.2973,0.309
34.379,-0.0872,0.0162,-0.1831,0.203
34.379,-0.2335,0.0594,-0.2982,0.383
34.38,-0.2362,0.0525,-0.2531,0.35
34.38,-0.1986,0.0336,-0.108,0.229
34.38,-0.1422,0.0768,0.0606,0.173
34.38,-0.079,0.1176,0.107,0.178
34.381,0.0173,0.12,0.0768,0.144
34.381,0.0966,0.1392,0.0826,0.188
34.381,0.1612,0.1272,0.1001,0.228
34.381,0.1681,0.1702,0.0841,0.254
34.382,0.1556,0.1868,0.0585,0.25
34.382,0.1407,0.1747,0.1022,0.247
34.382,0.0637,0.1364,0.1149,0.189
34.383,0.0083,0.1004,0.1205,0.157
34.383,-0.0234,0.0669,0.0975,0.121
34.383,-0.0766,0.0549,0.0053,0.094
34.383,-0.1107,0.0692,0.0183,0.132
34.384,-0.1356,0.0786,0.0002,0.157
34.384,-0.0793,0.0618,0.0633,0.119
34.384,-0.016,0.0425,0.0714,0.085
34.385,0.0618,0.0185,0.1014,0.12
34.385,0.1278,-0.0078,0.1651,0.209
34.385,0.1772,-0.0199,0.1479,0.232
34.385,0.1766,-0.0318,0.095,0.203
34.386,0.1642,-0.0342,0.0735,0.183
34.386,0.1018,-0.0318,0.0378,0.113
34.386,0.0275,-0.0127,-0.0026,0.03
34.386,-0.0372,0.0016,-0.0118,0.039
34.387,-0.1426,0.0589,-0.0589,0.165
34.387,-0.2313,0.1089,-0.1682,0.306
34.387,-0.2364,0.0919,-0.1341,0.287
34.388,-0.1866,0.0654,-0.0165,0.198
34.388,-0.1582,0.0222,-0.0447,0.166
34.388,-0.2802,0.0053,-0.3066,0.415
34.388,-0.2633,-0.0378,-0.2553,0.369
34.389,-0.2612,-0.0164,0.0657,0.27
34.389,-0.2499,0.0623,0.1093,0.28
34.389,-0.1499,0.0597,-0.024,0.163
34.389,-0.0116,-0.0552,-0.0043,0.057
34.39,0.0785,-0.145,0.0889,0.187
34.39,0.0589,-0.1035,0.1435,0.186
34.39,0.0325,-0.0434,0.0578,0.079
34.39,0.0185,-0.0288,0.0274,0.044
34.391,0.0262,-0.0333,-0.0051,0.043
34.391,0.0007,-0.0567,-0.0206,0.06
34.391,-0.0268,-0.0681,-0.0479,0.087
34.392,-0.0635,-0.0604,-0.0416,0.097
34.392,-0.0761,-0.0314,-0.097,0.127
34.392,-0.0815,-0.0026,-0.1331,0.156
34.392,-0.0654,0.007,-0.124,0.14
34.393,-0.1065,0.0212,-0.0793,0.135
34.393,-0.1473,0.0164,-0.092,0.174
34.393,-0.1928,0.0305,-0.0856,0.213
34.393,-0.2474,0.054,-0.0982,0.272
34.394,-0.2852,0.0487,-0.1321,0.318
34.394,-0.3231,0.0507,-0.1517,0.361
34.394,-0.3279,0.0715,-0.1404,0.364
34.395,-0.3449,0.0803,-0.0535,0.358
34.395,-0.2552,0.0676,0.0111,0.264
34.395,-0.1592,0.0455,0.0467,0.172
34.395,-0.107,0.026,0.0511,0.121
34.396,-0.0219,0.0304,0.0387,0.054
34.396,0.0601,0.0134,0.0359,0.071
34.396,0.1012,0.0036,0.0616,0.119
34.396,0.1254,0.013,0.0966,0.159
34.397,0.1044,0.0127,0.0958,0.142
34.397,0.1334,0.003,0.1282,0.185
34.397,0.1314,0.0195,0.0703,0.15
34.397,0.146,-0.0022,0.046,0.153
34.398,0.1868,-0.0331,0.0718,0.203
34.398,0.1181,-0.0021,-0.0307,0.122
34.398,0.0713,-0.0021,-0.0115,0.072
34.398,0.0817,-0.0022,0.0457,0.094
34.399,0.066,-0.0095,0.031,0.074
34.399,0.0646,-0.0213,0.0355,0.077
34.399,0.0584,-0.0213,0.0138,0.064
34.4,0.0404,-0.0568,-0.0007,0.07
34.4,0.0368,-0.0517,0.0062,0.064
34.4,0.026,-0.0656,0.0366,0.079
34.4,0.0035,-0.0248,0.0361,0.044
34.401,-0.0164,-0.0152,0.0688,0.072
34.401,0.004,-0.0009,0.0609,0.061
34.401,-0.0089,0.0251,0.046,0.053
34.402,0.0115,0.0319,0.0406,0.053
34.402,-0.0063,0.0244,0.0234,0.034
34.403,0.0188,0.0288,-0.0079,0.035
34.403,0.0199,0.0356,0.0015,0.041
34.403,0.0188,0.0304,-0.0083,0.037
34.404,0.0248,0.0396,0.0035,0.047
34.404,0.0427,0.0533,0.0199,0.071
34.404,0.0225,0.0338,0.0339,0.053
34.404,0.0001,0.0406,0.0526,0.066
34.405,-0.0267,0.0235,0.0142,0.038
34.405,-0.0154,0.028,-0.0025,0.032
34.405,-0.0207,0.0039,-0.0666,0.07
34.405,-0.0284,-0.0104,-0.0613,0.068
34.406,-0.0312,-0.0104,-0.0346,0.048
34.406,-0.0292,-0.0342,-0.0224,0.05
34.406,-0.0391,-0.0458,-0.0246,0.065
34.406,-0.0583,-0.036,-0.0148,0.07
34.407,-0.0276,-0.05,-0.0194,0.06
34.407,-0.0372,-0.0259,-0.0288,0.054
34.407,-0.0586,-0.059,-0.031,0.089
34.408,-0.0371,-0.0538,0.0239,0.07
34.408,-0.0537,-0.0486,0.0405,0.083
34.408,-0.0487,-0.0388,0.0497,0.08
34.408,-0.0391,-0.0219,0.0138,0.047
34.409,-0.0463,-0.0099,0.0065,0.048
34.409,-0.0344,-0.0075,0.0206,0.041
34.409,-0.0322,0.0234,0.0608,0.073
34.409,-0.0323,0.035,0.0888,0.101
34.41,-0.0159,0.0489,0.0787,0.094
34.41,-0.0066,0.065,0.0402,0.077
34.41,0.0265,0.0906,0.0258,0.098
34.41,0.0001,0.085,-0.0027,0.085
34.411,0.012,0.0891,-0.0381,0.098
34.411,0.0144,0.0812,-0.0542,0.099
34.411,-0.0022,0.0853,-0.037,0.093
34.411,-0.0423,0.0585,-0.0079,0.073
34.412,-0.0536,0.0413,0.0304,0.074
34.412,-0.0506,0.0149,0.0352,0.063
34.412,-0.043,0.0147,0.0117,0.047
34.413,-0.0141,-0.0139,0.0072,0.021
34.413,-0.0211,-0.0352,0.0028,0.041
34.413,-0.0066,-0.0444,-0.0158,0.048
34.413,-0.0065,-0.0488,-0.0247,0.055
34.414,-0.0396,-0.0437,-0.0242,0.064
34.414,-0.063,-0.0457,-0.0522,0.094
34.414,-0.091,-0.0406,-0.0755,0.125
34.415,-0.0951,-0.0474,-0.0369,0.112
34.415,-0.111,-0.047,0.0131,0.121
34.415,-0.0889,-0.0514,0.0533,0.116
34.415,-0.0908,-0.0438,0.0316,0.106
34.416,-0.0475,-0.0435,0.01,0.065
34.416,-0.0353,-0.0503,-0.009,0.062
34.416,-0.0207,-0.0332,-0.0113,0.041
34.416,0.0009,-0.0353,-0.0183,0.04
34.417,0.0152,-0.0398,-0.0443,0.061
34.417,0.0152,-0.0252,-0.0464,0.055
34.417,0.0129,0.0059,-0.0508,0.053
34.417,0.0108,0.0249,-0.0456,0.053
34.418,0.0086,0.0176,-0.0476,0.051
34.418,-0.0197,0.0199,-0.0282,0.04
34.418,-0.0358,0.0245,-0.0397,0.059
34.418,-0.0399,0.0148,-0.0463,0.063
34.419,-0.0463,0.0052,-0.0458,0.065
34.419,-0.0503,0.0266,-0.0691,0.09
34.419,-0.0567,0.0145,-0.0544,0.08
34.42,-0.0442,0.0121,-0.0327,0.056
34.42,-0.0626,-0.0022,-0.004,0.063
34.42,-0.0453,0.0121,0.0149,0.049
34.42,-0.059,0.012,-0.0232,0.065
34.421,-0.0465,-0.0094,-0.0303,0.056
34.421,-0.0436,-0.0141,-0.0138,0.048
34.421,-0.043,-0.0234,-0.0021,0.049
34.421,-0.0639,-0.0184,0.0142,0.068
34.422,-0.0396,-0.0134,0.0303,0.052
34.422,-0.0201,-0.0014,0.0487,0.053
34.422,-0.0221,0.001,0.0362,0.042
34.422,0.0021,-0.0084,0.0094,0.013
34.423,0.019,-0.0011,-0.0054,0.02
34.423,0.0192,-0.0106,-0.0485,0.053
34.423,0.036,-0.0222,-0.0581,0.072
34.423,0.0457,0.0018,-0.0535,0.07
34.424,0.0221,-0.0147,-0.0702,0.075
34.424,0.0177,-0.0097,-0.0749,0.078
34.424,0.0062,-0.0048,-0.0487,0.049
34.424,-0.0195,-0.0047,-0.063,0.066
34.424,-0.0307,-0.0069,-0.0865,0.092
34.425,-0.0395,0.0122,-0.0886,0.098
34.425,-0.0364,0.0122,-0.0978,0.105
34.425,-0.05,0.0075,-0.0834,0.098
34.425,-0.0375,0.0075,-0.0621,0.073
34.425,-0.0109,0.0075,-0.0671,0.068
34.426,0.013,-0.0019,-0.0482,0.05
34.426,0.0344,0.01,-0.0462,0.058
34.426,0.0531,0.01,-0.0135,0.056
34.426,0.0622,0.0029,0.0429,0.076
34.427,0.045,0.0005,0.106,0.115
34.427,0.0352,0.0148,0.1047,0.111
34.427,0.0539,0.0123,0.0656,0.086
34.427,0.0346,0.0099,0.0079,0.037
34.427,0.013,0.0217,-0.0351,0.043
34.428,0.0201,0.0192,-0.0446,0.053
34.428,0.0082,0.0191,-0.0422,0.047
34.428,0.0107,0.0237,-0.0208,0.033
34.428,0.025,0.0473,0.0193,0.057
34.429,0.0036,0.0446,0.0545,0.07
34.429,0.018,0.0514,0.0538,0.077
34.429,0.0039,0.051,0.046,0.069
34.429,0.028,0.053,0.017,0.062
34.429,0.0329,0.0218,-0.0284,0.049
34.43,0.0664,0.0312,-0.0496,0.089
34.43,0.0616,-0.007,-0.0542,0.082
34.43,0.0641,-0.0187,-0.0611,0.091
34.43,0.0691,-0.0658,-0.0442,0.105
34.431,0.0337,-0.0296,-0.0702,0.083
34.431,0.0674,-0.0363,-0.0532,0.093
34.431,0.0676,-0.0241,-0.0125,0.073
34.431,0.0774,-0.0095,0.0042,0.078
34.431,0.073,-0.052,0.0089,0.09
34.432,0.0283,-0.0491,-0.0482,0.074
34.432,0.0337,-0.0509,-0.0574,0.084
34.432,0.0128,0.0161,-0.0881,0.09
34.432,0.0394,0.054,-0.0665,0.094
34.432,0.0562,0.0703,-0.019,0.092
34.433,0.0659,0.0912,-0.0027,0.113
34.433,0.0209,0.0834,-0.0031,0.086
34.433,0.0024,0.0449,-0.0248,0.051
34.433,-0.0232,0.0138,-0.0133,0.03
34.434,-0.0629,0.0114,-0.0279,0.07
34.434,-0.0596,0.0114,-0.0496,0.078
34.434,-0.0492,0.0067,-0.0616,0.079
34.434,-0.0176,0.0114,-0.0711,0.074
34.434,-0.0124,0.0115,-0.083,0.085
34.435,-0.0308,0.0138,-0.0615,0.07
34.435,-0.0349,0.0209,-0.0402,0.057
34.435,-0.0364,0.009,-0.0426,0.057
34.435,-0.0404,0.0256,-0.0307,0.057
34.435,-0.0586,0.0326,-0.0544,0.086
34.436,-0.0575,0.0063,-0.0757,0.095
34.436,-0.0327,0.0112,-0.0802,0.087
34.436,-0.0485,0.0041,-0.0943,0.106
34.436,-0.05,-0.0101,-0.0753,0.091
34.436,-0.0538,-0.017,-0.0516,0.077
34.437,-0.034,-0.0167,-0.0282,0.047
34.437,-0.0237,-0.0141,-0.0572,0.063
34.437,-0.0064,-0.021,-0.0742,0.077
34.437,-0.0154,-0.0372,-0.0935,0.102
34.437,-0.0028,-0.0557,-0.0724,0.091
34.438,-0.0021,-0.0527,-0.0444,0.069
34.438,-0.0205,-0.045,-0.0475,0.069
34.438,-0.0125,-0.0278,-0.0626,0.07
34.438,-0.0117,-0.0321,-0.0752,0.083
34.438,-0.0322,-0.0411,-0.0664,0.084
34.439,-0.0572,-0.0453,-0.0601,0.095
34.439,-0.0678,-0.047,-0.0991,0.129
34.439,-0.0688,-0.0298,-0.0974,0.123
34.439,-0.0698,-0.0008,-0.091,0.115
34.44,-0.1018,-0.003,-0.0847,0.132
34.44,-0.0719,0.0091,-0.0928,0.118
34.44,-0.078,0.014,-0.0724,0.107
34.44,-0.0769,0.0189,-0.0641,0.102
34.44,-0.0688,-0.0072,-0.0747,0.102
34.441,-0.0608,-0.0069,-0.0923,0.111
34.441,-0.0505,-0.0138,-0.1098,0.122
34.441,-0.0498,-0.0254,-0.1201,0.132
34.441,-0.0491,-0.0392,-0.1354,0.149
34.441,-0.0556,-0.0315,-0.1055,0.123
34.442,-0.0478,-0.0476,-0.0734,0.1
34.444,-0.0616,-0.0257,-0.0203,0.07
34.445,-0.073,-0.0206,-0.0077,0.076
34.445,-0.0535,-0.0036,0.0024,0.054
34.445,-0.039,0.0274,0.0244,0.053
34.445,-0.0199,0.032,-0.0061,0.038
34.445,0.0085,0.0248,-0.0338,0.043
34.445,0.0272,0.0389,-0.0614,0.078
34.446,0.0411,0.0316,-0.0792,0.095
34.446,0.0455,0.0458,-0.1183,0.135
34.446,0.038,0.0432,-0.0907,0.107
34.446,-0.0096,0.0502,-0.0585,0.078
34.446,-0.0142,0.0641,-0.0242,0.07
34.446,-0.0471,0.0757,0.0098,0.09
34.446,-0.0774,0.0966,0.0604,0.138
34.447,-0.053,0.0888,0.0752,0.128
34.447,-0.0288,0.0834,0.059,0.106
34.447,-0.0049,0.0591,0.0217,0.063
34.447,0.0068,0.0634,0.0012,0.064
34.447,0.0303,0.0583,-0.0285,0.072
34.447,0.0156,0.0484,-0.0104,0.052
34.448,0.02,0.0362,-0.021,0.046
34.448,-0.0064,0.0478,-0.0099,0.049
34.448,0.0029,0.0712,-0.0084,0.072
34.448,0.0097,0.0659,0.0265,0.072
34.448,0.0283,0.063,0.0612,0.092
34.448,0.0444,0.053,0.0746,0.102
34.448,0.0557,0.0715,0.069,0.114
34.449,0.0599,0.0614,0.0329,0.092
34.449,0.0735,0.0466,-0.0171,0.089
34.449,0.0869,0.0438,-0.031,0.102
34.449,0.0861,0.0316,-0.0496,0.104
34.449,0.0805,0.0503,-0.0181,0.097
34.449,0.0845,0.0498,-0.0201,0.1
34.45,0.0814,0.0659,-0.036,0.111
34.45,0.0947,0.0724,-0.0683,0.137
34.45,0.0937,0.0883,-0.1239,0.179
34.45,0.0974,0.0732,-0.1388,0.185
34.45,0.0963,0.0654,-0.1203,0.167
34.45,0.1189,0.0576,-0.083,0.156
34.45,0.1342,0.0523,-0.0767,0.163
34.451,0.1327,0.0565,-0.0656,0.158
34.451,0.1526,0.0748,-0.0424,0.175
34.451,0.1818,0.093,-0.0191,0.205
34.451,0.2014,0.0754,0.0068,0.215
34.451,0.2137,0.0816,0.0494,0.234
34.451,0.2425,0.0925,0.078,0.271
34.452,0.2879,0.0772,0.0948,0.313
34.452,0.3283,0.0786,0.0857,0.348
34.452,0.3614,0.1013,0.0462,0.378
34.452,0.3943,0.0907,0.0191,0.405
34.452,0.3891,0.1085,0.0042,0.404
34.452,0.391,0.1239,-0.0034,0.41
34.453,0.336,0.1107,-0.0298,0.355
34.453,0.2933,0.1237,-0.0325,0.32
34.453,0.277,0.0867,0.0289,0.292
34.453,0.3653,-0.1089,0.3062,0.489
34.453,0.2866,0.1574,-0.1025,0.343
34.453,0.2226,0.2601,0.0643,0.348
34.454,0.1873,0.2907,0.1065,0.362
34.454,0.1782,0.3021,0.1315,0.375
34.454,0.2165,0.2587,0.1611,0.374
34.454,0.2638,0.2039,0.1383,0.361
34.454,0.3014,0.1353,0.0707,0.338
34.454,0.3577,0.0815,0.0249,0.368
34.454,0.3614,0.0542,-0.0156,0.366
34.455,0.3488,0.032,-0.0557,0.355
34.455,0.3603,-0.0114,-0.0219,0.361
34.455,0.2844,-0.0472,-0.0312,0.29
34.455,0.1734,-0.059,-0.0595,0.193
34.455,0.1533,-0.0636,-0.052,0.174
34.455,0.2064,-0.0231,-0.0136,0.208
34.455,0.3396,-0.0234,0.0626,0.346
34.456,0.4174,-0.0307,0.0887,0.428
34.456,0.407,-0.019,0.0533,0.411
34.456,0.3401,-0.0264,0.0042,0.341
34.456,0.2954,-0.0337,-0.0398,0.3
34.456,0.2512,-0.0503,-0.0668,0.265
34.456,0.2147,-0.055,-0.0864,0.238
34.457,0.1859,-0.0477,-0.0773,0.207
34.457,0.1695,-0.0618,-0.1012,0.207
34.457,0.125,-0.0449,-0.1176,0.177
34.457,0.0715,-0.059,-0.1103,0.144
34.457,0.0067,-0.0919,-0.1174,0.149
34.457,-0.0409,-0.1032,-0.1197,0.163
34.457,-0.0906,-0.1286,-0.1175,0.196
34.458,-0.0995,-0.1206,-0.056,0.166
34.458,-0.0278,-0.0913,0.0073,0.096
34.458,0.0316,-0.0599,0.0395,0.078
34.458,0.1002,-0.0121,0.0027,0.101
34.458,0.128,0.0093,-0.0361,0.133
34.458,0.1464,0.0305,-0.0177,0.151
34.458,0.1553,0.0468,0.0221,0.164
34.459,0.1572,0.0629,0.0307,0.172
34.459,0.1735,0.1027,0.0465,0.207
34.459,0.1994,0.109,0.0718,0.238
34.459,0.2324,0.1223,0.1281,0.292
34.459,0.2415,0.1285,0.1462,0.31
34.459,0.2509,0.1061,0.167,0.319
34.46,0.2366,0.0933,0.1357,0.288
34.46,0.2509,0.076,0.1096,0.284
34.46,0.232,0.0825,0.0411,0.25
34.46,0.2441,0.0582,0.0039,0.251
34.46,0.2347,0.0625,0.0168,0.243
34.46,0.2303,0.0455,0.0344,0.237
34.46,0.2022,0.038,0.0734,0.218
34.461,0.1436,0.0378,0.0958,0.177
34.461,0.114,0.0423,0.121,0.172
34.461,0.0562,0.0159,0.099,0.115
34.461,0.0226,0.0016,0.0421,0.048
34.461,-0.0178,-0.0269,-0.0588,0.067
34.461,-0.0388,-0.0693,-0.1706,0.188
34.461,-0.0666,-0.1327,-0.2434,0.285
34.462,-0.1084,-0.1956,-0.2872,0.364
34.462,-0.1664,-0.2294,-0.3499,0.45
34.462,-0.2448,-0.2887,-0.3794,0.536
34.462,-0.3089,-0.3575,-0.3638,0.596
34.462,-0.3875,-0.4214,-0.3223,0.657
34.463,-0.5122,-0.4518,-0.3134,0.751
34.463,-0.5846,-0.5013,-0.2308,0.804
34.463,-0.6358,-0.546,-0.2062,0.863
34.463,-0.6777,-0.5931,-0.1893,0.92
34.463,-0.6569,-0.8169,-0.0279,1.049
34.463,-0.5743,-0.9926,-0.1571,1.157
34.464,-0.6617,-0.7068,-0.4741,1.078
34.464,-0.7636,-0.6604,-0.3163,1.058
34.464,-0.8562,-0.6546,-0.2366,1.103
34.464,-0.7812,-0.9284,0.0476,1.214
34.464,-0.7756,-0.9007,-0.009,1.189
34.464,-0.9593,-0.5098,-0.1766,1.101
34.465,-1.069,-0.3679,-0.015,1.131
34.465,-1.1576,-0.2621,0.0258,1.187
34.465,-1.1603,-0.2233,0.1182,1.187
34.465,-0.9692,-0.5215,0.3395,1.152
34.466,-0.8379,-0.7117,0.3375,1.15
34.466,-1.0297,-0.2947,-0.0239,1.071
34.466,-1.1572,-0.1244,0.1044,1.168
34.466,-1.3303,-0.1288,0.239,1.358
34.466,-1.3363,-0.0734,0.3249,1.377
34.466,-1.3235,-0.0827,0.4508,1.401
34.467,-1.2989,-0.135,0.4809,1.392
34.467,-1.265,-0.1824,0.4439,1.353
34.467,-1.2456,-0.2059,0.4237,1.332
34.467,-1.2193,-0.2031,0.4035,1.3
34.467,-1.1623,-0.1693,0.4072,1.243
34.468,-1.0819,-0.1212,0.4419,1.175
34.468,-0.9733,-0.0709,0.4839,1.089
34.468,-0.8677,-0.0183,0.5117,1.008
34.468,-0.7244,0.0055,0.5326,0.899
