time,ax,ay,az,aT
0.566,0.6432,-0.087,0.5221,0.833
0.567,0.6807,-0.4247,0.6036,1.004
0.567,0.6805,-0.7697,0.4607,1.126
0.569,0.597,-0.933,0.1987,1.125
0.574,0.4801,-0.9405,-0.0392,1.057
0.578,0.3241,-0.8068,-0.2221,0.897
0.583,0.1622,-0.6466,-0.4291,0.793
0.588,0.0285,-0.4313,-0.5334,0.687
0.593,-0.0576,-0.2467,-0.6044,0.655
0.597,-0.0814,-0.0518,-0.7665,0.773
0.604,-0.0927,0.0866,-0.9072,0.916
0.608,-0.0991,0.1257,-0.9263,0.94
0.612,-0.0889,0.073,-0.9078,0.915
0.625,-0.1124,0.0527,-0.811,0.82
0.628,-0.1363,0.0407,-0.6766,0.691
0.628,-0.0678,0.0654,-0.6314,0.638
0.634,0.0646,0.0526,-0.4862,0.493
0.637,0.1818,0.014,-0.2507,0.31
0.642,0.2529,-0.0363,-0.0564,0.262
0.646,0.2732,-0.137,0.011,0.306
0.651,0.2954,-0.2038,-0.0414,0.361
0.657,0.2792,-0.2221,-0.1202,0.376
0.661,-0.1637,-0.206,-0.1829,0.32
0.666,0.1826,-0.2748,-0.1892,0.38
0.671,0.1362,-0.2107,-0.175,0.306
0.676,0.2592,-0.1644,-0.1668,0.349
0.679,0.1627,-0.1096,-0.0807,0.212
0.685,0.2012,-0.0631,0.0046,0.211
0.689,0.2434,-0.0322,0.0079,0.246
0.694,0.2346,-0.0435,-0.0394,0.242
0.707,0.216,-0.0015,-0.0511,0.222
0.708,0.1757,0.0241,-0.0606,0.187
0.734,0.2163,0.005,-0.087,0.233
0.735,0.1228,-0.0328,-0.0466,0.135
0.735,0.0911,-0.1155,0.0007,0.147
0.735,0.0829,-0.1476,-0.0262,0.171
0.736,0.1839,-0.2004,-0.0774,0.283
0.736,0.2603,-0.2094,-0.0547,0.339
0.739,0.2551,-0.2179,0.0419,0.338
0.743,0.2358,-0.1952,0.1481,0.34
0.749,0.3316,-0.158,0.1897,0.413
0.752,0.5425,-0.0707,0.3509,0.65
0.76,0.5015,-0.0384,0.4474,0.673
0.763,0.5086,-0.0444,0.3403,0.614
0.767,0.4353,-0.0718,0.3287,0.55
0.772,0.329,-0.0866,0.2115,0.401
0.776,0.1537,-0.046,0.0726,0.176
0.781,-0.0641,0.0215,-0.1168,0.135
0.787,-0.1108,0.0346,-0.354,0.373
0.792,0.1242,0.3126,-0.221,0.403
0.796,0.25,0.3434,-0.2323,0.484
0.809,0.3457,0.2635,-0.2201,0.487
0.81,0.3867,0.0941,-0.0885,0.408
0.811,0.2519,-0.0739,-0.0528,0.268
0.838,0.0188,-0.1287,-0.1243,0.18
0.838,-0.3023,-0.0686,-0.1617,0.35
0.838,-0.544,0.0338,-0.2294,0.591
0.839,-0.5201,0.147,-0.2484,0.595
0.839,-0.4977,0.2655,-0.142,0.582
0.84,-0.5362,0.3219,-0.0273,0.626
0.846,-0.5256,0.3279,0.0241,0.62
0.85,-0.3995,0.3291,-0.0119,0.518
0.855,-0.4114,0.3713,0.1875,0.585
0.859,-0.2654,0.3181,0.175,0.45
0.864,-0.2368,0.1533,0.156,0.322
0.869,-0.0708,-0.0839,0.1233,0.165
0.874,0.2223,-0.3209,0.2962,0.49
0.878,0.3254,-0.4044,0.4759,0.704
0.887,0.2956,-0.4612,0.4306,0.697
0.889,0.0499,-0.4527,0.2272,0.509
0.894,-0.0693,-0.4194,0.0477,0.428
0.899,0.0175,-0.4303,-0.0362,0.432
0.904,0.3417,-0.1821,0.2742,0.475
0.908,0.306,-0.1682,0.2973,0.459
0.912,0.3856,-0.2115,0.1552,0.466
0.929,0.2708,-0.1998,0.0634,0.342
0.93,0.2062,-0.195,-0.0211,0.285
0.93,0.0316,-0.171,-0.1151,0.209
0.941,-0.012,-0.1345,-0.2069,0.247
0.941,-0.147,-0.0592,-0.1815,0.241
0.959,-0.3443,0.0162,-0.1276,0.368
0.96,-0.4287,0.0794,-0.1429,0.459
0.96,-0.364,0.0917,-0.0933,0.387
0.96,-0.1264,0.0747,-0.0483,0.155
0.961,0.0187,-0.0246,0.064,0.071
0.968,0.2645,-0.2323,0.3653,0.507
0.971,0.5118,-0.4936,0.5877,0.922
0.976,0.5927,-0.6984,0.6904,1.147
0.982,0.5673,-0.763,0.7645,1.22
0.99,0.6128,-0.8073,0.7909,1.286
0.991,0.7176,-0.81,0.8296,1.364
0.996,0.3745,-0.7302,0.7418,1.106
1.006,0.4758,-0.6563,0.604,1.011
1.007,0.5506,-0.6001,0.6436,1.038
1.011,0.7042,-0.5596,0.7311,1.159
1.016,0.5683,-0.4705,0.7497,1.052
1.035,0.6532,-0.4955,0.6301,1.034
1.036,0.7513,-0.5125,0.5518,1.064
1.037,0.7689,-0.49,0.634,1.111
1.037,0.7266,-0.423,0.7188,1.106
1.038,0.734,-0.3613,0.6697,1.057
1.043,0.7127,-0.2594,0.5537,0.939
1.048,0.7316,-0.1958,0.3567,0.837
1.053,0.8242,-0.1225,0.253,0.871
1.058,0.8635,-0.044,0.3237,0.923
1.062,0.8178,0.0182,0.3606,0.894
1.068,0.6968,0.1548,0.3207,0.783
1.074,0.5771,0.325,0.1828,0.687
1.077,0.2609,0.6105,-0.027,0.664
1.081,0.4731,0.3946,-0.1458,0.633
1.089,0.6664,0.3234,-0.0759,0.745
1.092,0.4888,0.3701,0.0559,0.616
1.096,0.4257,0.3428,0.1445,0.565
1.11,0.4731,0.2096,0.2117,0.559
1.111,0.5625,0.1518,0.2362,0.629
1.112,1.5094,-0.0172,0.1202,1.514
1.131,0.5541,0.0193,0.0309,0.555
1.131,-0.0699,0.0296,-0.1564,0.174
1.132,-0.16,0.036,-0.2862,0.33
1.132,-0.3188,0.2222,-0.2415,0.458
1.137,-0.4722,0.4489,-0.063,0.655
1.141,-0.6365,0.5885,0.0821,0.871
1.146,-0.7345,0.6213,0.1964,0.982
1.15,-1.2777,0.6856,0.2609,1.473
1.155,-0.6555,0.645,0.216,0.945
1.16,-0.3174,0.5503,0.2481,0.682
1.165,-0.3616,0.4856,0.3522,0.7
1.169,-0.3531,0.3605,0.4061,0.648
1.174,0.0418,0.1951,0.2352,0.308
1.178,1.1683,0.0455,-0.0147,1.169
1.184,1.1254,-0.2564,0.11,1.159
1.188,-0.1248,-0.2081,0.2933,0.381
1.193,-0.2035,-0.3171,0.2197,0.436
1.198,0.1728,-0.374,0.2508,0.482
1.203,0.5004,-0.2298,0.4132,0.688
1.208,0.5362,-0.0128,0.5111,0.741
1.213,0.4676,0.0803,0.4063,0.625
1.218,0.3295,0.1403,0.264,0.445
1.222,0.0528,0.244,0.1846,0.311
1.227,-0.083,0.3054,0.1154,0.337
1.232,-0.1072,0.3794,0.0133,0.395
1.239,-0.1443,0.4854,-0.1264,0.522
1.243,-0.0898,0.5904,-0.2705,0.656
1.248,-0.0163,0.6094,-0.3332,0.695
1.252,0.0179,0.6076,-0.291,0.674
1.257,-0.0423,0.6263,-0.2133,0.663
1.261,0.0399,0.6583,-0.0668,0.663
1.267,-0.4699,0.7177,0.0623,0.86
1.271,-0.1727,0.885,0.1863,0.921
1.276,0.3034,0.8675,0.2291,0.947
1.281,0.4764,0.9521,0.284,1.102
1.289,0.3468,1.0264,0.2793,1.119
1.292,0.3235,0.9425,0.2078,1.018
1.296,0.3251,0.7366,0.2083,0.832
1.313,0.3224,0.5214,0.3331,0.698
1.313,0.4323,0.2938,0.4388,0.682
1.314,0.5926,0.1802,0.5829,0.851
1.343,0.641,0.2259,0.5383,0.867
1.343,0.5847,0.3498,0.4175,0.799
1.343,0.4641,0.4212,0.3039,0.697
1.344,0.386,0.4669,0.2596,0.659
1.344,0.1108,0.5686,0.1338,0.594
1.344,-0.2661,0.6764,0.0076,0.727
1.345,-0.5205,0.7619,-0.0378,0.924
1.35,-0.6701,0.796,-0.0287,1.041
1.357,-0.7964,0.874,-0.1227,1.189
1.358,-0.9203,0.9218,-0.3247,1.342
1.364,-1.1181,1.0283,-0.5483,1.615
1.368,-1.2417,1.1435,-0.5954,1.79
1.373,-1.0717,1.1598,-0.3418,1.616
1.377,-0.7515,1.0523,-0.1031,1.297
1.382,-0.4404,0.8827,0.0492,0.988
1.388,-0.3279,0.7074,0.1587,0.796
1.392,-0.3578,0.588,0.142,0.703
1.397,-0.2716,0.4599,-0.0128,0.534
1.413,-0.0075,0.3236,-0.026,0.325
1.413,0.2434,0.1691,0.2361,0.379
1.414,0.5622,0.1705,0.6516,0.877
1.444,0.3904,0.1092,0.5701,0.7
1.444,0.5064,0.1241,0.5444,0.754
1.444,0.3901,0.301,0.6344,0.803
1.445,0.1864,0.4651,0.4956,0.705
1.445,-0.4659,0.6077,0.0876,0.771
1.445,-0.3928,0.7731,-0.2503,0.903
1.446,0.0751,1.0482,-0.43,1.135
1.455,0.2939,1.2373,-0.4207,1.339
1.456,0.4352,1.169,-0.3088,1.285
1.461,0.6775,0.8421,-0.1163,1.087
1.466,0.9428,0.4746,-0.0416,1.056
1.472,1.0879,0.2482,-0.0083,1.116
1.476,0.9814,0.1483,-0.0949,0.997
1.481,0.4046,0.2198,-0.3539,0.581
1.486,-0.4493,0.197,-0.8398,0.973
1.489,0.1538,0.4999,-0.6633,0.845
1.499,0.7781,1.1671,0.4981,1.489
1.503,0.5136,0.9607,-0.2077,1.109
1.514,0.4842,0.8823,-0.3984,1.082
1.515,0.2625,0.9067,-0.1323,0.953
1.515,0.6222,0.754,0.0333,0.978
1.546,0.3725,0.6945,0.0051,0.788
1.546,0.2545,0.8233,0.1254,0.871
1.546,0.3088,1.025,0.1145,1.077
1.547,0.3402,1.1606,-0.0036,1.209
1.547,0.3707,1.2645,-0.0807,1.32
1.547,0.3781,1.2353,-0.1149,1.297
1.548,0.4811,1.1175,-0.2547,1.243
1.554,0.5576,0.9481,-0.357,1.156
1.557,0.4955,0.7057,-0.1733,0.88
1.563,0.4833,0.4278,0.1171,0.656
1.567,0.5059,0.3138,0.3806,0.707
1.574,0.5283,0.2907,0.5315,0.804
1.576,0.5273,0.2859,0.6371,0.875
1.581,0.5326,0.2416,0.6497,0.874
1.588,0.5054,0.2062,0.4522,0.709
1.591,0.2971,0.2191,0.2214,0.43
1.596,0.2848,0.0877,0.1363,0.328
1.603,0.6077,-0.2328,0.1606,0.67
1.606,0.729,-0.5592,0.4595,1.027
1.611,0.822,-0.8667,0.77,1.421
1.615,0.916,-1.0205,0.9468,1.666
1.628,1.0785,-1.0526,0.9447,1.779
1.628,1.106,-1.0327,0.9003,1.761
1.636,1.0989,-1.0731,0.9666,1.815
1.636,1.083,-1.1906,0.9213,1.854
1.657,1.1773,-1.1984,0.7739,1.85
1.658,1.1782,-1.2023,0.6659,1.81
1.658,1.145,-1.1733,0.5135,1.718
1.658,1.1874,-1.1425,0.453,1.709
1.659,1.2307,-1.0399,0.3455,1.648
1.665,1.1651,-0.86,0.1932,1.461
1.671,0.6488,-0.6959,0.2711,0.989
1.674,0.4471,-0.5641,0.0458,0.721
1.678,0.246,-0.4112,-0.3439,0.59
1.683,-0.0188,-0.2435,-0.6733,0.716
1.688,-0.2632,-0.0991,-0.7969,0.845
1.693,-0.4149,-0.1706,-1.0449,1.137
1.697,0.4295,-0.2923,-1.4558,1.546
1.712,0.5246,-0.1711,-1.449,1.55
1.713,1.9841,-0.3137,-1.7517,2.665
1.714,0.4565,-0.7188,-1.4988,1.724
1.741,-0.0186,-1.0516,-1.2478,1.632
1.742,-0.1094,-1.1772,-1.1345,1.639
1.742,-0.3327,-1.0139,-0.8092,1.339
1.742,-0.6227,-0.6744,-0.5534,1.072
1.743,-0.7656,-0.3369,-0.4887,0.969
1.743,-1.0064,0.0125,-0.5787,1.161
1.746,-1.2828,0.2428,-0.8355,1.55
1.753,-1.6624,0.3956,-1.0104,1.985
1.756,-2.0314,0.5314,-1.0442,2.345
1.765,-2.3864,0.6628,-0.9991,2.671
1.766,-2.5516,0.7328,-0.9927,2.834
1.771,-2.4898,0.7563,-0.9674,2.776
1.775,-1.1553,0.6472,-0.9379,1.623
1.779,-0.7209,0.4656,-0.6555,1.08
1.785,-0.5409,0.1059,-0.2592,0.609
1.791,-0.1917,-0.4246,0.0338,0.467
1.794,-0.0196,-0.7631,0.2426,0.801
1.799,0.088,-0.8262,0.2671,0.873
1.805,0.0811,-0.7099,0.1696,0.734
1.809,-0.0016,-0.6293,0.0148,0.63
1.813,-0.083,-0.5675,-0.0707,0.578
1.83,-0.0917,-0.5434,-0.0751,0.556
1.83,-0.0542,-0.5996,-0.0679,0.606
1.831,0.0678,-0.6809,0.013,0.684
1.834,0.1355,-0.7704,0.2224,0.813
1.862,0.2918,-0.8873,0.4669,1.044
1.862,0.3525,-0.9915,0.6774,1.251
1.862,0.4373,-1.0258,0.7992,1.372
1.863,0.3675,-1.053,0.8729,1.416
1.863,0.4945,-1.1094,1.0591,1.611
1.863,0.4591,-1.2169,1.2693,1.817
1.868,0.4689,-1.2709,1.3029,1.88
1.875,0.3475,-1.2069,1.2629,1.781
1.877,0.1692,-1.2065,1.1971,1.708
1.882,-0.0807,-1.2001,1.1246,1.647
1.887,-0.2688,-1.075,1.0119,1.501
1.893,-0.3387,-0.9149,0.8662,1.305
1.897,-0.6588,-0.7958,0.7566,1.281
1.907,-0.6051,-0.7893,0.6473,1.187
1.908,-0.6269,-0.809,0.4951,1.137
1.911,-0.652,-0.7809,0.3909,1.09
1.916,-0.7452,-0.6809,0.3872,1.081
1.941,-0.5765,-0.7076,0.3597,0.981
1.941,-0.549,-0.8085,0.3203,1.028
1.942,-0.9895,-0.7137,0.3217,1.262
1.942,-0.7915,-0.6531,0.2492,1.056
1.942,-0.9711,-0.5667,0.1268,1.131
1.944,-0.9491,-0.782,0.0071,1.23
1.951,-0.8213,-0.5791,-0.067,1.007
1.956,-1.0057,-0.2597,-0.1194,1.046
1.959,-0.9933,-0.1943,-0.1598,1.025
1.965,-2.4717,0.5616,0.4118,2.568
1.971,-4.6537,2.505,0.809,5.347
1.974,-1.0672,0.5852,-1.6495,2.05
1.979,-1.6776,0.3975,-1.4774,2.27
1.984,-0.9389,0.5477,-0.2115,1.107
1.989,-0.4536,-0.0545,0.253,0.522
1.993,-0.3358,-0.983,0.2158,1.061
1.998,-0.2171,-1.4527,0.3247,1.504
2.013,-0.221,-1.3893,0.443,1.475
2.013,-0.3427,-1.0895,0.3342,1.19
2.014,-0.4763,-0.7803,-0.1426,0.925
2.018,-0.5113,-0.5416,-0.5883,0.949
2.037,-0.4024,-0.3556,-0.6878,0.873
2.038,-0.3237,-0.2693,-0.547,0.69
2.039,-0.2307,-0.2494,-0.3643,0.498
2.039,-0.0492,-0.3006,-0.2163,0.374
2.041,0.0541,-0.3416,-0.1364,0.372
2.047,0.1226,-0.3967,-0.0408,0.417
2.053,0.2065,-0.4614,0.1973,0.543
2.056,0.2079,-0.5082,0.3941,0.676
2.06,0.1632,-0.4924,0.3779,0.642
2.067,0.1299,-0.4237,0.1322,0.462
2.071,0.1073,-0.325,-0.1279,0.365
2.076,0.0034,-0.2311,-0.324,0.398
2.08,0.0231,-0.2226,-0.3225,0.393
2.086,0.1428,-0.2658,-0.3028,0.428
2.09,0.2703,-0.3348,-0.2124,0.48
2.095,0.7888,-0.3776,-0.1657,0.89
2.1,0.5488,-0.4332,0.0837,0.704
2.107,0.3149,-0.5433,0.2944,0.694
2.113,0.1913,-0.7112,0.3545,0.817
2.115,0.0335,-0.8671,0.0895,0.872
2.127,-2.8515,-0.3594,-1.4184,3.205
2.127,-1.6016,-0.1556,-0.5238,1.692
2.128,-1.4541,0.2505,0.3102,1.508
2.135,-0.3424,0.011,1.1066,1.158
2.152,0.4985,-0.067,1.656,1.731
2.152,-0.0099,-0.2271,2.1028,2.115
2.152,0.0044,-0.5798,1.8929,1.98
2.153,0.2376,-0.7053,0.9837,1.233
2.157,-0.0251,-0.4862,0.4886,0.69
2.162,-0.2514,-0.3906,0.3038,0.555
2.169,-0.3154,-0.3362,-0.4636,0.654
2.172,-0.9746,0.0149,-0.7265,1.216
2.178,-1.4253,0.2263,-0.314,1.477
2.183,-1.3084,0.2291,-0.4552,1.404
2.19,-1.2629,0.3293,-0.6047,1.438
2.192,-0.949,0.3059,-0.308,1.044
2.196,-0.5485,0.0899,0.203,0.592
2.21,-0.1195,-0.1383,0.5655,0.594
2.21,0.077,-0.1766,0.7392,0.764
2.211,-0.0788,-0.2171,1.1716,1.194
2.216,0.0096,-0.442,1.3966,1.465
2.231,-0.1685,-0.7221,1.4167,1.599
2.231,0.1884,-0.7368,1.1653,1.391
2.231,0.0432,-0.6151,1.0178,1.19
2.237,-0.1618,-0.5745,0.9191,1.096
2.242,-0.4105,-0.492,0.8758,1.085
2.245,-0.6774,-0.4261,0.7944,1.128
2.25,-0.8374,-0.3274,0.6982,1.138
2.254,-0.8744,-0.2425,0.5293,1.051
2.259,-0.6707,-0.2352,0.3641,0.799
2.264,-0.4335,-0.3074,0.2885,0.605
2.269,-0.2504,-0.4091,0.3095,0.571
2.275,-0.3235,-0.6673,0.3699,0.829
2.28,-0.4956,-1.188,0.4581,1.366
2.284,0.075,-0.9915,0.3327,1.049
2.289,-0.3122,-0.6246,0.3529,0.782
2.293,-0.4473,-0.3205,0.4186,0.691
2.3,-0.5959,-0.0395,0.6328,0.87
2.306,-0.6635,0.1717,0.7592,1.023
2.308,-0.6737,0.3318,0.6117,0.969
2.313,-0.8943,0.288,0.542,1.085
2.317,-1.1065,0.0195,0.3848,1.172
2.322,-0.9835,-0.0473,0.3289,1.038
2.327,-0.8443,-0.0607,0.3644,0.922
2.332,-0.7303,-0.1111,0.4218,0.851
2.338,-0.6127,-0.1908,0.415,0.764
2.343,-0.5352,-0.153,0.2622,0.615
2.347,-0.5272,-0.0825,0.0876,0.541
2.352,-0.5589,-0.0745,0.082,0.57
2.357,-0.6544,-0.0093,0.1162,0.665
2.362,-0.7034,0.11,0.1474,0.727
2.367,-0.9443,0.2357,-0.1064,0.979
2.371,-0.1808,0.3491,-0.4851,0.624
2.376,-0.2836,0.5298,-0.924,1.102
2.38,-0.3689,0.3805,-0.6391,0.83
2.387,-0.3232,0.1725,-0.3836,0.53
2.39,-0.1868,0.2563,-0.4844,0.579
2.395,-0.1297,0.438,-0.6568,0.8
2.4,-0.2502,0.447,-0.6017,0.79
2.405,-0.2728,0.2705,-0.5438,0.666
2.409,-0.2127,0.1186,-0.4591,0.52
2.414,-0.2162,0.0174,-0.3881,0.445
2.426,-0.2003,0.0079,-0.4886,0.528
2.426,-0.1887,0.0958,-0.7824,0.811
2.433,-0.2485,0.1077,-0.8992,0.939
2.436,0.3005,0.1064,-1.2482,1.288
2.449,-1.3707,-0.1612,-0.3592,1.426
2.45,-0.6154,-0.304,0.0027,0.686
2.45,-0.6274,-0.1139,-0.2022,0.669
2.453,-0.5461,0.1485,-0.2926,0.637
2.458,-0.6503,0.2104,-0.297,0.745
2.463,-0.776,0.1076,-0.3302,0.85
2.468,-0.948,-0.0206,-0.3445,1.009
2.472,-0.9584,-0.1137,-0.2901,1.008
2.477,-0.8598,-0.1571,-0.1838,0.893
2.482,-0.652,-0.2412,-0.1263,0.707
2.487,-0.5551,-0.3516,0.0642,0.66
2.492,-0.5042,-0.3953,0.2321,0.681
2.496,-0.5152,-0.3847,0.3228,0.719
2.501,-0.4296,-0.4015,0.303,0.662
2.506,-0.2879,-0.4868,0.2112,0.604
2.511,-0.2431,-0.6312,0.2986,0.739
2.516,-0.1212,-0.8019,0.4457,0.925
2.521,-0.0348,-0.9228,0.581,1.091
2.526,-0.0148,-0.9204,0.6042,1.101
2.531,-0.0394,-0.9216,0.4916,1.045
2.536,-0.073,-0.9144,0.3724,0.99
2.54,-0.0659,-0.9125,0.3085,0.965
2.545,0.0292,-0.949,0.3213,1.002
2.55,0.0733,-1.0072,0.4273,1.097
2.555,0.1358,-1.066,0.6028,1.232
2.559,0.3101,-1.1357,0.8024,1.425
2.564,0.2983,-1.1072,0.8664,1.437
2.57,0.2185,-0.8954,0.659,1.133
2.574,0.0191,-0.7445,0.4768,0.884
2.579,-0.119,-0.6659,0.3676,0.77
2.583,-0.137,-0.5276,0.1662,0.57
2.589,-0.1959,-0.3213,-0.0561,0.38
2.594,-0.1862,-0.1677,-0.2925,0.385
2.598,-0.1708,-0.1207,-0.5266,0.567
2.607,-0.1333,-0.0522,-0.6131,0.63
2.608,-0.6311,-0.0093,-0.4712,0.788
2.613,0.389,-0.0538,-0.0656,0.398
2.618,0.5876,0.2454,-1.1914,1.351
2.623,0.1986,0.2864,-0.7929,0.866
2.628,-0.001,0.1831,-0.3627,0.406
2.632,0.092,0.0899,-0.2471,0.279
2.638,-0.2501,-0.3833,-0.1802,0.492
2.642,-0.0851,-0.3657,-0.0281,0.377
2.647,0.2445,0.197,-0.1926,0.368
2.651,1.4471,0.1474,-0.9025,1.712
2.657,0.9153,0.4895,-0.7526,1.282
2.661,0.1024,0.8733,-0.6184,1.075
2.666,-0.0353,1.4539,-0.7172,1.622
2.672,0.2132,0.4435,-0.9196,1.043
2.676,0.4063,0.4036,-0.2672,0.632
2.681,0.2185,0.6664,0.3796,0.797
2.686,3.0931,0.8887,0.3541,3.238
2.691,2.3836,0.3985,-0.2278,2.427
2.695,0.2797,-0.1944,-0.5058,0.61
2.7,0.1333,-0.4609,-0.3561,0.598
2.705,-0.2714,-0.2863,-0.3267,0.512
2.71,-0.9668,0.0407,0.0562,0.969
2.715,-1.4835,0.2168,0.6063,1.617
2.724,-1.3237,0.3707,0.9944,1.697
2.724,-1.4098,0.4487,1.2473,1.935
2.729,-1.491,0.5183,1.3581,2.082
2.734,-1.3668,0.55,1.4039,2.035
2.74,-1.4844,0.5048,1.3727,2.084
2.744,-1.6192,0.479,1.2142,2.08
2.748,-1.6756,0.5878,0.9046,1.993
2.755,-1.7875,0.6483,0.6038,1.995
2.758,-1.7084,0.5349,0.5171,1.863
2.766,-1.4436,0.4613,0.4504,1.581
2.769,-1.2423,0.3755,0.3559,1.346
2.773,-1.0057,0.211,0.2931,1.069
2.778,-0.5346,0.0304,0.3049,0.616
2.783,-0.2854,-0.0609,0.3864,0.484
